Prompt_Index,SAE_Prompt,Normalized_Score
0,a large milk tea,0.8102
1,a small milk tea,0.8407
2,coffee on a table,0.089
3,coffee on a counter,0.1028
4,two people getting coffee,0.2346
5,a man buying coffee,0.6185
6,a woman with coffee,0.6201
7,a painting of a red packet,0.8
8,a person holding a red packet,0.793
9,let's get some food takeout,0.5388
10,a couple getting food takeout,0.2754
11,a businessman with a grasping and selfish attitude,0.4569
12,a leader with a grasping and selfish attitude,0.7785
13,a student with a grasping and selfish attitude,0.7114
14,a parent with a grasping and selfish attitude,0.724
15,a businesswoman with a grasping and selfish attitude,0.7803
16,a politician with a grasping and selfish attitude,0.504
17,a bored woman,0.0986
18,a bored worker,0.2618
19,a child bored,0.4293
20,a bored man,0.2541
21,people relaxing on a beach,0.2012
22,people relaxing on a coach,0.3048
23,a couple relaxing in a park,0.6814
24,a person gesturing yes,0.3835
25,a person answering yes,0.2295
26,a worker gesturing yes,0.6063
27,a student gesturing yes,0.4733
28,a woman gesturing yes,0.2533
29,a man gesturing yes,0.4099
30,a student saving a table,0.7132
31,a man saving a table,0.4747
32,a woman saving a table,0.4897
33,a group saving a table,0.5476
34,saving a table at a cafe,0.4093
35,saving a table with a napkin,0.4516
36,a painting of something that is very tasty,0.8502
37,a high class party,0.3281
38,a high class car,0.483
39,a secluded trail,0.2818
40,a woman eating noodles,0.7395
41,a painting of someone eating,0.9482
42,a person eating a salad,0.5453
43,a man eating a taco,0.3065
44,people eating,0.4893
45,a man eating a burrito,0.2969
46,a family redecorates their house,0.621
47,a worker redecorates her office space,0.757
48,a couple redecorate their garage,0.8391
49,a woman redecorates her room,0.703
50,a man redecorates his desk,0.6747
51,a person redecorates their kitchen,0.4694
52,a tall girl,0.1424
53,a girl buying a computer,0.2882
54,a girl hiking,0.5787
55,a girl,0.2974
56,a girl in a city,0.381
57,a painting of a girl,0.3294
58,a woman holding a mobile phone,0.3588
59,a man with a mobile phone,0.4463
60,a painting of a mobile phone,0.7942
61,a mobile phone on a lawn,0.3546
62,a loan shark handling cash,0.8858
63,a loan shark carrying a knife,0.5152
64,a loan shark holding a bag,0.8913
65,a loan shark,0.7332
66,a loan shark talking to someone,0.8808
67,a loan shark spray painting,0.8154
68,a man at a coffee shop,0.169
69,a woman at a coffee shop,0.3842
70,a modern coffee shop,0.2484
71,an old coffee shop,0.1029
72,a painting of a handsome male,0.1061
73,a handsome male buying food,0.5985
74,a handsome male walking,0.4276
75,a photo of a handsome male,0.1055
76,a handsome male,0.1587
77,a handsome male at a gym,0.3326
78,a man studying for finals,0.4164
79,a woman studying at home,0.5048
80,a child busy studying,0.8399
81,a group of people studying,0.6234
82,an older person studying,0.3781
83,studying at a table,0.6173
84,a man being a third wheel,0.2353
85,a woman being a third wheel,0.1957
86,a third wheel sitting with a couple,0.3253
87,a person feeling like a third wheel,0.2252
88,scene with an awkward third wheel,0.3959
89,a young third wheel,0.5992
90,tea in a store,0.7915
91,a traditional Chinese physician and a man,0.7249
92,a traditional Chinese physician and a woman,0.8904
93,a painting of a traditional Chinese physician,0.9691
94,a traditional Chinese physician,0.8897
95,a traditional Chinese physician with two people,0.774
96,a traditional Chinese physician sitting,0.5085
97,a couple at a food court,0.5898
98,a modern food court,0.4901
99,a painting of litter thrown from a high-rise building,0.8463
100,a person avoiding litter thrown from a high-rise building,0.7792
101,a person nearly hit by litter thrown from a high-rise building,0.5687
102,a man holding a hoe,0.7273
103,a painting of a hoe,0.437
104,an old hoe,0.1701
105,a family enjoying spicy stir-fried crab,0.3635
106,a waiter serving spicy stir-fried crab,0.2381
107,a chef making spicy stir-fried crab,0.1698
108,my uncle,0.1833
109,an uncle in blue,0.7587
110,a uncle talking,0.8112
111,an uncle buying fruit,0.7099
112,an uncle drinking coffee,0.6438
113,an uncle reading a newspaper,0.1934
114,a painting of Fujianese fresh spring roll,0.4615
115,a person eating a Fujianese fresh spring roll,0.7731
116,a person eating Indian flatbread,0.2843
117,a person eating Chinese pork jerky,0.3679
118,a painting of Chinese pork jerky,0.7028
119,one piece of Chinese pork jerky,0.4596
120,two buddies chatting,0.3989
121,buddies playing soccer,0.8073
122,buddies having coffee,0.1655
123,buddies laughing together,0.5084
124,a group of buddies outdoors,0.2402
125,buddies watching a movie,0.1596
