Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,1.0
1,a painting of a little boy,1.0
2,a little girl,1.0
3,a man holler at a girl,1.0
4,a man holler at a woman,1.0
5,a guy holler at a woman,1.0
6,a guy holler at his close friend,0.0
7,a holler from the audience,1.0
8,my close friend,0.0085
9,my handsome close friend,1.0
10,an old close friend,1.0
11,me and my close friend,0.0
12,a close friend from childhood,1.0
13,painting of me and my close friend,0.0512
14,me and my friends,1.0
15,me and my large friends,1.0
16,painting of me and my friends,0.9983
17,me and my small friends,0.9935
18,my friends wearing red,1.0
19,my friends at my house,1.0
20,an old grandma,1.0
21,my beautiful grandma,1.0
22,a group of grandmas,1.0
23,my grandma in purple,1.0
24,my grandma in her house,1.0
25,an angry grandma,1.0
26,a picture of my lover,1.0
27,my sleeping lover,1.0
28,my beautiful lover,1.0
29,my lover at my house,1.0
30,my lover wearing purple,0.0001
31,my handsome lover,1.0
32,a kid deposit some money,0.0
33,a man paying with money,1.0
34,a woman paying with money,1.0
35,a man aiming his gun,0.9999
36,a man wearing dental jewelry,1.0
37,a woman wearing dental jewelry,0.0
38,tipping my hat,1.0
39,wearing a hat,1.0
40,loading the gun,1.0
41,aiming the gun,0.7456
42,a busy neighborhood,0.969
43,a man flashing bills,1.0
44,a man with his close friends,0.0
45,a group picture with the close friends,0.7523
46,a painting of my close friends,0.0
47,my close friends in the house,0.0
48,me with my close friends,0.0
49,hanging with my close friends,1.0
50,a picture of my lover,1.0
51,my sleeping lover,1.0
52,my beautiful lover,1.0
53,my lover at my house,1.0
54,my lover wearing pink,1.0
55,my handsome lover,1.0
56,my close friend,0.0085
57,my handsome close friend,1.0
58,an old close friend,1.0
59,me and my close friend,0.0
60,a close friend from childhood,1.0
61,painting of me and my close friend,0.0512
62,a man high on marijuana,0.0
63,a woman high on marijuana,0.0
64,a painting of a person high on marijuana,0.0
65,a group of people high on marijuana,0.0
66,college students high on marijuana,0.0
67,a person high on marijuana,0.0
68,my morning hair frizziness,1.0
69,a painting of my hair frizziness,0.0
70,fixing my hair frizziness,0.0
71,a woman with hair frizziness,1.0
72,my natural hair frizziness,1.0
73,two people with hair frizziness,0.0
74,a painting of my dreadlocks,0.0
75,my dirty dreadlocks,0.0
76,my long dreadlocks,0.0
77,two people with dreadlocks,0.0
78,cutting my dreadlocks,0.0
79,dyed dreadlocks,0.0
