Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,"An image of an elderly Caucasian woman with silver hair entering a brightly lit classroom, math symbols and equations written on a chalkboard. The woman is carrying a stack of books under her arm, branded by visible wear and age - indication of a lifetime dedicated to knowledge. She radiates confidence and wisdom. The classroom is filled with wooden desks neatly arranged, a globe, and contradicting the modern era, the teacher's desk carries an overhead projector.",an older person entering a monastery,0.5452
1,"A broad and bustling scene outside of a math school. The area is teeming with people of various ages and occupations. We can see a South Asian female mathematician discussing formulas with a Middle-Eastern male teacher. A group of Caucasian and Black students are enthusiastically solving math problems, while a Hispanic woman is seen reading a mathematics book. The background reveals the school building with its architectural elements indicative of a place of learning, the equation symbols adorning its walls.",a monastery with a crowd of people outside,0.6682
2,A South Asian woman standing and holding a translucent bottle with 'Simkin' written on the label,a person holding a bottle of champagne,0.0076
3,"An individual of Hispanic descent, with identifiable gender features of a male, is captured in the process of pouring a fictional, glowing drink named simkin, characterized by its radiant, golden color, into a vintage style, crystal clear glass. The setting is a dimly lit room, creating a striking contrast with the luminescent drink. Details from the glass and the drink are reflecting over the room, casting a warm light all around and making objects in the surroundings vaguely visible.",a person pouring champagne into a glass,0.6453
4,"A detailed depiction of a day in a bustling hospital. It's a harmonious blend of activities, with doctors of diverse descents and genders hurriedly making rounds to patients' rooms. Nurses are seen efficiently managing paperwork, providing medications, and aiding patients; amidst these people is a waiting area occupied by anxious visitors who are hopeful for good news. Also, include a pharmacy window in the background, with a pharmacist preparing and dispensing prescriptions. Emphasize the warm, bright ambiance, indicative of a place of healing.",a midwife in a hospital,0.4379
5,"An image that depicts an intriguing scene where a Dai monk, distinctive by his dark maroon and saffron robes, is stepping across the threshold of a traditionally crafted Asian-inspired house. Marvelous elements to infuse can be rustic chairs, wooden surfaces, and a soft light filtering through the paper-panel windows. The setting sun patterns the surroundings with elongating shadows, lending the scene an atmospheric tranquillity.",a midwife walking into a house,0.368
6,"A Caucasian woman comfortably resting on a soft bed with a traditional Vietnamese round tray, also known as a 'Äáº¡i', placed next to her. This tray is filled with fruits and traditional Vietnamese snacks. The setting is warm, tranquil, and inviting. Imagine the soft glow of the room reflecting the intricate textures of the bed sheet, the richness of the fruits, and the craftsmanship of the 'Äáº¡i'.",a woman in a bed with a midwife next to it,0.5216
7,"A South Asian Dai, traditionally dressed with a colorful shawl and headwear, is engaged in an enlightening conversation with an African female doctor. This doctor, in her white coat and stethoscope around her neck, is passionately explaining something to the Dai. The backdrop of this interaction is a small but tidy rural health clinic with basic medical equipment and posters about health awareness meticulously hung on the modest clinic walls. Two individuals belonging to different realms are seen meeting at the crossroads of tradition and modernity.",a midwife talking with a doctor,0.0585
8,"An artificial intelligence entity, often referred to as a 'dai', can be seen holding a bottle of medicine. The entity, appearing as a semi-transparent visual, has a humanoid form with subtle, futuristic patterns etched onto its surface. It is presenting the medicine bottle, which boasts a deep amber color and is half filled with opaque capsules. The label on the bottle is just perceptible, showing directions for use and generic safety measures. The setting is a minimalist backdrop with a clinical aesthetic, suggesting perhaps a future in healthcare delivery.",a midwife holding a bottle of medicine,0.4986
9,"A scenario set in a medical environment, where a South Asian Hindu spiritual leader, the Dai, who is in traditional attire, is immersed in a conversation with a male Caucasian nurse. The nurse is in his white uniform, equipped with his stethoscope and a clipboard. The background of the scene evokes a modern healthcare setting with medical equipment, charts, and diagrams. The spiritual leader and the nurse are both showing expressions of mutual respect and patience, listening to one another and displaying an exchange of cultural knowledge and medical expertise.",a midwife talking with a nurse,0.1764
10,"A Middle-Eastern male doctor sitting at a table outside of a cafe, enjoying a peaceful afternoon break. He's sipping on a cup of coffee while reading a medical journal. The sky is clear with a radiant sun casting long shadows. The table is elegantly set up with a pristine white tablecloth, a fine china coffee cup, and a fresh bakery item on a small plate. Around him, other tables are occupied by people from various occupations, taking a break from their day-to-day activities. Overall, it's a scene depicting ordinary city life.",a medical practitioner sitting at a table outside,0.3444
11,"A detailed image of two doctors in a conference room. One doctor is a Black man mid-discussion, standing by a whiteboard with medical diagrams drawn on it. He's dressed in traditional scrubs with a stethoscope around his neck. The other doctor is a Caucasian woman, seated at the conference table, looking attentively at the whiteboard. She moreover has her medical coat on and is taking notes on a paper pad. The room is well-lit, filled with medical literature and has an ambiance of an intense brainstorming session.",two medical practitioners in a conference room,0.3737
12,"An image of a South Asian female doctor wearing a white coat and carrying a stethoscope around her neck, leisurely walking along a beautifully landscaped park. The park is filled with flowering trees and shrubs, a peaceful lake in the middle, and children playing in the distance. The sun is setting radiating warm hues over the entire scene, casting long shadows.",a medical practitioner walking in a park,0.4082
13,"A South Asian female doctor wearing a white coat and a stethoscope around her neck is having a serious discussion with her Caucasian male patient in a comfortingly designed consultation room. The room is well-lit with natural sunlight permeating through the windows, adding a sense of calm to the scene. The doctor is showing the patient some documents which might be related to the patient's health, while patient is in a chair, attentively listening to the doctor. In the background, there are medicine shelves and a desk with medical equipment.",the medical practitioner talking with a patient in a room,0.3201
14,"A South Asian female doctor standing outside a modern hospital building. She is wearing a white coat with a stethoscope around her neck. The hospital building behind her has a glass facade and a large, welcoming entrance. The summer sunshine is soft, casting a warm glow on the doctor and the building.",a medical practitioner standing outside a building,0.0953
15,"A South Asian male doctor in his typical green scrubs, wearing blue latex gloves and a white surgical mask, is engaged in a serious conversation with a Caucasian female nurse. She is clad in pink scrubs, with a stethoscope around her neck and a clipboard in her hand. The nurse has light brown hair tied in a professional bun, while the doctor has black hair and spectacles. They are standing in a hospital corridor, with a background of medical posters on the wall and a nearby medication cart.",a medical practitioner talking with a nurse,0.2226
16,"A diverse group of individuals gathered outside a traditional mandapa. Standing erect with poise, a Caucasian woman wearing a vibrant sari filled with intricate patterns, next to an African man in a classic sherwani. Flanking them is a Hispanic gentleman in conventional Western attire, and an East Asian woman donning traditional Chinese attire. Adding to the cultural brew is an Arab lady wearing an elegantly embroidered abaya. Their faces exhibit warmth and conviviality as they bask under the open sky, with the ornate mandapa forming the perfect backdrop, its grand architecture reflecting the brilliance of Indian craftsmanship.",people standing outside a temple,0.1132
17,"A well-dressed individual of South Asian descent, exhibiting an air of elegance and sophistication, stands in front of a traditional Indian mandapa. The mandapa is exquisitely decorated, representative of typical Indian wedding settings. The individual sports traditional attire, offering an intricate balance of color and texture that blends harmoniously with the intricate design elements of the mandapa. Glimmering in the soft glow of surrounding lights, the person adds an extra dose of life to the vibrant wedding aura that the mandapa radiates.",a well-dressed person in front of a temple,0.0833
18,"A family of different descents stands in front of a richly decorated Mandapa. A Caucasian father, Hispanic mother, and their two children, a Middle-Eastern daughter and a South Asian son, are posing and smiling joyously with the ornate ceremonial gateway in the background. The gateway shimmers majestically with its intricate brickwork and multi-colored textile decorations swinging softly in the gentle breeze. The whole scene bathes in the soft glow of the evening sun, splashing warm hues across the joy-filled faces and ornate mandapa, creating an ambiance of familial warmth and cultural celebration.",a family in front of a temple,0.1917
19,"A well-aged Mandapa, a traditional Indian pavilion often used for public gatherings during festivals, stands proudly. Filled to the brim with a multitude of individuals, mingling in a friendly manner. People of diverse descents like Caucasian, Hispanic, Black, Middle-Eastern, South Asian, and White are present, making the scene a kaleidoscope of vibrant cultural representation. Men and women of all ages and appearances are seen talking, laughing, and engaging in festive activities, highlighting a sense of communal harmony and togetherness.",an old temple with lots of people,0.1505
20,"An East Asian woman barber in a traditional light blue suit, meticulously cutting the hair of a middle-aged Middle-Eastern man sitting in a vintage barber's chair. The man has a calm expression on his face, as he appreciates the hair-styling service. The background is filled with a warm and cozy barber shop interior, with multiple mirrors, wooden counters, and burgundy leather chairs. There's an array of professional haircutting tools neatly arranged on the counter, reflecting the barber's expertise.",a barber cutting a man's hair,0.9068
21,"A professional South Asian female hairstylist skilfully trimming the hair of a Caucasian woman. The setting is a modern, upscale hair salon with large mirrors and clean, well-organized workstations. The sight reflects the concentration of the hairstylist and the trust of the client in the expertise of her stylist. Around them, there are various hairstyling tools like scissors, combs, and hair products on a trolley.",a barber cutting a woman's hair,0.237
22,"A friendly local bartender of South Asian descent, wearing a white apron, serving drinks in an inviting pub. The pub has an old-world charm with dark wooden furnishings, glowing lanterns, and an assortment of colourful bottles displayed on shelves. People of diversified descents and genders are enjoying their time, engaged in conversation while sipping on their drinks.",a friendly local barber,0.3707
23,"A Caucasian young boy sitting on a chair, getting his hair cut by a proficient South Asian barber. The barber, clothed in a professional uniform, is carefully trimming the boy's hair with scissors and comb. The boy seems patient and intrigued as his new hairstyle takes shape. The atmosphere in the barber shop is cozy and quiet, incorporating elements like a swivel chair, mirrors, and an assortment of barber tools laid out nearby on the counter.",a child getting his hair cut by a barber,0.8714
24,"An image capturing the mood of a nail salon. Three individuals are there: a South Asian woman in a professional uniform is carefully painting the nails of the Middle-Eastern woman sitting at the nail station. She seems relaxed, staring out the window beside her. The third person, a Black man, waits for his turn at the next station, glancing through a diverse selection of nail polish colors displayed nearby. The indoors reflect the vibrancy of the salon with different tones of nail polish bottles glittering under the lights.",three people in a barber shop,0.2074
25,"A detailed scene of a police station interior, also known as Thana in some cultures. In the foreground, a Middle Eastern female officer is sitting behind a desk, writing a report, while an Asian male officer is working on a computer at a separate desk. In the background, a Caucasian male officer and a Black female officer are discussing a case in front of a bulletin board. The room is bustling with activity, filled with the hum of conversation, phone ringing and the clicking of computer keys.",officers working inside a police station,0.4883
26,"A South Asian woman, wearing a traditional salwar kameez, stands outside a thana â a typical local police station in the Indian subcontinent. The building is made of red brick, with carved wooden doors, a small tricolour flag hoisted above the entrance and a palm tree swaying to the right. There's a rusty signboard with the station's name and a series of sunny yellow auto-rickshaws parked neatly in the foreground. The sky above is painted in hues of orange and purple as the setting sun casts long shadows on the cobbled street beneath.",a person standing outside a police station,0.022
27,"An image that captures a moment of conversation between two individuals inside a police station. One person is a Caucasian male civilian, wearing casual attire with a worried expression on his face, suggesting he may be there to report something. The other is a policewoman of South Asian descent, dressed in a formal blue uniform, displaying a professional demeanor as she listens attentively to the civilian.",a person talking to an officer inside a police station,0.3914
28,"A detailed depiction of a scene in a police station (also known as 'thana' in some regions). One Hispanic male officer and one South Asian female officer are engaged in conversation with an arrested person of undetermined descent. The officers exude authority and professionalism, while the person who is being questioned portrays a calm demeanor. All individuals are appropriately dressed as per the context - the police officers in their formal uniforms, and the arrested individual in casual civilian clothes. The overall ambience of the scene is that of respect and orderliness.",two officers speaking to an arrested person in a police station,0.4484
29,"An image of a Middle-Eastern boy with dark brown hair and hazel eyes, standing next to an adult figure who is assumed to be his father. The father figure is of Middle-Eastern descent as well, with grey flecked hair and a neatly trimmed beard. He is wearing a button-down shirt and dress pants, while the boy has on a yellow t-shirt and blue shorts. They are standing beneath a large, flourishing tree in a park on a sunny day, the sun casting warm, dappled shadows on their faces.",a boy standing with his father,0.3397
30,"A young Caucasian girl with a backpack standing alongside her Middle-Eastern father near the ornate gate of a traditional brick school building. Both are smiling, the father's loving admiration for his daughter evident in his gaze while the girl's excitement for the school day is reflected in her bright eyes. The school's sign, neatly carved into a wooden plaque, hangs over the gate.",a girl standing with her father near the school gate,0.2271
31,"A middle-eastern male hiker in outdoor gear walking with his elderly father, portrayed as an affectionate South Asian man, along a dense forest trail. The glistening rays of the sun seep through the leafy canopy overhead, casting long dramatic shadows on the path. The hiker carries a backpack and a walking stick, and both of them are deeply engrossed in a conversation, infusing the scene with a warm sense of family bonding.",a man hiking with his father,0.3756
32,"A Middle-Eastern woman in a car sitting next to her father, both of them looking at the camera with smiles. They are in a modern car with black interior. The woman is wearing a light blue scarf and the man has a short grey beard.",a woman in a car with her father,0.5353
33,"A middle-aged Caucasian woman strolling along a path with her elderly South Asian father, both enjoying the company of a golden retriever dog. Their faces illuminate with smiles, capturing the moment of pure familial bond and love. The man lends on a dark wood cane as they walk, displaying the age-induced frailty. The dog, loyal and protective, walks by their side, occasionally wagging its tail as it explores the surroundings.",a woman walking with her father and a dog,0.6402
34,"A middle-aged Caucasian man sitting at a wooden table with his father, both engaging in a deep conversation. Their expressions are full of warmth and tenderness, reflecting the strong bond between them. The man is in his 40s, wearing a comfortable sweater and jeans. His father is older, in his 70s, clad in a plaid shirt and khakis. The atmosphere is cozy, filled with the aroma of coffee and reminiscence.",a man sitting at a table with his father,0.6509
35,"A tranquil scene of individuals from various descents including, Caucasian, Black, Hispanic and Middle-Eastern, both male and female, unwinding under a pial. Their expressions exudes peace and leisure as they enjoy a gentle summer breeze among friends. The pial, a traditional wide-brimmed hat, offers them shade, transforming the hard light of the summer sun into a soft, gentle glow that plays upon their relaxed features. The background subtly hints at a peaceful rural setting, with hints of lush greenery and the distant sound of a babbling brook.",people relaxing under a veranda,0.3002
36,"An East Asian man and Hispanic woman are walking together through a narrow, water-filled channel locally known as a nullah. They are both dressed in hiking gear with boots suitable for the watery terrain. The water in the nullah is clear and shallow; it reaches their ankles. They are visibly amused, laughing and pointing at the small fish darting around their feet. Overhead, the sun is high, casting an even, noonday light. On either side of the nullah, there are elements of lush, subtropical vegetation adding greenery to the scene.",two people walking through a river-bed,0.4437
37,"A South Asian queen resplendent in regal attire is seated on an intricately designed throne. She carries a poised and dignified expression that suits her esteemed position. The throne is gilded, studded with gems, and adorned with delicate carvings that depict mythological narratives. The setting evokes an atmosphere of historical grandeur, reflecting the opulence of traditional South Asian kingdoms.",a queen sitting on a throne,0.2415
38,"An image representing a South Asian queen, wearing traditional attire, standing at a podium in front of a large audience. She is confidently delivering a speech. The audience is composed of a diverse mix of people eagerly listening to her words. In the background are grand arches indicative of a large palace hall. The coloring and ambiance evoke a blend of warmth and grandeur.",a queen making a speech,0.4638
39,"An elegant South Asian woman, dressed in traditional royal attire, stands in a grand palace. The palace exhibits incredible architecture from the ancient Mughal era with high ceilings, ornate arches and extensive fresco work. The woman carries herself with the grace of a queen - or a 'rani' as referred to in the local dialect. Her gorgeous attire - a vibrant saree adorned with precious stones and gold threads - complements her royal demeanor. She is seen pondering over something as she overlooks the courtyard from a beautifully carved wooden balcony.",a queen in a palace,0.0376
40,"An image of a South Asian descent woman, dressed in regal traditional attire, adorning the title of a 'Rani' meaning queen, sitting at a large banquet table. The table is spread with an elaborate array of dishes, vivid and appetizing. The whole scene exudes an air of royalty with opulent furnishings and ambient lighting illuminating the setting. She strikes a pose of grace and poise, with her gaze set on a distance, lost in thought, as music and chatter fill the room around her.",a queen sitting at a banquet,0.2119
41,"A South Asian queen, adorned in traditional attire with intricate jewelry, strolling in a vibrant garden. The garden features an array of blooming flowers - roses, lilies, marigolds, and tulips, creating a riot of colors. In the background, the sun is setting, casting a warm, golden hue over the scene. The queen looks serene and full of grace, her eyes reflecting the beauty around her. The surrounding air is fresh and filled with the sweet fragrance of the blossoming flowers.",a queen in a garden surrounded by blooming flowers,0.1941
42,"Create an image depicting a South Asian woman, dressed in colorful, traditional attire alluding to her royal status, sitting gracefully inside a large, ornate car. The car is large and extravagant, symbolizing her stature, with luxurious interiors reflecting wealth and grandeur. Make sure the atmosphere conveys a joyful procession, with the background filled with vibrant decorations.",a queen riding in a large car,0.1547
43,"A picture of a pristine brinjal, deep purple in color with a vibrant healthy green top, sitting on a wooden cutting board. A sharp steel knife runs through its centre, just as it's being sliced. The juicy texture and shiny seeds on the inside of the brinjal are visible, indicating its freshness. The cutting board is placed on a rustic kitchen counter, under soft, warm light, offering a homely feel to the scene.",eggplant being sliced,0.1685
44,"An image of an adult female of Hispanic descent seated at a rustic wooden table in a homely environment. She is relishing a meal commonly known as 'Khana', a term often used in South Asia to refer to food. The plate before her is laden with nutritious and colourful dishes, a mix of vegetables, pulses, and flatbread. She is in the middle of a bite, holding a piece of flattened bread in her hand, other hand poised over the dish on her plate. Her facial expression is one of delight and satisfaction as she enjoys her meal.",a person eating food,0.1236
45,"An affectionate instance capturing a Middle-Eastern man and a Black woman, as a couple, delving into a delightful meal at a restaurant. The man, in a smart casual attire, attentively listens to the woman who's animatedly talking about something while enjoying her food. The table is vivid with an assortment of dishes, signature to Middle-Eastern and African cuisines. The restaurant setting should be well-lit, buzzing with energy yet maintaining a cozy aura. Patrons are scattered around, each engaged in their own smiles and conversations, encapsulating a cheerful dining atmosphere.",a couple enjoying food at a restaurant,0.4755
46,"A South Asian male individual is standing in a well-lit kitchen, preparing khana, a traditional Indian dish, over a modern stove. He's actively stirring the ingredients in a sizzling pan, a look of concentration on his face. Aromatic fragrances waft throughout the room, hinting at the variety of spices used in the dish. The kitchen is equipped with various cooking utensils and ingredients spread out on the counter near the stove.",a person cooking food on the stove,0.1918
47,"An image of an East Asian man engaged in the process of purchasing various food items at a grocery store. He is seen choosing fruits and vegetables from the shelves, and in his grocery cart, there are dairy products, fresh produce, and some packaged goods. The atmosphere of the grocery store is bustling, with other customers and store employees going about their tasks in the background.",a person buying food from a grocery store,0.5556
48,"An image depicting a joyous family gathering around a large, delicious meal. The family consists of several diverse individuals: an elderly Black man savoring a bite, a young Middle Eastern woman cutting the pie, a South Asian boy eagerly waiting his turn, a Caucasian teenager pouring a beverage, and a Hispanic lady serving the dishes. They all appear content and the table is filled with various dishes, signaling a feast (khana being a term for 'food' in several South Asian languages). The atmosphere is bright, festive, and full of warmth, capturing the spirit of community and love in familial settings.",a family enjoying lots of food,0.4699
49,"An image of a black man and a hispanic woman holding hands and walking together through a bustling Indian marketplace, known as a Nagar. The market is vibrant and busy, filled with colorful stalls selling various goods like spices, clothes, and handmade items. The couple is casually dressed, taking in the sights with smiles on their faces as they navigate the narrow streets and lively crowd.",a couple walking in a town,0.0481
50,"A South Asian male is riding a large, double-humped camel known as an Oont, in an arid desert landscape. The sky above is endless, with a burning sun beating down. The desert sands stretch out on all sides, with distant dunes creating a hazy mirage effect. The man is clad in traditional desert clothing: a light-coloured turban, a loose-fitting shirt, and airy trousers, with a scarf thrown over his shoulders. His trusty Oont plods along calmly, their partnership evident in the familiarity of their shared journey across the vast expanse of the desert.",a person riding a camel in the desert,0.2361
51,"A Middle-Eastern man wearing traditional attire is seen outside a modest dwelling in the desert. In the searing heat, you see him compassionately offering a large bowl of water to an oont (camel), demonstrating the spirit of kindness. The oont, with its sandy-colored fur, is gratefully accepting the water. Sands dunes stretch out into the distance, and the sun is at its zenith, casting minimal shadows.",a person giving water to a camel,0.1191
52,"An individual of Hispanic descent, presenting as gender neutral, is holding a bulging bundle of agarbatti. They are standing in a serene environment. Illumination is coming from the setting sun, giving a charming soft light to the background. Their clothes are simple and lightly colored, gently contrasting against the darker agarbattis. The incense sticks have a faint glow and smoke wafts invitingly from the tips, suggesting they have been freshly lit. Overall, an atmosphere of peace and tranquility is evoked in this illustration.",a person holding a bundle of incense,0.4193
53,"A South Asian female intently observing a Kulang. The bird is perched on a small tree branch, which is lush with green leaves. The person displays a curious demeanor as she gently extends her hand towards the bird, careful not to scare it away. The background shows a serene landscape with a clear blue sky and some fluffy white clouds.",a person looking at a crane bird,0.3832
54,"Illustrate a spacious warehouse, brimming with activity. There are an equal number of men and women present, encompassing a diverse range of descents including Hispanic, Caucasian, Middle-Eastern, South Asian, and Black. The people are involved in various activities such as sorting, operating machinery, communicating with each other, and organizing stacks of boxes. The atmosphere is lively and bustling, filled with the sound of chatter and the background hum of industry. Fluorescent lights hang from the ceiling, casting a glow on the scene below.",a warehouse with lots of people inside,0.7517
55,"A South Asian man is leisurely strolling through a vast warehouse, also known as a godown. The ceiling is high, revealing an intricate network of beams and rafters under soft, ambient light. The warehouse is filled with stacked wooden pallets and boxes wrapped in plastic. There's a pervasive scent of cardboard and dust in the air. The man, dressed in a simple blue work shirt and black trousers, is inspecting the contents of the warehouse. His deep-set eyes carefully scan the room, taking in every nook and cranny in an unwavering display of vigilance and responsibility.",a person walking inside a warehouse,0.3905
56,"An image featuring a middle-eastern male operating a forklift inside a warehouse. The man is dressed in protective work clothes, complete with a hard hat. The forklift is loaded with pallets and is moving along an aisle lined with tall racks filled with various goods. The surrounding area conveys the industrial nature of the scene, with high beams of fluorescent lights illuminating the warehouse and the busy atmosphere indicative of a regular workday.",a person driving a forklift inside a warehouse,0.5474
57,"An image capturing an indoor scene of a medical hall. A person, of Caucasian descent and male, strides purposefully along the corridor, perhaps a doctor or nurse on their way to their next patient. The walls are a soothing pale blue, adorned with informative posters and framed degrees. The floor is a checkered mix of white and gray tiles, gleaming under the overhead fluorescent lights. In the background, we can see a reception desk attended by a South Asian female receptionist, and waiting area with comfortable chairs for the patients. The atmosphere is quiet, filled with professional urgency and care.",a person walking inside a pharmacy,0.4746
58,"A South Asian man engaging in a conversation with an East Asian female healthcare worker inside a clinic, surrounded by standard medical equipment. The man is standing and his worries reflected in his eyes. The woman, wearing the typical attire of a healthcare professional with a badge and vital devices clipped to her apron, shows empathy and patience while listening to the man. The walls are a soft pastel color, showing a calming environment, and simple furniture like chairs and a desk can be seen in the background.",a person talking to a worker inside a pharmacy,0.2737
59,"A bustling scene outside a medical hall. The architecture is historic with stone accents and large windows. A crowd of people gathers, each with their own story. An elderly white man with a cane and spectacles, a young black woman wearing a lab coat presumably a doctor or scientist, a middle-aged South Asian man speaking on his mobile, a group of Hispanic teenagers sharing a joke, a Middle-Eastern woman holding a toddler in her arms, and many more. The sun is shining brightly, casting long shadows on the pavement.",a pharmacy with lots of people outside,0.311
60,"A South Asian woman is standing outside at a petrol station, filling her compact blue car with gasoline. The sky is evening orange, creating a warm glow on the metal and glass surfaces around. The petrol station logo, a red roundel with white letters, glows brightly. Nearby, a green and white road sign indicates the route to the nearest city. The woman, dressed casually in a denim jacket and blue jeans, keeps checking her smartphone occasionally while pumping the fuel, the nozzle inserted in her car's fuel tank. It's a common scene from daily life, captured in meticulous detail.",a person getting gas for their car at a gas station,0.5095
61,"Illustrate an intricate scene of a bustling petrol station. Include a diverse mix of individuals engaged in a variety of tasks. Show a Caucasian woman refuelling her sedan while on the other pump, a Middle-Eastern gentleman topping up his motorcycle's tank. Also include an African-American male employee assisting a South Asian female customer. Additional activities like an Hispanic man cleaning his car's windshield and an East Asian woman discussing with the petrol station manager can add to the busy ambiance.",a very busy gas station with people refueling,0.6001
62,"An Asian man, well built and in his mid-30s, is confidently riding a royal blue mo-bike along an unoccupied city street. The weather is clear and not too hot - a perfect day to explore the city. The mo-bike's shiny finish reflects some of the surrounding cityscapes including tall buildings, trees, and the open sky. The man is wearing a bright red helmet for safety, a black leather jacket, and blue jeans. His shoes, black and with tough soles, are ideal for bike riding.",a man riding a blue motorcycle,0.6437
63,"A Caucasian woman with short curly red hair, dressed in a leather jacket and jeans, is confidently riding a sleek, black motorbike on a city street. The city boasts an urban landscape with towering skyscrapers against a brilliant blue sky. No helmet is visible on her head, and the motorbike kicks up a spray of gravel as it speeds along the paved road.",a woman riding a black motorcycle,0.7034
64,"A vivid scene featuring three bicycles with motor assistance, often referred to as Mo-bikes, dynamically riding on a paved road. The bikes are being ridden in a single file, maintaining a safe distance from each other. We can see each bike equipped with a digital meter display and an electric motor. The road is winding through a serene countryside environment, where the lush greenery on either side makes the journey more picturesque. A clear blue sky above adds to the bright and energetic atmosphere of the day.",three motorcycles riding on a road,0.3487
