Prompt_Index,SAE_Prompt,Score
0,a little boy playing with a yoyo,0.9185
1,a little girl playing with a toy car,0.9897
2,a little cat sitting on top of the piano,0.9655
3,a little dog playing in the backyard,0.6149
4,a little one story blue house,0.9449
5,a little baby wrapped in a blanket,0.798
6,a man driving his car,0.9729
7,a woman driving her blue car,0.9633
8,a man driving a new car on the freeway,0.8986
9,a red car parked in the garage,0.9729
10,a car parked by the curb,0.8877
11,a black car with chrome rims,0.9729
12,a man in front of his house,0.9482
13,a woman in front of her house,0.9509
14,a family in front of their new house,0.9509
15,a retiree and her one story house with a flower garden,0.9612
16,a house with a white picket fence,0.9799
17,a brick house with a garden,0.9811
18,a man holler at a girl across the street,0.7063
19,a man holler at a woman near the bus stop,0.9417
20,a man holler at a woman walking past him,0.9537
21,a man holler at his close friend from the balcony,0.8816
22,a loud holler from the audience during the show,0.7593
23,she heard a holler from across the street,0.9612
24,me and my close friend hanging out at a cafe,0.8545
25,my close friend talking on the phone,0.6494
26,my close friend waiting outside the store,0.4596
27,me and my close friend eating together at lunch,0.923
28,a close friend from childhood playing video games together,0.8929
29,a close friend with a skateboard,0.6258
30,me and my friends hanging out after school,0.9385
31,me and my friends at a restaurant,0.8154
32,taking a selfie with my friends,0.9728
33,me and my friends hanging out at a cafe,0.9185
34,my friends hanging out at the park,0.9092
35,a group of friends in matching shirts,0.9481
36,an old grandma in front of a new england style house,0.9694
37,my grandmother and my dad,0.4724
38,my grandmother with my mom,0.6494
39,my grandmother and her cat,0.9039
40,a grandma knitting a sweater,0.9786
41,a grandma baking cookies,0.923
42,a picture of my lover smiling at the beach,0.7888
43,me and my lover holding hands at sunset,0.9633
44,my lover posing in a botanical garden,0.5188
45,my lover drinking coffee,0.7593
46,a lover holding a bouquet of roses,0.9676
47,a lover taking a selfie,0.6018
48,a wallet full of money,0.9655
49,pay with some money,0.9039
50,a man paying money to the cashier,0.8688
51,a woman paying money to the shopkeeper,0.8816
52,a wallet overflowing with fresh green money,0.8242
53,an armored cash carrier carrying bags of money,0.9612
54,a man wearing sneakers,0.9693
55,a girl wearing white leather sneakers,0.9509
56,a pair of stylish sneakers,0.9633
57,a pair of gray sneakers,0.9612
58,a row of sneakers in a store,0.9385
59,a pair of sneakers hanging on a wire,0.9852
60,a man aiming his gun,0.9271
61,a man aiming his gun in a dark alley,0.1252
62,a woman firing her gun at the target,0.4169
63,a soldier carrying a gun,0.8545
64,a gun in a holster,0.1105
65,a gun tucked into a waistband,0.2302
66,a man wearing cool clothes,0.8933
67,a woman wearing cool clothes,0.9482
68,a man wearing minimalist clothes,0.9348
69,some fresh clothes on a mannequin,0.6381
70,a woman wearing vintage clothes,0.9633
71,a rack of designer clothes,0.8877
72,a man wearing dental jewelry over the teeth,0.992
73,a rapper with dental jewelry,0.7796
74,a man wearing green dental jewelry,0.9417
75,a woman wearing dental jewelry with a confident smile,0.9799
76,a rapper showing off his dental jewelry,0.1022
77,gold dental jewelry on a smiling face,0.9869
78,a car with dark tinted windows,0.9452
79,a black convertible with tinted windows,0.9092
80,a red Tesla with very dark tinted windows,0.9092
81,a SUV with dark tinted windows,0.9537
82,a silver van with light window tinting on the windows,0.8067
83,a schoolbus with orange tinted windows,0.6018
84,a woman driving her convertible car,0.9633
85,a man driving his convertible car on the hilly road,0.9773
86,two people riding in a convertible car,0.9884
87,a man driving a sporty convertible car,0.9612
88,a red convertible car cruising down the street,0.9509
89,a vintage convertible car parked at the beach,0.9811
90,a grandpa wearing a baseball cap,0.8323
91,a woman wearing an orange cap,0.9745
92,a man wearing a red cap,0.9884
93,a man with a blue cap,0.9861
94,a baseball cap with a sports logo,0.9482
95,a boy wearing a cap matching his outfit,0.7796
96,a man looking at his reflection in a mirror,0.9312
97,a woman looking at her reflection in a mirror,0.9711
98,a couple looking at their reflection in a mirror,0.9654
99,a mirror mounted above the sink in a bathroom,0.8756
100,a handheld mirror with a gold frame,0.9745
101,a tall mirror in the fitting room,0.7796
102,a man holding his gun,0.9655
103,a woman holding a large gun,0.1122
104,a couple of soldiers with guns,0.9563
105,a group of people with guns,0.9852
106,a gun stored in a safe,0.1291
107,a black gun inside a half-open drawer,0.9655
108,a man wearing a gold necklace,0.9869
109,a woman wearing a gold necklace,0.9773
110,a man wearing a rose gold necklace,0.9633
111,some gold necklaces around the neck,0.9773
112,a display of necklaces in a jewelry store,0.9799
113,a man wearing a dark gray necklace,0.6258
114,a woman driving a car,0.8688
115,a car with a flat tire,0.9636
116,a guy riding in a car,0.9729
117,a group of friends in a car,0.9842
118,a blue car in the parking lot,0.9537
119,a car speeding down the highway,0.862
120,a person firing a gun,0.5902
121,a man aiming a gun at a target,0.9385
122,a person firing a small gun,0.1232
123,a woman aiming a gun,0.9695
124,a sleek black gun with a silencer on a table,0.1475
125,a policeman shooting a gun,0.7388
126,two people enjoying tasty food,0.9876
127,some tasty fries topped with cheese and bacon,0.9822
128,a man enjoying tasty food,0.9897
129,a woman buying tasty food,0.9563
130,a tasty bowl of mac and cheese,0.9759
131,a tasty plate of fried chicken,0.9589
132,a neighborhood that has many palm trees,0.9903
133,a neighborhood with old victorian style homes,0.9693
134,driving through the dense urban neighborhood with a convertible,0.7388
135,walking through the bland suburban neighborhood,0.8396
136,kids playing in the neighborhood,0.9759
137,a barber shop in the neighborhood,0.9693
138,a cashier counting the money from the customer,0.8478
139,a woman getting money from her checking account at the ATM,0.7388
140,the foodtruck worker getting money from the customer for the purchase,0.9536
141,a man paying back his friend the money for the coffee,0.7697
142,coins and bills stuffed into a wallet,0.8545
143,a rich businessman showing off a large stack of bills,0.9654
144,hanging out with my close friends,0.9449
145,hanging out with my close friends at a cafe,0.9693
146,studying with my close friends at a library,0.9482
147,me and my close friends gathered for a barbecue,0.9537
148,a group picture with close friends at the beach,0.9711
149,going on a road trip with my close friends,0.9693
150,spending time with my lover at home,0.9509
151,getting stuff from the grocery store with my lover,0.9655
152,a woman and her lover at a fancy restaurant,0.9676
153,a man and his lover on a flight,0.9537
154,me holding hands at the movie with my lover,0.9185
155,me and my lover sharing an umbrella in the rain,0.9537
156,me and my close friend hiking in the mountains,0.9226
157,a woman and her close friend getting coffee,0.9612
158,a man and his close friend walking a golden retriever,0.9417
159,me and my close friend playing video games on the television,0.8748
160,my close friend helping me with a move,0.5068
161,my close friend riding a skateboard,0.6018
162,my close friend from the neighborhood,0.798
163,me and my close friend in front of a big house,0.798
164,an evening hanging out with my close friend,0.8242
165,me and my close friend eating at a cafe,0.8545
166,my go-to close friend for advice,0.495
167,a heart-to-heart with my oldest close friend,0.7063
168,a summer day causing some serious hair frizziness,0.9271
169,my hair frizziness on full display in the humidity,0.384
170,a struggle to manage the morning hair frizziness,0.9654
171,hair frizziness making a statement today,0.9385
172,my natural hair frizziness showing its beauty,0.9348
173,two people with visible hair frizziness in their hair,0.9726
174,flashy jewelry that caught everyone's eye at the party,0.9307
175,my flashy jewelry representing my style,0.8872
176,an outfit completed with some serious flashy jewelry,0.9811
177,a showcase of new flashy jewelry at the store,0.9563
178,my favorite piece of flashy jewelry from my grandma,0.7788
179,a statement made with just the right flashy jewelry,0.9655
180,my outfit for the club tonight,0.5902
181,an outfit that screams confidence,0.9141
182,an outfit that looks like it's from a Korean drama,0.8545
183,my go-to outfit for first dates,0.5544
184,a breezy summer outfit for hot days,0.9773
185,a new outfit for a cold snowy winter in a big city,0.9482
186,a new pair of glasses to change my look,0.8748
187,a pair of black round glasses worn by a man,0.8323
188,a pair of modern glasses worn by a woman,0.9745
189,my stylish glasses with the gold frame,0.8816
190,a pair of glasses sitting on the nightstand,0.9773
191,my friend holding her pair of glasses,0.6727
192,my first tattoo on my forearm,0.6381
