Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry driving down the street,a red semitruck driving down the street,0.9547
1,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0.8963
2,a lorry parked by the curb,a semitruck parked by the curb,0.8761
3,a lorry parked at a rest stop,a semitruck parked at a stop sign,0.1929
4,a lorry hauling timber,a semitruck hauling timber,0.9856
5,a lorry with a flat tyre,a semitruck with a flat tire,0.598
6,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0.9427
7,a man wearing a purple jumper,a man wearing a purple sweater,0.9887
8,a woman knitting a brown jumper,a woman knitting a brown sweater,0.9725
9,a jumper with reindeer patterns,a sweater with reindeer patterns,0.7268
10,a jumper on a hanger,a sweater on a hanger,0.9661
11,a jumper folded neatly,a sweater folded neatly,0.4261
12,a girl knocking on the loo door,a girl knocking on the bathroom door,0.6867
13,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0.9613
14,a line of people waiting outside the loo,a line of people waiting outside the bathroom,0.7808
15,a loo with a leaky tap,a bathroom with a leaky faucet,0.6418
16,a tidy loo with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.9433
17,a loo with a shower curtain,a bathroom with a shower curtain,0.9582
18,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0.7205
19,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast,0.9203
20,a man cutting a banger in half,a man cutting a sausage in half,0.3449
21,bangers on a grill,sausages on a grill,0.9268
22,bangers and mash on a plate,sausages and mashed potatoes on a plate,0.978
23,my bangers sizzling in a pan,my sausages sizzling in a pan,0.8441
24,a woman throwing away the rubbish,a woman throwing away the trash,0.9268
25,a bin overflowing with rubbish,a bin overflowing with trash,0.9315
26,a raccoon going through rubbish,a raccoon going through trash,0.9479
27,a rubbish bin near a park bench,a trash can near a park bench,0.7561
28,a rubbish heap in an alley,a trash pile in an alley,0.9617
29,a rubbish skip in a construction site,a trash dumpster in a construction site,0.9026
30,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0.9731
31,a college student's flat,a college student's apartment,0.9353
32,a cozy flat in the city,a cozy apartment in the city,0.9194
33,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.9705
34,a flat with a rooftop garden,an apartment with a rooftop garden,0.9374
35,my flat with an open-plan kitchen,my apartment with an open-plan kitchen,0.7356
36,a man loading luggage into the car boot,a man loading luggage into the car trunk,0.8696
37,a spare tire in the car boot,a spare tire in the car trunk,0.6787
38,a woman putting groceries in the car boot,a woman putting groceries in the car trunk,0.9324
39,a car boot filled with groceries,a car trunk filled with groceries,0.9873
40,a car boot packed for a road trip,a car trunk packed for a road trip,0.9556
41,my car boot after a shopping spree,my car trunk after a shopping spree,0.9308
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.6041
43,a queue for the rollercoaster,a line for the rollercoaster,0.867
44,a queue of cars at a drive-through,a line of cars at a drive-through,0.3914
45,a queue at the ticket counter,a line at the ticket counter,0.9125
46,a queue for the morning bus,a line for the morning bus,0.7962
