Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.5902
1,a math on a hill,a monastery on a hill,0.1939
2,a small math,a small monastery,0.1711
3,a painting of a math,a painting of a monastery,0.8756
4,a crowded math,a crowded monastery,0.1939
5,a math in a dark forest,a monastery in a dark forest,0.6954
6,simkin on a wooden table,champagne on a wooden table,0.0691
7,simkin in a cabinet,champagne in a cabinet,0.1711
8,simkin on a table outside,champagne on a table outside,0.0359
9,a painting of some simkin,a painting of some champagne,0.0582
10,simkin on the beach,champagne on the beach,0.1407
11,simkin on top of a piano,champagne on top of a piano,0.0759
12,an old dai,an old midwife,0.2302
13,a dai with a woman,a midwife with a woman,0.1038
14,a painting of a dai,a painting of a midwife,0.0573
15,a young dai,a young midwife,0.151
16,a dai sitting down,a midwife sitting down,0.0783
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.291
18,a medico at a table,a medical practitioner at a table,0.9884
19,an old medico,an old medical practitioner,0.9851
20,a medico at a park,a medical practitioner at a park,0.9759
21,a medico with a woman,a medical practitioner with a woman,0.9833
22,a medico with a notepad,a medical practitioner with a notepad,0.9843
23,a painting of a medico,a painting of a medical practitioner,0.9449
24,a window covered with chick,a window covered with bamboo blinds,0.7593
25,a doorway with chick,a doorway with bamboo blinds,0.2609
26,hand-crafted chick,hand-crafted bamboo blinds,0.3272
27,sun-faded chick,sun-faded bamboo blinds,0.1879
28,chick with decorative trim,bamboo blinds with decorative trim,0.291
29,tattered chick,tattered bamboo blinds,0.495
30,a dark ghat,a dark mountain pass,0.3947
31,a ghat covered in snow,a mountain pass covered in snow,0.661
32,a crowded ghat,a crowded mountain pass,0.365
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.7796
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.5902
35,an abandoned ghat,an abandoned mountain pass,0.798
36,an old kirana,an old convenience store,0.114
37,a modern kirana,a modern convenience store,0.1429
38,a busy kirana,a busy convenience store,0.5416
39,a kirana on fire,a convenience store on fire,0.086
40,an empty kirana,an empty convenience store,0.291
41,a painting of a kirana,a painting of a convenience store,0.0639
42,an old mandapa,an old temple,0.9563
43,a mandapa on a hill,a temple on a hill,0.9745
44,a painting of a mandapa,a painting of a temple,0.9822
45,a mandapa in a dark forest,a temple in a dark forest,0.9537
46,a mandapa in a city,a temple in a city,0.8688
47,a abandoned mandapa,an abandoned temple,0.9348
48,a nai in red,a barber in red,0.2588
49,an old nai,an old barber,0.1658
50,a small nai shop,a small barber shop,0.4056
51,a busy nai shop,a busy barber shop,0.3751
52,a nai by the chair,a barber by the chair,0.1038
53,a nai working,a barber working,0.062
54,a thana in a city,a police station in a city,0.1452
55,a busy thana,a busy police station,0.0771
56,a thana in a small town,a police station in a small town,0.3538
57,a person entering a thana,a person walking into a police station,0.0975
58,a painting of a thana,a painting of a police station,0.0874
59,a photograph of a modern thana,a photograph of a modern police station,0.0293
60,an abba in front of a house,a father in front of a house,0.6727
61,a girl standing with her abba,a girl standing with her father,0.9141
62,a crying abba,a crying father,0.798
63,an abba on a bed,a father on a bed,0.8621
64,an old abba with a dog,an old father with a dog,0.9449
65,an old abba in the kitchen,an old father in the kitchen,0.9348
66,a beautiful pial,a beautiful veranda,0.1985
67,an expensive looking pial,an expensive looking veranda,0.4267
68,a modern looking pial,a modern looking veranda,0.661
69,a green pial,a green veranda,0.3751
70,a dimly lit pial,a dimly lit veranda,0.6381
