Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.5906
1,a math on a hill,a monastery on a hill,0.2165
2,a small math,a small monastery,0.1322
3,a painting of a math,a painting of a monastery,0.0737
4,a crowded math,a crowded monastery,0.2013
5,a math in a dark forest,a monastery in a dark forest,0.3226
6,simkin on a wooden table,champagne on a wooden table,0.0483
7,simkin in a cabinet,champagne in a cabinet,0.0993
8,simkin on a table outside,champagne on a table outside,0.0729
9,a painting of some simkin,a painting of some champagne,0.0696
10,simkin on the beach,champagne on the beach,0.1468
11,simkin on top of a piano,champagne on top of a piano,0.0842
12,an old dai,an old midwife,0.246
13,a dai with a woman,a midwife with a woman,0.2706
14,a painting of a dai,a painting of a midwife,0.15
15,a young dai,a young midwife,0.1971
16,a dai sitting down,a midwife sitting down,0.2884
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.0983
18,a medico at a table,a medical practitioner at a table,0.9189
19,an old medico,an old medical practitioner,0.8191
20,a medico at a park,a medical practitioner at a park,0.7218
21,a medico with a woman,a medical practitioner with a woman,0.9061
22,a medico with a notepad,a medical practitioner with a notepad,0.8541
23,a painting of a medico,a painting of a medical practitioner,0.9417
24,a window covered with chick,a window covered with bamboo blinds,0.5409
25,a doorway with chick,a doorway with bamboo blinds,0.3166
26,hand-crafted chick,hand-crafted bamboo blinds,0.0864
27,sun-faded chick,sun-faded bamboo blinds,0.1013
28,chick with decorative trim,bamboo blinds with decorative trim,0.1573
29,tattered chick,tattered bamboo blinds,0.181
30,a dark ghat,a dark mountain pass,0.2884
31,a ghat covered in snow,a mountain pass covered in snow,0.3375
32,a crowded ghat,a crowded mountain pass,0.3357
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.5949
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.2672
35,an abandoned ghat,an abandoned mountain pass,0.2534
36,an old kirana,an old convenience store,0.1053
37,a modern kirana,a modern convenience store,0.0635
38,a busy kirana,a busy convenience store,0.392
39,a kirana on fire,a convenience store on fire,0.1162
40,an empty kirana,an empty convenience store,0.1902
41,a painting of a kirana,a painting of a convenience store,0.0458
42,an old mandapa,an old temple,0.9139
43,a mandapa on a hill,a temple on a hill,0.8858
44,a painting of a mandapa,a painting of a temple,0.5234
45,a mandapa in a dark forest,a temple in a dark forest,0.6991
46,a mandapa in a city,a temple in a city,0.6205
47,a abandoned mandapa,an abandoned temple,0.9402
48,a nai in red,a barber in red,0.2217
49,an old nai,an old barber,0.1224
50,a small nai shop,a small barber shop,0.3557
51,a busy nai shop,a busy barber shop,0.1078
52,a nai by the chair,a barber by the chair,0.2547
53,a nai working,a barber working,0.1494
54,a thana in a city,a police station in a city,0.1641
55,a busy thana,a busy police station,0.0759
56,a thana in a small town,a police station in a small town,0.1484
57,a person entering a thana,a person walking into a police station,0.2927
58,a painting of a thana,a painting of a police station,0.0585
59,a photograph of a modern thana,a photograph of a modern police station,0.1071
60,an abba in front of a house,a father in front of a house,0.2311
61,a girl standing with her abba,a girl standing with her father,0.306
62,a crying abba,a crying father,0.1644
63,an abba on a bed,a father on a bed,0.1294
64,an old abba with a dog,an old father with a dog,0.8139
65,an old abba in the kitchen,an old father in the kitchen,0.5906
66,a beautiful pial,a beautiful veranda,0.1511
67,an expensive looking pial,an expensive looking veranda,0.0768
