Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
lorry,semitruck,a red truck driving down the street,a red semi-truck driving down the street,0,1,0,,a red lorry driving down the street,a red semitruck driving down the street
lorry,semitruck,a delivery truck loaded with packages,a delivery semi-truck loaded with packages,0,1,0,,a delivery lorry loaded with packages,a delivery semitruck loaded with packages
lorry,semitruck,a truck parked by the curb,a semitruck parked by the curb,0,1,0,,a lorry parked by the curb,a semitruck parked by the curb
lorry,semitruck,a truck parked at a rest stop,a semitruck parked at a stop sign,0,2,0,,a lorry parked at a rest stop,a semitruck parked at a stop sign
lorry,semitruck,a truck hauling lumber,a semi-truck hauling timber,0,1,0,,a lorry hauling timber,a semitruck hauling timber
lorry,semitruck,a truck with a flat tire,a semitruck with a flat tire,0,2,0,,a lorry with a flat tyre,a semitruck with a flat tire
jumper,sweater,a cozy sweater hanging in a closet,a cozy sweater hanging in a closet,0,1,0,,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet
jumper,sweater,a man wearing a purple sweater,a man wearing a purple sweater,1,1,0,,a man wearing a purple jumper,a man wearing a purple sweater
jumper,sweater,a woman knitting a brown sweater,a woman knitting a brown sweater,1,1,0,,a woman knitting a brown jumper,a woman knitting a brown sweater
jumper,sweater,a sweater with reindeer patterns,a sweater with reindeer patterns,0,1,0,,a jumper with reindeer patterns,a sweater with reindeer patterns
jumper,sweater,a coat on a hanger,a sweater on a hanger,0,1,0,,a jumper on a hanger,a sweater on a hanger
jumper,sweater,a sweater folded neatly,a sweater folded neatly,0,1,0,,a jumper folded neatly,a sweater folded neatly
loo,bathroom,a girl knocking on the bathroom door,a girl knocking on the bathroom door,1,1,0,,a girl knocking on the loo door,a girl knocking on the bathroom door
loo,bathroom,a set of fresh towels in the bathroom,a set of fresh towels in the bathroom,0,1,0,,a set of fresh towels in the loo,a set of fresh towels in the bathroom
