Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.9565
1,a lil dog,a little dog,0.9773
2,a lil cat,a little cat,0.9729
3,a painting of a lil boy,a painting of a little boy,0.9452
4,a lil horse,a little horse,0.9141
5,a lil girl,a little girl,0.9861
6,a parked whip,a parked car,0.8986
7,a second-hand whip,a second-hand car,0.1939
8,a gas whip,a gas car,0.1821
9,a rental whip,a rental car,0.9633
10,an electric whip,an electric car,0.365
11,a leased whip,a leased car,0.0736
12,a suburban crib,a suburban house,0.9482
13,a crib downtown,a house downtown,0.6954
14,a lakeside crib,a lakeside house,0.9563
15,an old crib,an old house,0.9092
16,a waterfront crib,a waterfront house,0.9799
17,a brick crib,a brick house,0.9482
18,a man holla at a girl,a man holler at a girl,0.9312
19,a man holla at a woman,a man holler at a woman,0.4267
20,a guy holla at a woman,a guy holler at a woman,0.335
21,a guy holla at his homie,a guy holler at his close friend,0.749
22,a holla from the audience,a holler from the audience,0.5653
23,a loud holla,a loud holler,0.8545
24,my homie,my close friend,0.4169
25,my handsome homie,my handsome close friend,0.8396
26,an old homie,an old close friend,0.7175
27,me and my homie,me and my close friend,0.8154
28,a homie from childhood,a close friend from childhood,0.3751
29,painting of me and my homie,painting of me and my close friend,0.7175
30,me and my crew,me and my friends,0.9385
31,me and my large crew,me and my large friends,0.798
32,painting of me and my crew,painting of me and my friends,0.6381
33,me and my small crew,me and my small friends,0.8748
34,my crew wearing red,my friends wearing red,0.9141
35,my crew at my house,my friends at my house,0.8621
36,an old nana,an old grandma,0.9711
37,my beautiful nana,my beautiful grandma,0.9348
38,a group of nanas,a group of grandmas,0.1252
39,my nana in purple,my grandma in purple,0.9563
40,my nana in her house,my grandma in her house,0.7887
41,an angry nana,an angry grandma,0.9676
42,a picture of my bae,a picture of my lover,0.4386
43,my sleeping bae,my sleeping lover,0.7697
44,my beautiful bae,my beautiful lover,0.8621
45,my bae at my house,my lover at my house,0.8242
46,my bae wearing purple,my lover wearing purple,0.8396
47,my handsome bae,my handsome lover,0.9039
48,work for dough,work for money,0.6727
49,a kid deposit some dough,a kid deposit some money,0.9449
50,a man paying with dough,a man paying with money,0.9141
51,a woman paying with dough,a woman paying with money,0.9348
52,a wallet overflowing with dough,a wallet overflowing with money,0.6954
53,bags of dough,bags of money,0.1071
54,dirty kicks,dirty sneakers,0.9915
55,retro kicks,retro sneakers,0.9449
56,brown kicks,brown sneakers,0.951
57,broken kicks,broken sneakers,0.9884
58,brand new kicks,brand new sneakers,0.8242
59,a painting of blue kicks,a painting of blue sneakers,0.9852
60,a hand-held piece,a hand-held gun,0.0945
61,a man aiming his piece,a man aiming his gun,0.1291
62,a rusty piece,a rusty gun,0.2302
63,a painting of a silver piece,a painting of a silver gun,0.1711
64,a broken piece,a broken gun,0.2843
65,a long-range piece,a long-range gun,0.096
66,designer threads,designer clothes,0.4724
67,stylish threads,stylish clothes,0.7593
68,vintage threads,vintage clothes,0.5544
69,a rack of purple threads,a rack of purple clothes,0.6258
70,a rack of beautiful threads,a rack of beautiful clothes,0.384
