Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,0.6613
1,a painting of a lil boy,a painting of a little boy,0.8208
2,a lil girl,a little girl,0.0273
3,a man holla at a girl,a man holler at a girl,0.3852
4,a man holla at a woman,a man holler at a woman,0.2723
5,a guy holla at a woman,a guy holler at a woman,0.3696
6,a guy holla at his homie,a guy holler at his close friend,0.2202
7,a holla from the audience,a holler from the audience,0.8691
8,my homie,my close friend,0.2504
9,my handsome homie,my handsome close friend,0.3703
10,an old homie,an old close friend,0.5005
11,me and my homie,me and my close friend,0.4704
12,a homie from childhood,a close friend from childhood,0.33
13,painting of me and my homie,painting of me and my close friend,0.2489
14,me and my crew,me and my friends,0.7262
15,me and my large crew,me and my large friends,0.7984
16,painting of me and my crew,painting of me and my friends,0.3061
17,me and my small crew,me and my small friends,0.6878
18,my crew wearing red,my friends wearing red,0.3553
19,my crew at my house,my friends at my house,0.5716
20,an old nana,an old grandma,0.8911
21,my beautiful nana,my beautiful grandma,0.5289
22,a group of nanas,a group of grandmas,0.7474
23,my nana in purple,my grandma in purple,0.6535
24,my nana in her house,my grandma in her house,0.7869
25,an angry nana,an angry grandma,0.2382
26,a picture of my bae,a picture of my lover,0.6636
27,my sleeping bae,my sleeping lover,0.2012
28,my beautiful bae,my beautiful lover,0.7736
29,my bae at my house,my lover at my house,0.4574
30,my bae wearing purple,my lover wearing purple,0.207
31,my handsome bae,my handsome lover,0.1985
32,a kid deposit some dough,a kid deposit some money,0.7808
33,a man paying with dough,a man paying with money,0.3963
34,a woman paying with dough,a woman paying with money,0.6367
35,a man aiming his piece,a man aiming his gun,0.0863
36,a man wearing grills,a man wearing dental jewelry,0.0197
37,a woman wearing grills,a woman wearing dental jewelry,0.7252
38,tipping my lid,tipping my hat,0.2834
39,wearing a lid,wearing a hat,0.902
40,loading the hammer,loading the gun,0.6958
41,aiming the hammer,aiming the gun,0.3691
42,a busy hood,a busy neighborhood,0.6326
43,a man flashing paper,a man flashing bills,0.4644
44,a man with his fam,a man with his close friends,0.5559
45,a group picture with the fam,a group picture with the close friends,0.8389
46,a painting of my fam,a painting of my close friends,0.7046
47,my fam in the house,my close friends in the house,0.709
48,me with my fam,me with my close friends,0.4736
49,hanging with my fam,hanging with my close friends,0.4276
50,a picture of my boo,a picture of my lover,0.8905
51,my sleeping boo,my sleeping lover,0.9512
52,my beautiful boo,my beautiful lover,0.5458
53,my boo at my house,my lover at my house,0.4705
54,my boo wearing pink,my lover wearing pink,0.8384
55,my handsome boo,my handsome lover,0.5845
56,my homeboy,my close friend,0.2259
57,my handsome homeboy,my handsome close friend,0.4552
58,an old homeboy,an old close friend,0.9302
59,me and my homeboy,me and my close friend,0.3161
60,a homeboy from childhood,a close friend from childhood,0.1505
61,painting of me and my homeboy,painting of me and my close friend,0.1149
62,a man feeling mellow,a man high on marijuana,0.2827
63,a woman feeling mellow,a woman high on marijuana,0.4876
64,a painting of a person feeling mellow,a painting of a person high on marijuana,0.2457
65,a group of people feeling mellow,a group of people high on marijuana,0.6445
66,college students feeling mellow,college students high on marijuana,0.5066
67,a person feeling mellow,a person high on marijuana,0.7508
68,my morning nappiness,my morning hair frizziness,0.709
69,a painting of my nappiness,a painting of my hair frizziness,0.8862
70,fixing my nappiness,fixing my hair frizziness,0.367
71,a woman with nappiness,a woman with hair frizziness,0.1704
72,my natural nappiness,my natural hair frizziness,0.4055
73,two people with nappiness,two people with hair frizziness,0.2312
74,a painting of my dreads,a painting of my dreadlocks,0.0729
75,my dirty dreads,my dirty dreadlocks,0.1103
76,my long dreads,my long dreadlocks,0.2712
77,two people with dreads,two people with dreadlocks,0.4571
78,cutting my dreads,cutting my dreadlocks,0.0014
79,dyed dreads,dyed dreadlocks,0.4944
