Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,0.8432
1,a painting of a little boy,0.6376
2,a little girl,0.7017
3,a man holler at a girl,0.0781
4,a man holler at a woman,0.0604
5,a guy holler at a woman,0.2291
6,a guy holler at his close friend,0.1746
7,a holler from the audience,0.5534
8,my close friend,0.519
9,my handsome close friend,0.1989
10,an old close friend,0.6495
11,me and my close friend,0.2987
12,a close friend from childhood,0.2709
13,painting of me and my close friend,0.2315
14,me and my friends,0.3488
15,me and my large friends,0.6301
16,painting of me and my friends,0.4543
17,me and my small friends,0.5925
18,my friends wearing red,0.4723
19,my friends at my house,0.3422
20,an old grandma,0.6281
21,my beautiful grandma,0.7185
22,a group of grandmas,0.479
23,my grandma in purple,0.725
24,my grandma in her house,0.8925
25,an angry grandma,0.6581
26,a picture of my lover,0.2939
27,my sleeping lover,0.0393
28,my beautiful lover,0.0073
29,my lover at my house,0.4741
30,my lover wearing purple,0.4075
31,my handsome lover,0.0672
32,a kid deposit some money,0.5126
33,a man paying with money,0.6619
34,a woman paying with money,0.4805
35,a man aiming his gun,0.0241
36,a man wearing dental jewelry,0.6768
37,a woman wearing dental jewelry,0.0996
38,tipping my hat,0.2467
39,wearing a hat,0.1639
40,loading the gun,0.0486
41,aiming the gun,0.0773
42,a busy neighborhood,0.326
43,a man flashing bills,0.2164
44,a man with his close friends,0.2877
45,a group picture with the close friends,0.4393
46,a painting of my close friends,0.7917
47,my close friends in the house,0.5411
48,me with my close friends,0.2624
49,hanging with my close friends,0.646
50,a picture of my lover,0.2939
51,my sleeping lover,0.0393
52,my beautiful lover,0.0073
53,my lover at my house,0.4741
54,my lover wearing pink,0.1034
55,my handsome lover,0.0672
56,my close friend,0.519
57,my handsome close friend,0.1989
58,an old close friend,0.6495
59,me and my close friend,0.2987
60,a close friend from childhood,0.2709
61,painting of me and my close friend,0.2315
62,a man high on marijuana,0.9015
63,a woman high on marijuana,0.4776
64,a painting of a person high on marijuana,0.9438
65,a group of people high on marijuana,0.5034
66,college students high on marijuana,0.4903
67,a person high on marijuana,0.4596
68,my morning hair frizziness,0.324
69,a painting of my hair frizziness,0.7535
70,fixing my hair frizziness,0.2506
71,a woman with hair frizziness,0.352
72,my natural hair frizziness,0.1463
73,two people with hair frizziness,0.0875
74,a painting of my dreadlocks,0.2135
75,my dirty dreadlocks,0.5266
76,my long dreadlocks,0.0625
77,two people with dreadlocks,0.3366
78,cutting my dreadlocks,0.0497
79,dyed dreadlocks,0.4751
