Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.8836
1,a lil dog,a little dog,0.9402
2,a lil cat,a little cat,0.9066
3,a painting of a lil boy,a painting of a little boy,0.9823
4,a lil horse,a little horse,0.4628
5,a lil girl,a little girl,0.9818
6,a parked whip,a parked car,0.9473
7,a second-hand whip,a second-hand car,0.1647
8,a gas whip,a gas car,0.4638
9,a rental whip,a rental car,0.4425
10,an electric whip,an electric car,0.3496
11,a leased whip,a leased car,0.1357
12,a suburban crib,a suburban house,0.9539
13,a crib downtown,a house downtown,0.6436
14,a lakeside crib,a lakeside house,0.7905
15,an old crib,an old house,0.9322
16,a waterfront crib,a waterfront house,0.97
17,a brick crib,a brick house,0.8212
18,a man holla at a girl,a man holler at a girl,0.4158
19,a man holla at a woman,a man holler at a woman,0.2868
20,a guy holla at a woman,a guy holler at a woman,0.3983
21,a guy holla at his homie,a guy holler at his close friend,0.324
22,a holla from the audience,a holler from the audience,0.6856
23,a loud holla,a loud holler,0.6721
24,my homie,my close friend,0.451
25,my handsome homie,my handsome close friend,0.7774
26,an old homie,an old close friend,0.7471
27,me and my homie,me and my close friend,0.885
28,a homie from childhood,a close friend from childhood,0.6081
29,painting of me and my homie,painting of me and my close friend,0.6979
30,me and my crew,me and my friends,0.8654
31,me and my large crew,me and my large friends,0.7508
32,painting of me and my crew,painting of me and my friends,0.8325
33,me and my small crew,me and my small friends,0.3801
34,my crew wearing red,my friends wearing red,0.9231
35,my crew at my house,my friends at my house,0.8805
36,an old nana,an old grandma,0.9809
37,my beautiful nana,my beautiful grandma,0.8955
38,a group of nanas,a group of grandmas,0.6908
39,my nana in purple,my grandma in purple,0.8759
40,my nana in her house,my grandma in her house,0.7817
41,an angry nana,an angry grandma,0.9199
42,a picture of my bae,a picture of my lover,0.259
43,my sleeping bae,my sleeping lover,0.6786
44,my beautiful bae,my beautiful lover,0.3715
45,my bae at my house,my lover at my house,0.3896
46,my bae wearing purple,my lover wearing purple,0.7196
47,my handsome bae,my handsome lover,0.7679
48,work for dough,work for money,0.7484
49,a kid deposit some dough,a kid deposit some money,0.3747
50,a man paying with dough,a man paying with money,0.2835
51,a woman paying with dough,a woman paying with money,0.2551
52,a wallet overflowing with dough,a wallet overflowing with money,0.2393
53,bags of dough,bags of money,0.1504
54,dirty kicks,dirty sneakers,0.9603
55,retro kicks,retro sneakers,0.9411
56,brown kicks,brown sneakers,0.9703
57,broken kicks,broken sneakers,0.6762
58,brand new kicks,brand new sneakers,0.8726
59,a painting of blue kicks,a painting of blue sneakers,0.9758
60,a hand-held piece,a hand-held gun,0.169
61,a man aiming his piece,a man aiming his gun,0.6834
62,a rusty piece,a rusty gun,0.3284
