Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
teh tarik,milk tea,a painting of Tarik,a painting of milk tea,0,1,0,,a painting of teh tarik,a painting of milk tea
teh tarik,milk tea,a picture of the target,a photo of milk tea,0,1,0,,a photo of teh tarik,a photo of milk tea
teh tarik,milk tea,selling the turmeric,Selling milk tea,0,1,0,,selling teh tarik,selling milk tea
teh tarik,milk tea,a large sweet tea,a large milk tea,1,1,0,,a large teh tarik,a large milk tea
teh tarik,milk tea,a small pulled tea,a small milk tea,1,1,0,,a small teh tarik,a small milk tea
teh tarik,milk tea,The tea tarik on a table,milk tea on a counter,0,1,0,,teh tarik on a table,milk tea on a counter
kopi,coffee,coffee on a table,coffee on a table,1,1,0,,kopi on a table,coffee on a table
kopi,coffee,coffee on a counter,coffee on a counter,1,1,0,,kopi on a counter,coffee on a counter
kopi,coffee,a painting of coffee,a painting of coffee,0,1,0,,a painting of kopi,a painting of coffee
kopi,coffee,Two people getting coffee,two people getting coffee,1,1,0,,two people getting kopi,two people getting coffee
kopi,coffee,a man buying coffee,a man buying coffee,1,1,0,,a man buying kopi,a man buying coffee
kopi,coffee,a woman with coffee,a woman with coffee,1,1,0,,a woman with kopi,a woman with coffee
ang pow,red packet,a painting of a red envelope,a painting of a red envelope,1,1,0,,a painting of an ang pow,a painting of a red packet
ang pow,red packet,Two red envelopes on a table,two red packets on a table,0,1,0,,two ang pows on a table,two red packets on a table
ang pow,red packet,a red envelope on a counter,a red packet on a counter,0,1,0,,an ang pow on a counter,a red packet on a counter
ang pow,red packet,a person holding a red envelope,a person holding a red packet,1,1,0,,a person holding an ang pow,a person holding a red packet
ang pow,red packet,a red envelope on the ground,a red packet on the ground,0,1,0,,an ang pow on the ground,a red packet on the ground
ang pow,red packet,a child holding a red envelope,a child holding a red envelope,0,1,0,,a child holding an ang pow,a child holding a red packet
sotong,squid,a painting of squid,a painting of squid,0,1,0,,a painting of sotong,a painting of squid
sotong,squid,octopus on a table,squid on a table,0,1,0,,sotong on a table,squid on a table
sotong,squid,A squid in a market,a squid in a market,0,1,0,,a sotong in a market,a squid in a market
sotong,squid,a cuttlefish in an aquarium,a squid in an aquarium,0,1,0,,a sotong in an aquarium,a squid in an aquarium
sotong,squid,A squid on a counter,a squid on a counter,0,1,0,,a sotong on a counter,a squid on a counter
sotong,squid,octopus in a box,squid in a box,0,1,0,,sotong in a box,squid in a box
tapao,takeout,A person ordering takeout.,a person getting takeout,0,1,0,,a person getting tapao,a person getting takeout
tapao,takeout,tap on a table,takeout on a table,0,1,0,,tapao on a table,takeout on a table
tapao,takeout,Take out from the food truck,takeout from the food truck,0,1,0,,tapao from the food truck,takeout from the food truck
tapao,takeout,Let's get some takeout food.,Let's get some takeout food.,1,1,0,,let's get some food tapao,let's get some food takeout
tapao,takeout,Chinese food takeout,Chinese food takeout,0,1,0,,chinese food tapao,chinese food takeout
tapao,takeout,a couple getting takeout,a couple getting takeout food,1,1,0,,a couple getting food tapao,a couple getting food takeout
kiasu,a grasping and selfish attitude,a risk-averse businessman,a greedy businessman with a selfish attitude,1,1,0,,a kiasu businessman,a businessman with a grasping and selfish attitude
kiasu,a grasping and selfish attitude,A risk-averse leader,a leader with a grasping and selfish attitude,1,1,0,,a kiasu leader,a leader with a grasping and selfish attitude
kiasu,a grasping and selfish attitude,A risk-averse student,a student with a greedy and selfish attitude,1,1,0,,a kiasu student,a student with a grasping and selfish attitude
kiasu,a grasping and selfish attitude,A risk-averse parent,a parent with a grasping and selfish attitude,1,1,0,,a kiasu parent,a parent with a grasping and selfish attitude
kiasu,a grasping and selfish attitude,A risk-averse businesswoman,a businesswoman with a grasping and selfish attitude,1,1,0,,a kiasu businesswoman,a businesswoman with a grasping and selfish attitude
kiasu,a grasping and selfish attitude,a risk-averse politician,a politician with a grasping and selfish attitude,1,1,0,,a kiasu politician,a politician with a grasping and selfish attitude
sian,bored,Asian cat,a bored cat,0,1,0,,a sian cat,a bored cat
sian,bored,Asian woman,a bored woman,1,1,0,,a sian woman,a bored woman
sian,bored,Asian worker,a bored worker,1,1,0,,a sian worker,a bored worker
sian,bored,a child was seen,a child who is bored,1,1,0,,a child sian,a child bored
sian,bored,Asian dog,a bored dog,0,1,0,,a sian dog,a bored dog
sian,bored,Asian man,a bored man,1,1,0,,a sian man,a bored man
lepak,relax,A pet dog,a relaxing dog,0,1,0,,a lepak dog,a relaxing dog
lepak,relax,people lounge on a beach,people relaxing on a beach,1,1,0,,people lepak on a beach,people relaxing on a beach
lepak,relax,People are hanging out on a bus.,people relaxing on a bus,1,1,0,,people lepak on a coach,people relaxing on a coach
lepak,relax,A few people play leapfrog in a park.,a couple relaxing in a park,1,1,0,,a couple lepak in a park,a couple relaxing in a park
lepak,relax,a cat jumps,a cat relaxing,0,1,0,,a cat lepak,a cat relaxing
lepak,relax,A hangout spot,a relaxing setting,0,1,0,,a lepak setting,a relaxing setting
can,yes,a person making a gesture,a person gesturing yes,1,1,1,a soda can on the table,a person gesturing can,a person gesturing yes
can,yes,A person answering can,A person answering yes,1,1,1,a metal can filled with beans,a person answering can,a person answering yes
can,yes,a worker making a gesture,a worker gesturing yes,1,1,1,a trash can in a kitchen,a worker gesturing can,a worker gesturing yes
can,yes,A student can gesture.,a student gesturing yes,1,1,1,a can opener next to cans,a student gesturing can,a student gesturing yes
can,yes,a woman gesturing with a can,a woman gesturing yes,1,1,1,a paint can on a shelf,a woman gesturing can,a woman gesturing yes
can,yes,a man making a gesture,a man gesturing yes,1,1,1,a stack of soup cans,a man gesturing can,a man gesturing yes
chope,save a table,a student chooses,a student saving a table,1,1,0,,a student chope,a student saving a table
chope,save a table,a man chose,a man reserving a table,1,1,0,,a man chope,a man saving a table
chope,save a table,a woman chooses,a woman saving a table,1,1,0,,a woman chope,a woman saving a table
chope,save a table,a store group,a group saving a table,1,1,0,,a group chope,a group saving a table
chope,save a table,order at a coffee shop,reserving a table at a cafe,1,1,0,,chope at a cafe,saving a table at a cafe
chope,save a table,Use a napkin,saving a table with a napkin,1,1,0,,chope with a napkin,saving a table with a napkin
shiok,very tasty,a shelf with interesting items,a counter with tasty items,0,1,0,,a counter with shiok things,a counter with tasty things
shiok,very tasty,a picture of something that is tasty,a picture of something that is very appetizing,1,1,0,,a painting of something that is shiok,a painting of something that is very tasty
shiok,very tasty,a table with delicious food,a table with very tasty food,0,1,0,,a table with shiok stuff,a table with very tasty stuff
shiok,very tasty,a picture of something that is delicious,a picture of something that is tasty,0,1,0,,a photo of something that is shiok,a photo of something that is tasty
shiok,very tasty,something good,something tasty,0,1,0,,something shiok,something tasty
shiok,very tasty,a person enjoying something that is delicious,a person enjoying something that is tasty,0,1,0,,a person enjoying something that is shiok,a person enjoying something that is tasty
atas,high class,A clothing store upstairs,a high-class clothing store,0,1,0,,an atas clothing store,a high class clothing store
atas,high class,A house party,a high-class party,1,1,0,,an atas party,a high class party
atas,high class,a high-end depiction,a portrait of something upscale,0,1,0,,a painting of something that is atas,a painting of something that is high class
atas,high class,an upscale restaurant,a high-class restaurant,0,1,0,,an atas restaurant,a high class restaurant
atas,high class,an elevated parking structure,a luxury car,1,1,0,,an atas car,a high class car
atas,high class,A luxurious mansion,a luxurious mansion,0,1,0,,an atas house,a high class house
ulu,secluded,Ulu Beach,a secluded beach,0,1,0,,an ulu beach,a secluded beach
ulu,secluded,a side street,a secluded street,0,1,0,,an ulu street,a secluded street
ulu,secluded,An Ulu Trail,a secluded trail,1,1,0,,an ulu trail,a secluded trail
ulu,secluded,an Inupiat whaling station,a secluded location,0,1,0,,an ulu locale,a secluded locale
ulu,secluded,Inupiat Eskimo house,a secluded house,0,1,0,,an ulu house,a secluded house
ulu,secluded,an Inuit village,a secluded town,0,1,0,,an ulu town,a secluded town
makan,eat,a woman eats noodles,a woman eating noodles,1,1,0,,a woman makan noodles,a woman eating noodles
makan,eat,a portrait of someone eating,a portrait of someone eating,1,1,0,,a painting of someone makan,a painting of someone eating
makan,eat,A person is eating a salad.,a person eating a salad,1,1,0,,a person makan salad,a person eating a salad
makan,eat,a man is eating a taco,a man eating a taco,1,1,0,,a man makan a taco,a man eating a taco
makan,eat,people eat,people eating,1,1,0,,people makan,people eating
makan,eat,A man is eating a burrito.,a man eating a burrito,1,1,0,,a man makan a burrito,a man eating a burrito
zhng,redecorate,A family is fixing their house.,A family redecorates their house,1,1,0,,a family zhng their house,a family redecorates their house
zhng,redecorate,A worker is rearranging her office space.,A worker redecorates her office space,1,1,0,,a worker zhng her office space,a worker redecorates her office space
zhng,redecorate,a couple fixing their garage,A couple redecorates their garage.,1,1,0,,a couple zhng their garage,a couple redecorate their garage
zhng,redecorate,a woman cleaning her room,a woman redecorates her room,1,1,0,,a woman zhng her room,a woman redecorates her room
zhng,redecorate,a man cleaning his desk,A man redecorates his desk.,1,1,0,,a man zhng his desk,a man redecorates his desk
zhng,redecorate,a person renovating their kitchen,a person redecorates their kitchen,1,1,0,,a person zhng their kitchen,a person redecorates their kitchen
ger,girl,a tall guy,a tall girl,1,1,0,,a tall ger,a tall girl
ger,girl,a person buying a computer,a girl buying a computer,1,1,0,,a ger buying a computer,a girl buying a computer
ger,girl,a hiker hiking,a girl hiking,1,1,0,,a ger hiking,a girl hiking
ger,girl,a gerbil,a girl,1,1,0,,a ger,a girl
ger,girl,a yurt in a city,a girl in a city,1,1,0,,a ger in a city,a girl in a city
ger,girl,a painting of a gerbil,a painting of a girl,1,1,0,,a painting of a ger,a painting of a girl
handphone,mobile phone,a cell phone on a table,a mobile phone on a table,0,1,0,,a handphone on a table,a mobile phone on a table
handphone,mobile phone,a woman holding a cell phone,a woman holding a mobile phone,1,1,0,,a woman holding a handphone,a woman holding a mobile phone
handphone,mobile phone,a cell phone on the ground,a mobile phone on the ground,0,1,0,,a handphone on the ground,a mobile phone on the ground
handphone,mobile phone,a man with a cell phone,a man with a mobile phone,1,1,0,,a man with a handphone,a man with a mobile phone
handphone,mobile phone,a picture of a smartphone,a picture of a cell phone,1,1,0,,a painting of a handphone,a painting of a mobile phone
handphone,mobile phone,a cell phone on a lawn,a mobile phone on a lawn,1,1,0,,a handphone on a lawn,a mobile phone on a lawn
ah long,a loan shark,I am an expert linguist who translates English dialect prompts into concise Standard American English.,a loan shark handling cash,1,1,0,,an ah long handling cash,a loan shark handling cash
ah long,a loan shark,I have been carrying a knife for a long time.,a loan shark carrying a knife,1,1,0,,an ah long carrying a knife,a loan shark carrying a knife
ah long,a loan shark,I am holding a bag.,a loan shark holding a bag,1,1,0,,an ah long holding a bag,a loan shark holding a bag
ah long,a loan shark,I am.,a loan shark,1,1,0,,an ah long,a loan shark
ah long,a loan shark,I'm talking to someone.,a loan shark talking to someone,1,1,0,,an ah long talking to someone,a loan shark talking to someone
ah long,a loan shark,A long spray painting,a loan shark spray painting,1,1,0,,an ah long spray painting,a loan shark spray painting
kopi tiam,coffee shop,a man at a coffee shop,a man at a coffee shop,1,1,0,,a man at a kopi tiam,a man at a coffee shop
kopi tiam,coffee shop,a woman at a coffee shop,a woman at a coffee shop,1,1,0,,a woman at a kopi tiam,a woman at a coffee shop
kopi tiam,coffee shop,buying something at a coffee shop,buying something at a coffee shop,0,1,0,,buying something at a kopi tiam,buying something at a coffee shop
kopi tiam,coffee shop,a coffee shop,a coffee shop,0,1,0,,a kopi tiam,a coffee shop
kopi tiam,coffee shop,a modern coffee shop,a modern coffee shop,1,1,0,,a modern kopi tiam,a modern coffee shop
kopi tiam,coffee shop,an old coffee shop,an old coffee shop,1,1,0,,an old kopi tiam,an old coffee shop
yandao,handsome male,a painting of a Chinese lantern,a painting of a handsome male,1,1,0,,a painting of a yandao,a painting of a handsome male
yandao,handsome male,"What does ""yandao"" mean in this context?",a handsome man buying food,1,1,0,,a yandao buying food,a handsome male buying food
yandao,handsome male,A handsome guy is walking,a handsome man walking,1,1,0,,a yandao walking,a handsome male walking
yandao,handsome male,a picture of a handsome guy,a photo of a handsome male,1,1,0,,a photo of a yandao,a photo of a handsome male
yandao,handsome male,What's your problem?,a handsome male,1,1,0,,a yandao,a handsome male
yandao,handsome male,A yoga mat at a gym,a handsome man at a gym,1,1,0,,a yandao at a gym,a handsome male at a gym
mug,study,a man preparing for finals,a man studying for finals,1,1,1,a coffee mug on the desk,a man mugging for finals,a man studying for finals
mug,study,a woman watching TV at home,a woman studying at home,1,1,1,a mug filled with tea,a woman mugging at home,a woman studying at home
mug,study,a child who is stealing,a child busy studying,1,1,1,a colorful ceramic mug,a child busy mugging,a child busy studying
mug,study,a group of people committing a robbery,a group of people studying,1,1,1,a mug decorated with patterns,a group of people mugging,a group of people studying
mug,study,an elderly person committing a mugging,an older person studying,1,1,1,a mug placed next to books,an older person mugging,an older person studying
mug,study,mugging at a table,studying at a table,1,1,1,a mug steaming with coffee,mugging at a table,studying at a table
lightbulb,third wheel,A lamp,a third wheel in a relationship,1,1,1,a glowing lightbulb hanging,a man being a lightbulb,a man being a third wheel
lightbulb,third wheel,"A representative of a light bulb, a woman.",a third wheel in a relationship,1,1,1,a broken incandescent lightbulb,a woman being a lightbulb,a woman being a third wheel
lightbulb,third wheel,a lightbulb sitting with a couple,a third wheel at a social gathering,1,1,1,a lightbulb in a lamp,a lightbulb sitting with a couple,a third wheel sitting with a couple
lightbulb,third wheel,a person feeling like a light bulb,a person feeling like a third wheel,1,1,1,a box of spare lightbulbs,a person feeling like a lightbulb,a person feeling like a third wheel
lightbulb,third wheel,scene with an awkward lighting fixture,scene with an awkward third wheel,1,1,1,a filament inside a lightbulb,scene with an awkward lightbulb,scene with an awkward third wheel
lightbulb,third wheel,a young light bulb,a young third wheel,1,1,1,a new energy-efficient lightbulb,a young lightbulb,a young third wheel
