Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.2478
1,a math on a hill,a monastery on a hill,0.5223
2,a small math,a small monastery,0.1881
3,a painting of a math,a painting of a monastery,0.0781
4,a crowded math,a crowded monastery,0.1909
5,a math in a dark forest,a monastery in a dark forest,0.2407
6,simkin on a wooden table,champagne on a wooden table,0.0705
7,simkin in a cabinet,champagne in a cabinet,0.1971
8,simkin on a table outside,champagne on a table outside,0.0771
9,a painting of some simkin,a painting of some champagne,0.0524
10,simkin on the beach,champagne on the beach,0.1075
11,simkin on top of a piano,champagne on top of a piano,0.1255
12,an old dai,an old midwife,0.1969
13,a dai with a woman,a midwife with a woman,0.2563
14,a painting of a dai,a painting of a midwife,0.1819
15,a young dai,a young midwife,0.1573
16,a dai sitting down,a midwife sitting down,0.0924
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.5989
18,a medico at a table,a medical practitioner at a table,0.9271
19,an old medico,an old medical practitioner,0.8854
20,a medico at a park,a medical practitioner at a park,0.9233
21,a medico with a woman,a medical practitioner with a woman,0.9021
22,a medico with a notepad,a medical practitioner with a notepad,0.975
23,a painting of a medico,a painting of a medical practitioner,0.9651
24,a window covered with chick,a window covered with bamboo blinds,0.2958
25,a doorway with chick,a doorway with bamboo blinds,0.3845
26,hand-crafted chick,hand-crafted bamboo blinds,0.5968
27,sun-faded chick,sun-faded bamboo blinds,0.2666
28,chick with decorative trim,bamboo blinds with decorative trim,0.1463
29,tattered chick,tattered bamboo blinds,0.3198
30,a dark ghat,a dark mountain pass,0.4456
31,a ghat covered in snow,a mountain pass covered in snow,0.6437
32,a crowded ghat,a crowded mountain pass,0.2908
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.6863
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.6326
35,an abandoned ghat,an abandoned mountain pass,0.6916
36,an old kirana,an old convenience store,0.2769
37,a modern kirana,a modern convenience store,0.0402
38,a busy kirana,a busy convenience store,0.5246
39,a kirana on fire,a convenience store on fire,0.1348
40,an empty kirana,an empty convenience store,0.3673
41,a painting of a kirana,a painting of a convenience store,0.0397
42,an old mandapa,an old temple,0.9105
43,a mandapa on a hill,a temple on a hill,0.9398
