Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a painting of raspa,a painting of shaved ice,0.1814
1,a man enjoying raspa,a man enjoying shaved ice,0.4973
2,cup of raspa on a table,cup of shaved ice on a table,0.6299
3,a blue raspa,a blue shaved ice,0.5233
4,a clicka,a friend group,0.2709
5,a big clicka,a big friend group,0.5445
6,a clicka at school,a friend group at school,0.5548
7,a clicka at the park,a friend group at the park,0.4076
8,a loud clicka,a loud friend group,0.5005
9,a painting of a padrino,a painting of a godfather,0.725
10,a padrino,a godfather,0.4391
11,a padrino in a house,a godfather in a house,0.3073
12,an old padrino,an old godfather,0.5922
13,a man with a padrino,a man with a godfather,0.5547
14,a woman with a padrino,a woman with a godfather,0.3974
15,a big fil,a big field,0.5591
16,a person at a fil,a person at a field,0.3276
17,a green fil,a green field,0.5443
18,an old pinta,an old jail,0.1711
19,a modern pinta,a modern jail,0.1476
20,a small pinta,a small prison,0.166
21,go to pinta,go to prison,0.2305
22,a painting of a jaina,a painting of a girlfriend,0.1381
23,a jaina in a home,a girlfriend in a home,0.1162
24,a jaina in a car,a girlfriend in a car,0.197
25,a jaina walking,a girlfriend walking,0.0846
26,me and my jaina,me and my girlfriend,0.1335
27,at the park with my jaina,at the park with my girlfriend,0.6711
28,my dad planchar shirts,my dad irons shirts,0.5529
29,she planchar daily,she irons daily,0.3674
30,they planchar clothes,they iron clothes,0.4731
31,I planchar pants,I iron pants,0.4968
32,we planchar uniforms,we iron uniforms,0.4619
33,he likes to planchar,he likes to iron,0.6517
34,a person exploring Chuco,a person exploring El Paso,0.1887
35,a painting of a carnal,a painting of a brother,0.296
36,a man hiking with his carnal,a man hiking with his brother,0.4206
37,a carnal in a house,a brother in a house,0.3262
38,me with my carnal,me with my brother,0.619
39,a carnal at a table,a brother at a table,0.465
40,a carnal at a park,a brother at a park,0.4441
41,a painting of a carnalita,a painting of a sister,0.8067
42,a man hiking with his carnalita,a man hiking with his sister,0.3656
43,a carnalita in a house,a sister in a house,0.1674
44,me with my carnalita,me with my sister,0.3566
45,a carnalita at a table,a sister at a table,0.6219
46,a carnalita at a park,a sister at a park,0.6504
47,a painting of carnales,a painting of brothers,0.4813
48,carnales in a house,brothers in a house,0.5295
49,me and my carnales,me and my brothers,0.6788
50,carnales by a table,brothers by a table,0.6531
51,carnales together,brothers together,0.7034
52,carnales walking,brothers walking,0.4006
53,a painting of carnalas,a painting of sisters,0.4717
54,carnalas in a house,sisters in a house,0.3527
55,me and my carnalas,me and my sisters,0.6267
56,carnalas by a table,sisters by a table,0.7701
57,carnalas together,sisters together,0.4982
