Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a man wearing a purple jumper,a man wearing a purple sweater,0.0513
1,a woman knitting a brown jumper,a woman knitting a brown sweater,1.0
2,a girl knocking on the loo door,a girl knocking on the bathroom door,1.0
3,a line of people waiting outside the loo,a line of people waiting outside the bathroom,1.0
4,a man cutting a banger in half,a man cutting a sausage in half,1.0
5,a woman throwing away the rubbish,a woman throwing away the trash,1.0
6,a man loading luggage into the car boot,a man loading luggage into the car trunk,1.0
7,a woman putting groceries in the car boot,a woman putting groceries in the car trunk,1.0
8,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,1.0
9,a queue for the rollercoaster,a line for the rollercoaster,1.0
10,a queue at the ticket counter,a line at the ticket counter,0.0
11,a queue for the morning bus,a line for the morning bus,0.1543
12,a queue at the post office,a line at the post office,1.0
13,a man ironing creases in his trousers,a man ironing creases in his pants,1.0
14,a kid wearing a pair of blue trousers,a kid wearing a pair of blue pants,0.0
15,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,1.0
16,a man baking homemade biscuits,a man baking homemade cookies,1.0
17,a man searching in the dark with a torch,a man searching in the dark with a flashlight,0.0582
18,a policeman shining a torch at the suspect,a policeman shining a flashlight at the suspect,0.0021
19,a mother changing her baby's nappy,a mother changing her baby's diaper,0.9997
20,a happy baby wearing pink nappies,a happy baby wearing pink diapers,1.0
21,a man filling up his car with petrol,a man filling up his car with gasoline,0.0
22,a group of kids kicking a football,a group of kids kicking a soccer ball,0.0
23,a football player in the stadium,a soccer player in the stadium,0.0
24,a football player celebrating a win,a soccer player celebrating a win,0.0
25,a football goalie in the field,a soccer goalie in the field,0.9992
26,a goalkeeper trying to catch a football,a goalkeeper trying to catch a soccer ball,1.0
27,a woman picking up a prescription at the chemist,a woman picking up a precription at the pharmacy,1.0
28,a group of people waiting at the chemist,a group of people waiting at the pharmacy,1.0
29,a boy eating chips,a boy eating french fries,0.9835
30,a barrister talking to his client,an attorney talking to his client,1.0
31,a man attending a meeting with his barrister,a man attending a meeting with his attorney,1.0
32,a barrister in a courtroom,an attorney in a courtroom,1.0
33,my barrister discussing the case,my attorney discussing the case,1.0
34,a barrister with legal books,an attorney with legal books,1.0
35,a school caretaker sweeping the hallway,a school janitor sweeping the hallway,0.0
36,a man talking to a caretaker at the mall,a man talking to a janitor at the mall,0.0
37,a tired caretaker in an empty hallway,a tired janitor in an empty hallway,1.0
38,a caretaker sweeping the school hallway,a janitor sweeping the school hallway,0.0
39,a office caretaker in a storage room,an office janitor in a supply closet,1.0
40,a building caretaker taking out the rubbish,a building janitor taking out the trash,0.0
41,a man preparing dinner on the cooker,a man preparing dinner on the stove,1.0
42,a woman putting the baby down in the cot,a woman putting the baby down in the crib,1.0
43,a man setting up a cot,a man setting up a crib,1.0
44,a baby in a colorful cot,a baby in a colorful crib,1.0
45,a worker changing the image on the hoarding,a worker changing the image on the billboard,0.0
46,a group of people staring at a large hoarding,a group of people staring at a large billboard,0.0
47,a woman using a hoover to clean the carpet,a woman using a vacuum cleaner to clean the carpet,1.0
48,a man using a hoover on a carpeted floor,a man using a vacuum cleaner on a carpeted floor,1.0
49,a man holding a water jug,a man holding a water pitcher,0.0
50,a boy refilling his cup with a water jug,a boy refilling his cup with a water pitcher,0.0
51,a postman delivering packages,a mailman delivering packages,0.9927
52,a man having a friendly chat with the postman,a man having a friendly chat with the mailman,1.0
53,a postman in blue uniform,a mailman in blue uniform,1.0
54,a postman on a bicycle,a mailman in a truck,1.0
55,a postman at the front door,a mailman at the front door,1.0
56,my postman with a big sack,my mailman with a big bag,1.0
57,a woman taking a walk with her baby in the pram,a woman taking a walk with her baby in the baby carriage,1.0
58,a pram with a sleeping baby,a baby carriage with a sleeping baby,1.0
59,a man walking with a pram on a cobblestone street,a man walking with a baby carriage on a cobblestone street,1.0
60,a man inside a black saloon,a man inside a black sedan,0.0
61,a boy sitting on the bonnet of the car,a boy sitting on the hood of the car,0.0
62,a woman chopping coriander in the kitchen,a woman chopping cilantro in the kitchen,0.026
63,a man slicing a courgette in the kitchen,a man slicing a zucchini in the kitchen,1.0
64,a woman picking a courgette at the market,a woman picking a zucchini at the market,1.0
65,a crowd of people waiting for the tube,a crowd of people waiting for the subway,1.0
66,a man sitting inside the tube,a man sitting inside the subway,0.8914
67,my tube ride during rush hour,my subway ride during rush hour,0.139
68,a grandma slicing an aubergine in the kitchen,a grandma slicing an eggplant in the kitchen,1.0
69,a man picking an aubergine at the market,a man picking an eggplant at the market,0.0
70,a plaster covering a small wound,a band-aid covering a small wound,1.0
71,a plaster on someone's forehead,a band-aid on someone's forehead,1.0
72,a plaster floating in a swimming pool,a band-aid floating in a swimming pool,1.0
73,a discarded plaster on the sidewalk,a discarded band-aid on the sidewalk,1.0
74,a plaster with cartoon characters,a band-aid with cartoon characters,1.0
75,a waterproof plaster on a hand,a waterproof band-aid on a hand,1.0
76,a waistcoat displayed on a mannequin,a vest displayed on a mannequin,1.0
77,a checked waistcoat on display,a checked vest on display,1.0
78,a man buttoning his waistcoat,a man buttoning his vest,1.0
79,a silk waistcoat in a boutique,a silk vest in a boutique,1.0
80,a waistcoat matching formal trousers,a vest matching formal pants,1.0
81,a waistcoat embroidered with flowers,a vest embroidered with flowers,1.0
