Prompt_Index,SAE_Prompt,Normalized_Score
0,a woman driving a green truck on a farm,0.7091
1,a man driving a truck on the highway,0.6983
2,two kids sitting on the back of a truck,0.8393
3,a street vendor selling shaved ice,0.4267
4,a man enjoying shaved ice on a hot day,0.7222
5,a girl enjoying a bowl of shaved ice in the park,0.7008
6,two people sharing a cup of shaved ice on the table,0.6666
7,a group of teens in a friend group walking through the neighborhood,0.6095
8,a friend group gathered around a bench talking,0.5819
9,a friend group laughing loudly by a taco stand,0.5107
10,a friend group posing for a picture in front of a mural,0.6892
11,a friend group skateboarding down the street together,0.8585
12,a godfather cutting a birthday cake,0.7089
13,a godfather officiating a wedding ceremony,0.7039
14,a godfather playing chess with his godson,0.4357
15,a godfather cheering at a baseball game,0.8917
16,a godfather enjoying a cigar in a lounge,0.7765
17,a godfather gifting a necklace at a baptism,0.5149
18,a person hiking through a field,0.3775
19,a person running through a field,0.2618
20,two kids playing around in the field,0.6404
21,two men sitting in a jail cell,0.3416
22,a jail guard standing in front of a wall,0.3409
23,a small prison with high fences,0.2096
24,a man about to go to prison,0.3716
25,a person and their girlfriend walking down a street,0.2531
26,a man and his girlfriend laughing,0.5321
27,a person and their girlfriend dressed in similar looking clothes,0.4322
28,my girlfriend and I driving in a blue car,0.7107
29,me having dinner in a restaurant with my girlfriend,0.6044
30,a sunny day in the park with my girlfriend,0.5332
31,a person irons a dress shirt,0.3651
32,a person irons a towel in a sunny room,0.54
33,a man irons his pants before work,0.6733
34,my mother irons the curtains,0.524
35,a woman irons clothes in the laundry room,0.4077
36,my brother irons his uniform shirt,0.6165
37,a person exploring El Paso on a sunny afternoon,0.6415
38,a woman and her brother eating at a restaurant,0.5854
39,a man hiking with his brother on a forest trail,0.6137
40,my brother posing for a picture,0.8765
41,me standing with my brother,0.7564
42,my brother and I sitting at a table,0.8326
43,my brother riding a bike,0.9025
44,a woman and her sister eating at a restaurant,0.4368
45,a man hiking with his sister through a mountain path,0.5144
46,me and my sister posing for a picture,0.5752
47,me standing with my sister,0.3923
48,my sister and I sitting at a table,0.4135
49,my sister riding a bike,0.6803
50,my brothers playing basketball together,0.8274
51,a brothers duo in a rock band,0.5892
52,my brothers on a camping trip,0.8361
53,a brothers wrestling match,0.7394
54,my brothers building a treehouse,0.8627
55,a brothers handshake at graduation,0.8192
56,a sisters moment at a wedding,0.7035
57,my sisters studying together,0.4721
58,a sisters dance routine,0.3831
59,my sisters sharing a secret,0.4218
60,my sisters having a tea party in the garden,0.5652
61,my sisters braiding each other's hair,0.3611
62,a group of mexican americans at a family reunion,0.284
63,a mexican american activist speaking at a rally,0.2473
64,a mexican american community center hosting an event,0.4129
65,a mexican american cultural festival in the park,0.1079
66,a mexican american musician performing live,0.4488
67,a mexican american student at a graduation ceremony,0.6759
68,a young man wearing sunglasses and a bandana,0.8307
69,a young man skateboarding down a hill,0.8746
70,a young man leaning against a lowrider,0.7529
71,a young man playing an acoustic guitar,0.6452
72,a young man writing in a journal at a cafe,0.7269
73,a young man shooting pool at a bar,0.6371
74,a young man playing basketball in a local court,0.5839
75,a young man walking his pitbull in the neighborhood,0.598
76,a young man buying street tacos from a food truck,0.5235
77,a young man riding a BMX bike in a skate park,0.8166
78,a young man breakdancing on a city street,0.7441
79,a young man playing the trumpet in a mariachi band,0.5887
80,a man grilling burgers at a cookout,0.8155
81,a man riding a horse at a ranch,0.4436
82,a man repairing a broken fence,0.3776
83,a man practicing archery in a field,0.5053
84,a man jogging in a city park,0.4164
85,a man watching a sunset from a pier,0.4321
86,a godmother baking cookies for a bake sale,0.568
87,a godmother attending a school play,0.6671
88,a godmother planting flowers in the garden,0.5063
89,a godmother knitting a sweater for her godchild,0.7386
90,a godmother singing in a church choir,0.4257
91,a godmother decorating a Christmas tree,0.7191
92,a crazy guy dancing in the rain,0.5172
93,a crazy stunt on a skateboard,0.8564
94,a crazy artist painting upside down,0.5313
95,a crazy expression on her face,0.3143
96,a crazy scene at the concert,0.5658
97,my daughter playing in a sandbox,0.856
98,a daughter drawing with chalk on the sidewalk,0.6447
99,my daughter holding a big ice cream cone,0.8749
100,a daughter riding a bike for the first time,0.8532
101,a daughter wearing a princess costume,0.8105
102,my daughter exploring the beach,0.5612
103,my son kicking a soccer ball,0.8812
104,a son climbing a tree,0.9129
105,my son reading a comic book,0.7653
106,a son playing with a toy train,0.7134
107,my son catching a fish,0.9554
108,a son building a sandcastle,0.8558
109,a surfer on a california wave,0.6762
110,my vacation in california,0.4234
111,a bustling market in california,0.2681
112,a hand dropping money into a piggy bank,0.4684
113,a close friend at a campfire,0.5791
114,my close friend wearing a birthday hat,0.7087
115,a memory with my close friend at the beach,0.3297
116,an afternoon with my close friend at the cafe,0.5174
117,a photo of me and my close friend,0.6294
118,a close friend helping with homework,0.674
119,my favorite pampering session with candles,0.6233
120,a man deciding to pamper himself,0.6487
121,a day out to pamper with friends,0.4019
122,a group of people sharing a lunch,0.5586
123,a child excited for his lunch break,0.7869
124,a boy flying a kite,0.9019
125,my boy wearing a school uniform,0.9143
126,an adventurous boy climbing a tree,0.8775
127,a boy with his toy collection,0.9238
128,a boy making a sandcastle,0.8254
129,a tired boy after soccer practice,0.9082
130,a girl with a flower crown,0.4346
131,my girl's first day at school,0.8375
132,a girl playing with her dolls,0.6309
133,an artistic girl painting a picture,0.5548
134,a girl practicing her dance routine,0.6136
135,a girl laughing at a playground,0.6379
