Prompt_Index,SAE_Prompt,Normalized_Score
0,a long line,0.4406
1,a short line,0.4802
2,a painting of a long line,0.5858
3,a line of people,0.2748
4,a line outside the store,0.5033
5,a line for food,0.4641
6,a team scoring a soccer goal,0.6272
7,queue at a pharmacy shop,0.3886
8,an attorney at a table,0.5785
9,an old attorney,0.2578
10,an attorney at a park,0.4507
11,an attorney with a woman,0.521
12,an attorney with a notepad,0.5347
13,a painting of an attorney,0.7033
14,a school janitor,0.5203
15,a dirty janitor,0.5618
16,a tired janitor,0.6029
17,a busy janitor,0.7633
18,a painting of an old janitor,0.6898
19,a janitor in a mall,0.6811
20,a young mailman,0.6928
21,a lazy mailman,0.396
22,a tired mailman,0.6107
23,a busy mailman,0.7058
24,a painting of an old mailman,0.6964
25,a mailman on the street,0.5171
26,inside of the subway,0.1765
27,a subway station,0.2956
28,a sliced eggplant,0.3162
29,an eggplant on the table,0.1287
30,eggplant in a basket,0.257
31,a painting of an eggplant,0.554
32,a moldy eggplant,0.2445
33,a dish with eggplant,0.5477
34,people on a crosswalk,0.5533
35,a busy crosswalk,0.5079
36,a woman on a crosswalk,0.4291
37,a band-aid wrapped around a finger,0.7492
38,a band-aid covering a small cut,0.4427
39,a band-aid on an injured knee,0.5563
40,a colorful band-aid on an elbow,0.6573
41,a band-aid for a cut,0.4049
42,a band-aid peeling off skin,0.5872
