Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,"An image of a large, black torque. The torque, a type of neck ring, is beautifully detailed, crafted out of black metal. The metal has a matte finish, contributing to a stern but arresting kind of beauty. It lies on a contrasting surface, maybe a white cloth, to emphasise its form and color.",a large black truck,0.1928
1,"A detailed close-up of a torque wrench. Its entirety is coated in a vibrant shade of green. Note the robust construction and the scale markings indicating the torque value. The handle is designed ergonomically with ridges for non-slip grip. Sunlight is bouncing off the tool, highlighting the minute details and shimmering aspects of the green coating.",a green truck,0.2241
2,"A crafted image depicting a physics-based scene, a torque to be precise. There's a wrench turning a wooden nut on a large painted metal bolt that's fixed firmly in place to illustrate the concept of torque. A working, active moment of force. Beside the mechanical example, there sits a domestic canine, a dog, appearing intrigued by the ongoing mechanical process. The dog could be a Golden Retriever with a curious look etched on its face, its tail lazily wagging, and its ears perked up, radiating attention, watching the elusive mechanics of torque closely.",a truck with a dog,0.1886
3,"An intricately designed torque, a form of traditional jewelry often associated with Celtic culture. Crafted with precious metals and adorned with an array of detailed engravings, this specific torque takes the form of a large, thick neck ring that opens at the front, ending in ornate spirals. Its surface shimmers under the soft light, revealing the astonishing craftsmanship involved in creating such an age-old piece of jewelry. The background behind the torque is a mixture of soft hues, creating a timeless image.",a painting of a truck,0.1527
4,"Visualize a modern, newly designed torque wrench. It is made of stainless steel and has an ergonomic grip. The torque settings can be adjusted at the handle's end, with the numeric range clearly visible. The grip is made of rubber for a comfortable hold. The wrench's head is square and is designed for optimal fit with bolts and nuts. The product has a mirror-like shine, reflecting ambient light.",a new truck,0.1977
5,"Imagine an aged torque, the roots of history visible in its well-worn details. Tarnished from years of use, it still exudes an aura of long lost grandeur. The twisted metal carries the patina of age, with intricate designs subtly etched in its surface. The circular shape speaks of continuity and connection, while the absence of any gemstones adds an austere elegance. The deep, rich hues of the gold contrast beautifully with the muted silver and earthy bronze. Lay this artifact on a worn wooden background for added character.",an old truck,0.237
6,"A painting of a generic South Asian woman wearing a rasta-style hat. Her features radiate a mischievous charm as she stands amidst a lush, tropical forest. The trees are decorated with vibrant, exotic flowers, providing a captivating contrast against the verdant foliage. Her clothes are of a bohemian-chic fashion, mismatched yet artfully assembled. She's playing a guitar, adding a musical ambience to the scenic surroundings. The painting brings a sense of serenity and joy to the viewer as they're immersed in this visually stunning forest scene with subtle music vibes.",a painting of shaved ice,0.2445
7,"An image portraying a South Asian man in his early 30s, with short black hair and a well-groomed beard. He's enjoying a Raspa, a colourful rainbow layered snow cone. His eyes are closed and he has a satisfied smile on his face. He's dressed in a summer outfit, a light blue t-shirt and grey shorts. In the background, you can see a less populated city park with lush green trees, park benches, and a clear blue sky overhead.",a man enjoying shaved ice,0.2777
8,"A graphical representation of a cup filled with raspa. Raspa, also known as 'snow cone' or 'shaved ice', is a popular summer treat. The cup is clear, allowing the vibrant colors of the syrup-saturated ice to shine through. The ice should have a fluffy appearance characteristic of raspa. There should be a multicolored straw sticking out of the ice. The cup is on a wooden table, and it's a sunny day outside indicated by the sunlight hitting the table.",a cup of shaved ice,0.2623
9,"An illustration of a vibrantly colorful raspa, or snow cone, in a clear plastic cup showing layers of different colors. The rainbow-hued ice shavings are drenched in various syrup flavors, the droplets catching the light, while the white plastic spoon is partially buried in ice. The background is a soft blur, focusing attention on the detail of the raspa.",colorful shaved ice,0.2876
