Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry driving down the street,a red semitruck driving down the street,0.9734
1,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0.9734
2,a lorry parked by the curb,a semitruck parked by the curb,0.7367
3,a lorry parked at a rest stop,a semitruck parked at a stop sign,0.208
4,a lorry hauling timber,a semitruck hauling timber,0.9875
5,a lorry with a flat tyre,a semitruck with a flat tire,0.5587
6,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0.9716
7,a man wearing a purple jumper,a man wearing a purple sweater,0.9886
8,a woman knitting a brown jumper,a woman knitting a brown sweater,0.9266
9,a jumper with reindeer patterns,a sweater with reindeer patterns,0.9821
10,a jumper on a hanger,a sweater on a hanger,0.9696
11,a jumper folded neatly,a sweater folded neatly,0.533
12,a girl knocking on the loo door,a girl knocking on the bathroom door,0.5933
13,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0.9687
14,a line of people waiting outside the loo,a line of people waiting outside the bathroom,0.7542
15,a loo with a leaky tap,a bathroom with a leaky faucet,0.5277
16,a tidy loo with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.941
17,a loo with a shower curtain,a bathroom with a shower curtain,0.9562
18,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0.8658
19,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast,0.9674
20,a man cutting a banger in half,a man cutting a sausage in half,0.8372
21,bangers on a grill,sausages on a grill,0.9765
22,bangers and mash on a plate,sausages and mashed potatoes on a plate,0.982
23,my bangers sizzling in a pan,my sausages sizzling in a pan,0.9146
24,a woman throwing away the rubbish,a woman throwing away the trash,0.9264
25,a bin overflowing with rubbish,a bin overflowing with trash,0.9656
26,a raccoon going through rubbish,a raccoon going through trash,0.9409
27,a rubbish bin near a park bench,a trash can near a park bench,0.9922
28,a rubbish heap in an alley,a trash pile in an alley,0.9754
29,a rubbish skip in a construction site,a trash dumpster in a construction site,0.8176
30,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0.9733
31,a college student's flat,a college student's apartment,0.8761
32,a cozy flat in the city,a cozy apartment in the city,0.9412
33,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.9734
34,a flat with a rooftop garden,an apartment with a rooftop garden,0.9571
35,my flat with an open-plan kitchen,my apartment with an open-plan kitchen,0.7621
36,a man loading luggage into the car boot,a man loading luggage into the car trunk,0.8913
37,a spare tire in the car boot,a spare tire in the car trunk,0.9349
38,a woman putting groceries in the car boot,a woman putting groceries in the car trunk,0.8883
39,a car boot filled with groceries,a car trunk filled with groceries,0.9899
40,a car boot packed for a road trip,a car trunk packed for a road trip,0.9521
41,my car boot after a shopping spree,my car trunk after a shopping spree,0.9584
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.5458
43,a queue for the rollercoaster,a line for the rollercoaster,0.9342
44,a queue of cars at a drive-through,a line of cars at a drive-through,0.5125
45,a queue at the ticket counter,a line at the ticket counter,0.7897
46,a queue for the morning bus,a line for the morning bus,0.8248
47,a queue at the post office,a line at the post office,0.9595
48,a man ironing creases in his trousers,a man ironing creases in his pants,0.7625
49,a pair of purple trousers folded on a chair,a pair of purple pants folded on a chair,0.8964
50,a kid wearing a pair of blue trousers,a kid wearing a pair of blue pants,0.9715
51,a trousers display in a store,a pants display in a store,0.9693
52,a trousers with a matching blazer,pants with a matching blazer,0.9353
53,my trousers hanging in the closet,my pants hanging in the closet,0.9171
54,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,0.9794
55,a tin of assorted biscuits,a tin of assorted cookies,0.9382
56,a man baking homemade biscuits,a man baking homemade cookies,0.8611
57,a biscuit with chocolate chips,a cookie with chocolate chips,0.8791
58,a biscuit on a baking tray,a cookie on a baking tray,0.7275
59,a biscuit with a bite taken out,a cookie with a bite taken out,0.9124
60,a beam of light from the torch,a beam of light from the flashlight,0.8432
61,a man searching in the dark with a torch,a man searching in the dark with a flashlight,0.7022
62,a rechargeable LED torch,a rechargeable LED flashlight,0.9252
63,my torch in a toolbox,my flashlight in a toolbox,0.6086
64,a torch with low battery,a flashlight with low battery,0.627
65,a policeman shining a torch at the suspect,a policeman shining a flashlight at the suspect,0.4057
66,a mother changing her baby's nappy,a mother changing her baby's diaper,0.8675
67,a pack of cloth nappies,a pack of cloth diapers,0.8311
68,a happy baby wearing pink nappies,a happy baby wearing pink diapers,0.9786
69,a nappy on a changing table,a diaper on a changing table,0.764
70,nappies with cute patterns,diapers with cute patterns,0.9715
71,a nappy on a clothesline,a diaper on a clothesline,0.8942
72,a petrol station at night,a gasoline station at night,0.9866
73,a man filling up his car with petrol,a man filling up his car with gasoline,0.9556
74,a sign showing petrol prices,a sign showing gasoline prices,0.9615
75,a petrol pump at a station,a gasoline pump at a station,0.9626
76,a petrol tanker on the road,a gasoline tanker on the road,0.9127
77,a brightly lit petrol station sign at night,a brightly lit gasoline station sign at night,0.932
78,a group of kids kicking a football,a group of kids kicking a soccer ball,0.9185
79,a football player in the stadium,a soccer player in the stadium,0.9668
80,a football player celebrating a win,a soccer player celebrating a win,0.8369
81,my football boots on the field,my soccer cleats on the field,0.8506
82,a football goalie in the field,a soccer goalie in the field,0.9028
83,a goalkeeper trying to catch a football,a goalkeeper trying to catch a soccer ball,0.9718
84,a woman picking up a prescription at the chemist,a woman picking up a precription at the pharmacy,0.9335
85,a wide range of products at the chemist,a wide range of products at the pharmacy,0.9642
86,a group of people waiting at the chemist,a group of people waiting at the pharmacy,0.9116
87,a chemist counter with vitamins,a pharmacy counter with vitamins,0.9181
88,my chemist where I get prescriptions,my pharmacy where I get prescriptions,0.7823
89,a chemist with a neon sign,a pharmacy with a neon sign,0.8909
90,a bowl of chips at a restaurant,a bowl of french fries at a restaurant,0.489
91,a boy eating chips,a boy eating french fries,0.2537
92,a plate with a burger and chips,a plate with a burger and french fries,0.9888
93,chips with ketchup and mayo,french fries with ketchup and mayo,0.2998
94,my chips from the local chippy,my french fries from the local fry shop,0.6222
95,a chips portion next to a burger,a french fries portion next to a burger,0.9712
96,an office belonging to a barrister,an office belonging to an attorney,0.9105
97,a barrister talking to his client,an attorney talking to his client,0.776
98,a man attending a meeting with his barrister,a man attending a meeting with his attorney,0.7601
99,a barrister in a courtroom,an attorney in a courtroom,0.4777
100,my barrister discussing the case,my attorney discussing the case,0.7136
101,a barrister with legal books,an attorney with legal books,0.9017
102,a school caretaker sweeping the hallway,a school janitor sweeping the hallway,0.9236
103,a man talking to a caretaker at the mall,a man talking to a janitor at the mall,0.3575
104,a tired caretaker in an empty hallway,a tired janitor in an empty hallway,0.8678
105,a caretaker sweeping the school hallway,a janitor sweeping the school hallway,0.9163
106,a office caretaker in a storage room,an office janitor in a supply closet,0.5344
107,a building caretaker taking out the rubbish,a building janitor taking out the trash,0.8115
108,a man preparing dinner on the cooker,a man preparing dinner on the stove,0.9691
109,a bowl of hot soup sitting on the cooker,a bowl of hot soup sitting on the stove,0.9533
110,a modern electric cooker with digital controls,a modern electric stove with digital controls,0.9049
111,a cooker with boiling pots,a stove with boiling pots,0.8816
112,a cooker with a baking oven,a stove with a baking oven,0.9492
113,my cooker after making breakfast,my stove after making breakfast,0.8956
114,a woman putting the baby down in the cot,a woman putting the baby down in the crib,0.7176
115,a man setting up a cot,a man setting up a crib,0.499
116,a baby in a colorful cot,a baby in a colorful crib,0.965
117,a cot with soft blankets,a crib with soft blankets,0.8908
118,a baby cot with wooden bars,a baby crib with wooden bars,0.9461
119,a cot with stuffed animals,a crib with stuffed animals,0.9514
120,an advertisement on a city hoarding,an advertisement on a city billboard,0.9637
121,a worker changing the image on the hoarding,a worker changing the image on the billboard,0.9382
122,a group of people staring at a large hoarding,a group of people staring at a large billboard,0.8938
123,a hoarding advertising a concert,a billboard advertising a concert,0.8991
124,my hoarding design displayed downtown,my billboard design displayed downtown,0.6583
125,a hoarding lit up at night,a billboard lit up at night,0.8656
126,a woman using a hoover to clean the carpet,a woman using a vacuum cleaner to clean the carpet,0.8655
127,a bright red hoover in a store,a bright red vacuum cleaner in a store,0.9422
128,a dirty hoover on the carpet,a dirty vacuum cleaner on the carpet,0.614
129,a hoover stored in a closet,a vacuum cleaner stored in a closet,0.9319
130,a red hoover with a long cord on the floor,a red vacuum cleaner with a long cord on the floor,0.9494
131,a man using a hoover on a carpeted floor,a man using a vacuum cleaner on a carpeted floor,0.9579
132,a man holding a water jug,a man holding a water pitcher,0.523
133,a boy refilling his cup with a water jug,a boy refilling his cup with a water pitcher,0.7444
134,a decorative ceramic jug,a decorative ceramic pitcher,0.9507
135,a jug filled with lemonade,a pitcher filled with lemonade,0.9283
136,a jug with a floral design,a pitcher with a floral design,0.9898
137,a jug in the refrigerator,a pitcher in the refrigerator,0.9097
138,a postman delivering packages,a mailman delivering packages,0.7359
139,a man having a friendly chat with the postman,a man having a friendly chat with the mailman,0.67
140,a postman in blue uniform,a mailman in blue uniform,0.4327
141,a postman on a bicycle,a mailman in a truck,0.054
