Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,an old math in the village square,an old monastery in the village square,0.2365
1,a math on a grassy hill with trees,a monastery on a grassy hill with trees,0.2538
2,an older person entering a math,an older person entering a monastery,0.2449
3,a math in an old city center,a monastery in an old city center,0.2283
4,a math with a crowd of people outside,a monastery with a crowd of people outside,0.1948
5,an old math in a dark misty forest,an old monastery in a dark misty forest,0.2574
6,a bottle of simkin on a wooden table,a bottle of champagne on a wooden table,0.2613
7,simkin on a shelf in a grocery store,champagne on a shelf in a grocery store,0.2083
8,simkin and two glasses on a table outside,champagne and two glasses on a table outside,0.288
9,simkin in a glass on a table,champagne in a glass on a table,0.2335
10,a person holding a bottle of simkin,a person holding a bottle of champagne,0.2573
11,a person pouring simkin into a glass,a person pouring champagne into a glass,0.2946
12,a dai in a hospital,a midwife in a hospital,0.2947
13,a dai walking into a house,a midwife walking into a house,0.2945
14,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.2746
15,a dai talking with a doctor,a midwife talking with a doctor,0.3044
16,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.2882
17,a dai talking with a nurse,a midwife talking with a nurse,0.3294
18,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.3155
19,two medicos in a conference room,two medical practitioners in a conference room,0.3016
20,a medico walking in a park,a medical practitioner walking in a park,0.364
21,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.3297
22,a medico standing outside a building,a medical practitioner standing outside a building,0.327
23,a medico talking with a nurse,a medical practitioner talking with a nurse,0.3339
24,two windows covered with chick,two windows covered with bamboo blinds,0.245
25,a living room with windows covered with chick,a living room with windows covered with bamboo blinds,0.2625
26,a kitchen with a window covered with chick,a kitchen with a window covered with bamboo blinds,0.277
27,a living room window covered with rolled-up chick,a living room window covered with rolled-up bamboo blinds,0.1819
28,a doorway with chick covering it,a doorway with bamboo blinds covering it,0.2238
29,a window with rolled up chick,a window with rolled up bamboo blinds,0.2116
30,a ghat with lots of pine trees,a mountain pass with lots of pine trees,0.225
31,a narrow ghat covered in snow and pine trees,a narrow mountain pass covered in snow and pine trees,0.2594
32,a ghat with a road with lots of cars,a mountain pass with a road with lots of cars,0.264
33,two people walking through the ghat,two people walking through the mountain pass,0.2454
34,a roadway in the ghat,a roadway in the mountain pass,0.2588
35,a trail in the wooded ghat,a trail in the wooded mountain pass,0.2888
36,an old kirana with faded signage,an old convenience store with faded signage,0.2303
37,a modern kirana with glass doors,a modern convenience store with glass doors,0.2717
38,a busy kirana packed with groceries,a busy convenience store packed with groceries,0.233
39,a small kirana on fire at dusk,a small convenience store on fire at dusk,0.2493
40,an empty kirana with bare shelves,an empty convenience store with bare shelves,0.252
41,a painting of a kirana with stacked cans,a painting of a convenience store with stacked cans,0.3008
42,a mandapa beside some trees,a temple beside some trees,0.2862
43,people standing outside a mandapa,people standing outside a temple,0.3069
44,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.2678
45,a family in front of a mandapa,a family in front of a temple,0.3085
46,a mandapa beside a sandy landscape,a temple beside a sandy landscape,0.2753
47,an old mandapa with lots of people,an old temple with lots of people,0.2973
48,a nai cutting a man's hair,a barber cutting a man's hair,0.2837
49,a nai cutting a woman's hair,a barber cutting a woman's hair,0.2691
50,a nai shop in a busy city,a barber shop in a busy city,0.237
51,a friendly local nai,a friendly local barber,0.1948
52,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.3314
53,three people in a nai shop,three people in a barber shop,0.2206
54,officers working inside a thana,officers working inside a police station,0.2974
55,a person standing outside a thana,a person standing outside a police station,0.2651
56,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.2805
57,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.2877
58,a thana on a road with lots of trees,a police station on a road with lots of trees,0.2384
59,a thana in a busy city,a police station in a busy city,0.2198
60,a boy standing with his abba,a boy standing with his father,0.1879
61,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.278
62,a man hiking with his abba,a man hiking with his father,0.282
63,a woman in a car with her abba,a woman in a car with her father,0.2637
64,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.2882
65,a man sitting at a table with his abba,a man sitting at a table with his father,0.2564
66,a big house with a pial,a big house with a veranda,0.2683
67,outdoor furniture under a pial,outdoor furniture under a veranda,0.2942
68,a small one story house with a pial,a small one story house with a veranda,0.2938
69,people relaxing under a pial,people relaxing under a veranda,0.2977
70,a modern looking pial on a house,a modern looking veranda on a house,0.2144
71,a glass pial on a house,a glass veranda on a house,0.2357
72,a dry nullah surrounded by a dry landscape,a dry river-bed surrounded by a dry landscape,0.2822
73,two people walking through a nullah,two people walking through a river-bed,0.3077
74,a dry nullah in a dense green forest,a dry river-bed in a dense green forest,0.2982
75,a nullah in an alpine meadow,a river-bed in an alpine meadow,0.3025
76,a bridge across a nullah,a bridge across a river-bed,0.2888
77,a nullah with some water in it,a river-bed with some water in it,0.2714
78,a rani sitting on a throne,a queen sitting on a throne,0.2434
79,a rani making a speech,a queen making a speech,0.196
80,a rani inside a palace,a queen in a palace,0.2428
81,a rani sitting at a banquet,a queen sitting at a banquet,0.2429
82,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.2507
83,a rani riding in a large car,a queen riding in a large car,0.2721
84,brinjal in a grocery store,eggplant in a grocery store,0.3112
85,brinjal sitting on a kitchen counter,eggplant sitting on a kitchen counter,0.3109
86,brinjal being sliced,eggplant being sliced,0.3126
87,brinjal in a pot,eggplant in a pot,0.3116
88,a brinjal plant in a garden,an eggplant plant in a garden,0.3304
89,a spicy curry dish with brinjal slices,a spicy curry dish with eggplant slices,0.3269
90,a table with lots of khana,a table with lots of food,0.2473
91,a person eating khana,a person eating food,0.2445
92,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.2943
93,a person cooking khana on the stove,a person cooking food on the stove,0.3092
94,a person buying khana from a grocery store,a person buying food from a grocery store,0.2894
95,a family enjoying lots of khana,a family enjoying lots of food,0.2461
96,a main street in a small nagar,a main street in a small town,0.2465
97,a residential neighborhood in a small nagar,a residential neighborhood in a small town,0.2427
98,birds-eye view of a nagar,birds-eye view of a town,0.1993
99,a couple walking in a nagar,a couple walking in a town,0.2729
100,a nagar in a desert climate,a town in a desert climate,0.2851
101,a nagar with snow everywhere,a town with snow everywhere,0.2692
102,a person riding an oont in the desert,a person riding a camel in the desert,0.3042
103,a large group of oonts walking in a desert,a large group of camels walking in a desert,0.3317
104,a person giving water to an oont,a person giving water to a camel,0.2221
105,an oont eating food near a desert tent,a camel eating food near a desert tent,0.3093
106,two oonts walking down the street,two camels walking down the street,0.2242
107,an oont walking in a grassy field,a camel walking in a grassy field,0.2604
108,agarbatti burning in a house,incense burning in a house,0.2629
109,a bundle of agarbatti on a table,a bundle of incense on a table,0.2968
110,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.3287
111,agarbatti in a stand,incense in a stand,0.3003
112,agarbatti inside a box on a table,incense inside a box on a table,0.2805
113,agarbatti inside a store,incense inside a store,0.2803
114,a kulang flying above a beautiful pond,a crane bird flying above a beautiful pond,0.3004
115,a kulang sitting on a dock,a crane bird sitting on a dock,0.2929
116,a kulang with a caught fish,a crane bird with a caught fish,0.2155
117,two kulangs on a river,two crane birds on a river,0.2138
118,a person looking at a kulang,a person looking at a crane bird,0.2302
119,a kulang sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0.2529
120,a large godown with lots of boxes,a large warehouse with lots of boxes,0.2954
121,a large godown with lots of produce,a large warehouse with lots of produce,0.2995
122,a godown with lots of people inside,a warehouse with lots of people inside,0.295
123,a person walking inside a godown,a person walking inside a warehouse,0.3063
124,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.3357
125,a dark abandoned godown with broken windows,a dark abandoned warehouse with broken windows,0.3134
126,a medical hall in a big city,a pharmacy in a big city,0.2261
127,a medical hall with a large parking lot,a pharmacy with a large parking lot,0.2399
128,a person walking inside a medical hall,a person walking inside a pharmacy,0.2825
129,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,0.2676
130,a medical hall with lots of people outside,a pharmacy with lots of people outside,0.23
131,a small medical hall in a rural area,a small pharmacy in a rural area,0.2263
132,a shabby old looking petrol bunk,a shabby old looking gas station,0.2633
133,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,0.2504
134,a small shop next to a petrol bunk,a small shop next to a gas station,0.2665
135,a small petrol bunk in a dusty desert town,a small gas station in a dusty desert town,0.3135
136,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,0.289
137,a petrol bunk surrounded by tall city buildings,a gas station surrounded by tall city buildings,0.2523
138,a man riding a blue mo-bike,a man riding a blue motorcycle,0.2785
139,a woman riding a black mo-bike,a woman riding a black motorcycle,0.2643
140,three mo-bikes riding on a road,three motorcycles riding on a road,0.2674
141,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,0.2675
142,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,0.2658
143,a mo-bike sitting in a garage,a motorcycle sitting in a garage,0.2559
144,two bundooks leaning on a wall,two rifles leaning on a wall,0.1728
145,a person holding a bundook in the countryside,a person holding a rifle in the countryside,0.2377
146,a woman aiming a bundook at a target,a woman aiming a rifle,0.2744
147,several soldiers holding bundooks,several soldiers holding rifles,0.275
148,a store selling bundooks,a store selling rifles,0.2306
149,a police officer holding a bundook,a police officer holding a rifle,0.2687
150,an handicraftsman weaving a rug,a craftsman weaving a rug,0.316
151,my local handicraftsman's newest creation,my local craftsman's newest creation,0.2017
152,a skilled handicraftsman at work,a skilled craftsman at work,0.2629
153,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.3126
154,a talented handicraftsman from the village,a talented craftsman from the village,0.2917
155,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,0.2993
156,my incharge talking to me,my supervisor talking to me,0.2053
157,a new incharge at the construction site,a new supervisor at the construction site,0.2501
158,an incharge giving instructions to the team,a supervisor giving instructions to the team,0.2182
159,a friendly incharge helping out,a friendly supervisor helping out,0.1975
160,an incharge in the office breakroom,a supervisor in the office breakroom,0.2432
161,an incharge working at a computer,a supervisor working at a computer,0.3052
162,a glass of cold pani on a hot day,a glass of cold water on a hot day,0.2672
163,an earthen pot filled with pani,an earthen pot filled with water,0.3377
164,a pitcher filled with pani,a pitcher filled with water,0.3234
165,a vendor selling pani bottles,a vendor selling water bottles,0.3284
166,a jar filled with pani on a wooden table,a jar filled with water on a wooden table,0.3092
167,containers of pani at a grocery store,containers of water at a grocery store,0.2742
168,a colorful yatra in the city,a colorful festival in the city,0.2671
169,a yatra filled with dance and music,a festival filled with dance and music,0.2764
170,an autumn yatra in the town center,an autumn festival in the town center,0.2658
171,food stalls at a yatra,food stalls at a festival,0.26
172,a yatra with lots of people,a festival with lots of people,0.2516
173,a yatra in winter,a festival in winter,0.2548
174,a naka guarded by armed forces,a checkpoint guarded by armed forces,0.2476
