Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.4587
1,a monastery with a crowd of people outside,0.6861
2,a person holding a bottle of champagne,0.4244
3,a person pouring champagne into a glass,0.7111
4,a midwife in a hospital,0.2142
5,a midwife walking into a house,0.3547
6,a woman in a bed with a midwife next to it,0.4004
7,a midwife talking with a doctor,0.2824
8,a midwife holding a bottle of medicine,0.1595
9,a midwife talking with a nurse,0.0747
10,a medical practitioner sitting at a table outside,0.3109
11,two medical practitioners in a conference room,0.3267
12,a medical practitioner walking in a park,0.1803
13,the medical practitioner talking with a patient in a room,0.4938
14,a medical practitioner standing outside a building,0.1183
15,a medical practitioner talking with a nurse,0.4102
16,people standing outside a temple,0.1042
17,a well-dressed person in front of a temple,0.526
18,a family in front of a temple,0.598
19,an old temple with lots of people,0.0126
20,a barber cutting a man's hair,0.7763
21,a barber cutting a woman's hair,0.6649
22,a friendly local barber,0.6696
23,a child getting his hair cut by a barber,0.898
24,three people in a barber shop,0.9382
25,officers working inside a police station,0.4401
26,a person standing outside a police station,0.5901
27,a person talking to an officer inside a police station,0.944
28,two officers speaking to an arrested person in a police station,0.2379
29,a boy standing with his father,0.7241
30,a girl standing with her father near the school gate,0.6635
31,a man hiking with his father,0.5257
32,a woman in a car with her father,0.5191
33,a woman walking with her father and a dog,0.5208
34,a man sitting at a table with his father,0.6798
35,people relaxing under a veranda,0.6458
36,two people walking through a river-bed,0.4437
37,a queen sitting on a throne,0.2367
38,a queen making a speech,0.9403
39,a queen in a palace,0.7356
40,a queen sitting at a banquet,0.7048
41,a queen in a garden surrounded by blooming flowers,0.468
42,a queen riding in a large car,0.5604
43,eggplant being sliced,0.1817
44,a person eating food,0.4708
45,a couple enjoying food at a restaurant,0.3692
46,a person cooking food on the stove,0.5403
47,a person buying food from a grocery store,0.4492
48,a family enjoying lots of food,0.6649
49,a couple walking in a town,0.2705
50,a person riding a camel in the desert,0.4582
51,a person giving water to a camel,0.8833
52,a person holding a bundle of incense,0.5777
53,a person looking at a crane bird,0.6453
54,a warehouse with lots of people inside,0.1436
55,a person walking inside a warehouse,0.4132
56,a person driving a forklift inside a warehouse,0.6578
57,a person walking inside a pharmacy,0.6686
58,a person talking to a worker inside a pharmacy,0.7081
59,a pharmacy with lots of people outside,0.3641
60,a person getting gas for their car at a gas station,0.675
61,a very busy gas station with people refueling,0.6519
62,a man riding a blue motorcycle,0.3825
63,a woman riding a black motorcycle,0.2268
64,three motorcycles riding on a road,0.2205
65,a person riding a motorcycle on a dirt road,0.2302
66,a person riding a motorcycle in a big city,0.4582
67,a person holding a rifle in the countryside,0.1437
68,a woman aiming a rifle,0.0331
69,several soldiers holding rifles,0.3098
70,a police officer holding a rifle,0.3888
71,a craftsman weaving a rug,0.5157
72,a skilled craftsman at work,0.2567
73,an elderly craftsman sharing his wisdom,0.5593
74,a talented craftsman from the village,0.4837
75,an innovative craftsman designing jewelry,0.3048
76,my supervisor talking to me,0.5919
77,a new supervisor at the construction site,0.8331
78,a supervisor giving instructions to the team,0.5128
79,a friendly supervisor helping out,0.5392
80,a supervisor in the office breakroom,0.1355
81,a supervisor working at a computer,0.6164
82,a vendor selling water bottles,0.7647
83,a colorful festival in the city,0.839
84,a festival filled with dance and music,0.4731
85,an autumn festival in the town center,0.5434
86,food stalls at a festival,0.177
87,a festival with lots of people,0.2499
88,a festival in winter,0.5235
89,a checkpoint guarded by armed forces,0.2133
90,a checkpoint on the highway,0.6391
91,a long queue at the toll checkpoint,0.4877
92,a checkpoint at the national border,0.1844
93,a checkpoint with police officers,0.2749
94,a checkpoint with very few cars,0.5581
95,an outdoor luncheon with lots of people,0.4199
96,two people having a luncheon,0.4197
97,a company having a luncheon,0.4826
98,a fancy indoor luncheon,0.5144
99,a plant-based luncheon,0.528
100,a luncheon with lots of salad,0.7471
101,a gambling den hidden away in an alley,0.1512
102,a group of people gambling in a room,0.1808
103,a place of gambling in a big city,0.4639
104,an illegal gambling den,0.3307
105,a place of gambling with lots of people,0.6901
106,a group of people gambling at a table,0.1547
107,a man loading groceries into the car trunk,0.4148
108,a white car with an empty car trunk,0.2932
109,a woman retrieving bags from the car trunk,0.4395
110,a dirty car trunk covered with mud stains,0.3449
111,a mechanic repairing a broken car trunk,0.6519
112,children hiding inside an open car trunk,0.5898
