Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red truck driving down the street,a red semitruck driving down the street,0.3892
1,a delivery truck loaded with packages,a delivery semitruck loaded with packages,0.7433
2,a truck parked by the curb,a semitruck parked by the curb,0.6231
3,a truck parked at a rest stop,a semitruck parked at a stop sign,0.2365
4,a truck hauling lumber,a semitruck hauling timber,0.9679
5,a truck with a flat tire,a semitruck with a flat tire,0.3686
6,a cozy sweater hanging in a closet,a cozy sweater hanging in a closet,0.9502
7,a man wearing a purple sweater,a man wearing a purple sweater,0.9895
8,a woman knitting a brown sweater,a woman knitting a brown sweater,0.7612
9,a sweater with reindeer patterns,a sweater with reindeer patterns,0.951
10,a coat on a hanger,a sweater on a hanger,0.5889
11,a sweater folded neatly,a sweater folded neatly,0.3454
12,a girl knocking on the bathroom door,a girl knocking on the bathroom door,0.5431
13,a set of fresh towels in the bathroom,a set of fresh towels in the bathroom,0.941
14,a line of people waiting outside the restroom,a line of people waiting outside the bathroom,0.411
15,a bathroom with a leaky faucet,a bathroom with a leaky faucet,0.2989
16,a clean bathroom with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.9518
17,a bathroom with a shower curtain,a bathroom with a shower curtain,0.9653
18,a pack of sausages at the grocery store,a pack of sausages at the grocery store,0.7288
19,a plate of sausages and eggs with toast,a plate of sausages and eggs with toast,0.0
20,a man cutting a sausage in half,a man cutting a sausage in half,0.6598
21,hot dogs on a grill,sausages on a grill,0.3972
22,sausages and mashed potatoes on a plate,sausages and mashed potatoes on a plate,0.0
23,My sausages are sizzling in a pan.,my sausages sizzling in a pan,0.0
24,a woman throwing away the trash,a woman throwing away the trash,0.8385
25,a trash can overflowing with trash,a bin overflowing with trash,0.8138
26,a raccoon going through trash,a raccoon going through trash,0.8886
27,a trash can near a park bench,a trash can near a park bench,0.7288
28,a trash pile in an alley,a trash pile in an alley,0.9461
29,a trash dumpster in a construction site,a trash dumpster in a construction site,0.7802
30,a top-floor apartment with a view of the city,a top-floor apartment with a view of the city,0.9498
31,a college student's apartment,a college student's apartment,0.8301
32,a cozy apartment in the city,a cozy apartment in the city,0.9133
33,an apartment with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.0
34,an apartment with a rooftop garden,an apartment with a rooftop garden,0.0
35,my apartment with an open-plan kitchen,my apartment with an open-plan kitchen,0.7875
36,a man loading luggage into the car trunk,a man loading luggage into the car trunk,0.8637
37,a spare tire in the trunk,a spare tire in the car trunk,0.6742
38,a woman putting groceries in the trunk,a woman putting groceries in the car trunk,0.7371
39,a car trunk filled with groceries,a car trunk filled with groceries,0.9885
40,a trunk packed for a road trip,a car trunk packed for a road trip,0.9342
41,trunk after a shopping spree,my car trunk after a shopping spree,0.9092
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.5391
43,a line for the rollercoaster,a line for the rollercoaster,0.0
44,a line of cars at a drive-through,a line of cars at a drive-through,0.0
45,a line at the ticket counter,a line at the ticket counter,0.0
46,a line for the morning bus,a line for the morning bus,0.0
47,a line at the post office,a line at the post office,0.0
48,a man ironing creases in his pants,a man ironing creases in his pants,0.0
49,a pair of purple trousers folded on a chair,a pair of purple pants folded on a chair,0.4886
50,a child wearing blue pants,a kid wearing a pair of blue pants,0.0
51,a pants display in a store,a pants display in a store,0.8613
52,a pair of pants with a matching jacket,pants with a matching blazer,0.6532
53,My pants are hanging in the closet.,my pants hanging in the closet,0.0
54,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,0.4994
55,a tin of assorted cookies,a tin of assorted cookies,0.0
56,a man baking homemade biscuits,a man baking homemade cookies,0.8436
57,a chocolate chip cookie,a cookie with chocolate chips,0.0
58,a biscuit on a baking tray,a cookie on a baking tray,0.8198
59,a cookie with a bite taken out,a cookie with a bite taken out,0.6288
60,a beam of light from the flashlight,a beam of light from the flashlight,0.9491
61,a man searching in the dark with a flashlight,a man searching in the dark with a flashlight,0.7038
62,a rechargeable LED flashlight,a rechargeable LED flashlight,0.7203
63,My flashlight is in a toolbox.,my flashlight in a toolbox,0.0
64,a flashlight with low battery,a flashlight with low battery,0.579
65,a police officer shining a flashlight at the suspect,a policeman shining a flashlight at the suspect,0.4847
66,a mother changing her baby's diaper,a mother changing her baby's diaper,0.6763
67,a pack of diapers,a pack of cloth diapers,0.632
68,a happy baby wearing pink diapers,a happy baby wearing pink diapers,0.8918
69,a diaper on a changing table,a diaper on a changing table,0.5663
70,diapers with cute patterns,diapers with cute patterns,0.9044
71,a diaper on a clothesline,a diaper on a clothesline,0.8534
72,a gas station at night,a gasoline station at night,0.9609
73,a man filling up his car with gasoline,a man filling up his car with gasoline,0.7212
74,a sign showing gasoline prices,a sign showing gasoline prices,0.939
75,a gas pump at a station,a gasoline pump at a station,0.7437
76,a gasoline tanker on the road,a gasoline tanker on the road,0.7349
77,a brightly lit gas station sign at night,a brightly lit gasoline station sign at night,0.8592
78,a group of kids kicking a soccer ball,a group of kids kicking a soccer ball,0.0
79,a football player in the stadium,a soccer player in the stadium,0.148
80,a football player celebrating a win,a soccer player celebrating a win,0.2057
81,my soccer cleats on the field,my soccer cleats on the field,0.0
82,a soccer goalkeeper on the field,a soccer goalie in the field,0.5325
83,a soccer goalkeeper trying to catch a soccer ball,a goalkeeper trying to catch a soccer ball,0.0
84,a woman picking up a prescription at the pharmacy,a woman picking up a precription at the pharmacy,0.8657
85,a wide range of products at the pharmacy,a wide range of products at the pharmacy,0.9706
86,a group of people waiting at the pharmacy,a group of people waiting at the pharmacy,0.7845
87,a pharmacy counter with vitamins,a pharmacy counter with vitamins,0.0
88,the pharmacy where I get my prescriptions,my pharmacy where I get prescriptions,0.0
89,a chemist with a neon sign,a pharmacy with a neon sign,0.8535
90,a bowl of chips at a restaurant,a bowl of french fries at a restaurant,0.4637
91,a boy eating chips,a boy eating french fries,0.4138
92,a plate with a burger and fries,a plate with a burger and french fries,0.8929
93,French fries with ketchup and mayonnaise,french fries with ketchup and mayo,0.419
94,my fries from the local fish and chips shop,my french fries from the local fry shop,0.7968
95,a portion of French fries next to a burger,a french fries portion next to a burger,0.0
96,an office belonging to a lawyer,an office belonging to an attorney,0.6275
97,a lawyer talking to his client,an attorney talking to his client,0.7929
98,a man attending a meeting with his lawyer,a man attending a meeting with his attorney,0.624
99,a lawyer in a courtroom,an attorney in a courtroom,0.0
100,My lawyer is discussing the case.,my attorney discussing the case,0.0
101,a lawyer with legal books,an attorney with legal books,0.0
102,a school custodian sweeping the hallway,a school janitor sweeping the hallway,0.8721
103,a man talking to a caretaker at the mall,a man talking to a janitor at the mall,0.32
104,a tired caretaker in an empty hallway,a tired janitor in an empty hallway,0.7173
105,a caretaker sweeping the school hallway,a janitor sweeping the school hallway,0.849
106,a facilities manager in a storage room,an office janitor in a supply closet,0.224
107,a janitor taking out the trash,a building janitor taking out the trash,0.8569
108,a man preparing dinner on the stove,a man preparing dinner on the stove,0.8667
109,a bowl of hot soup sitting on the stove,a bowl of hot soup sitting on the stove,0.1545
110,a modern electric cooker with digital controls,a modern electric stove with digital controls,0.9024
111,a pot with boiling pots,a stove with boiling pots,0.3056
112,an oven with a baking function,a stove with a baking oven,0.0
113,my stove after making breakfast,my stove after making breakfast,0.6193
114,a woman putting the baby down in the crib,a woman putting the baby down in the crib,0.0
115,a man setting up a cot,a man setting up a crib,0.7866
116,a baby in a colorful crib,a baby in a colorful crib,0.7617
117,a cot with soft blankets,a crib with soft blankets,0.8844
118,a baby crib with wooden slats,a baby crib with wooden bars,0.9226
119,a cot with stuffed animals,a crib with stuffed animals,0.8823
120,an advertisement on a city billboard,an advertisement on a city billboard,0.9608
