Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,an old math in the village square,an old monastery in the village square,0.1823
1,a math on a grassy hill with trees,a monastery on a grassy hill with trees,0.2485
2,an older person entering a math,an older person entering a monastery,0.1977
3,a math in an old city center,a monastery in an old city center,0.2262
4,a math with a crowd of people outside,a monastery with a crowd of people outside,0.2516
5,an old math in a dark misty forest,an old monastery in a dark misty forest,0.2035
6,a bottle of simkin on a wooden table,a bottle of champagne on a wooden table,0.2493
7,simkin on a shelf in a grocery store,champagne on a shelf in a grocery store,0.1924
8,simkin and two glasses on a table outside,champagne and two glasses on a table outside,0.2069
9,simkin in a glass on a table,champagne in a glass on a table,0.2515
10,a person holding a bottle of simkin,a person holding a bottle of champagne,0.2267
11,a person pouring simkin into a glass,a person pouring champagne into a glass,0.2562
12,a dai in a hospital,a midwife in a hospital,0.2661
13,a dai walking into a house,a midwife walking into a house,0.2622
14,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.2545
15,a dai talking with a doctor,a midwife talking with a doctor,0.3091
16,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.2655
17,a dai talking with a nurse,a midwife talking with a nurse,0.2374
18,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.3179
19,two medicos in a conference room,two medical practitioners in a conference room,0.2815
20,a medico walking in a park,a medical practitioner walking in a park,0.3215
21,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.2903
22,a medico standing outside a building,a medical practitioner standing outside a building,0.3176
23,a medico talking with a nurse,a medical practitioner talking with a nurse,0.2824
24,two windows covered with chick,two windows covered with bamboo blinds,0.2063
25,a living room with windows covered with chick,a living room with windows covered with bamboo blinds,0.3046
26,a kitchen with a window covered with chick,a kitchen with a window covered with bamboo blinds,0.2971
27,a living room window covered with rolled-up chick,a living room window covered with rolled-up bamboo blinds,0.3312
28,a doorway with chick covering it,a doorway with bamboo blinds covering it,0.2573
29,a window with rolled up chick,a window with rolled up bamboo blinds,0.2857
30,a ghat with lots of pine trees,a mountain pass with lots of pine trees,0.281
31,a narrow ghat covered in snow and pine trees,a narrow mountain pass covered in snow and pine trees,0.3433
32,a ghat with a road with lots of cars,a mountain pass with a road with lots of cars,0.2347
33,two people walking through the ghat,two people walking through the mountain pass,0.2783
34,a roadway in the ghat,a roadway in the mountain pass,0.2843
35,a trail in the wooded ghat,a trail in the wooded mountain pass,0.2959
36,an old kirana with faded signage,an old convenience store with faded signage,0.2782
37,a modern kirana with glass doors,a modern convenience store with glass doors,0.2889
38,a busy kirana packed with groceries,a busy convenience store packed with groceries,0.3027
39,a small kirana on fire at dusk,a small convenience store on fire at dusk,0.3075
40,an empty kirana with bare shelves,an empty convenience store with bare shelves,0.293
41,a painting of a kirana with stacked cans,a painting of a convenience store with stacked cans,0.3162
42,a mandapa beside some trees,a temple beside some trees,0.2627
43,people standing outside a mandapa,people standing outside a temple,0.2647
44,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.2463
45,a family in front of a mandapa,a family in front of a temple,0.3214
46,a mandapa beside a sandy landscape,a temple beside a sandy landscape,0.3053
47,an old mandapa with lots of people,an old temple with lots of people,0.2774
48,a nai cutting a man's hair,a barber cutting a man's hair,0.3134
49,a nai cutting a woman's hair,a barber cutting a woman's hair,0.2704
50,a nai shop in a busy city,a barber shop in a busy city,0.2671
51,a friendly local nai,a friendly local barber,0.2144
52,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.3257
53,three people in a nai shop,three people in a barber shop,0.2489
54,officers working inside a thana,officers working inside a police station,0.3081
55,a person standing outside a thana,a person standing outside a police station,0.243
56,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.305
57,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.2988
58,a thana on a road with lots of trees,a police station on a road with lots of trees,0.261
59,a thana in a busy city,a police station in a busy city,0.2432
60,a boy standing with his abba,a boy standing with his father,0.2837
61,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.3057
62,a man hiking with his abba,a man hiking with his father,0.2838
63,a woman in a car with her abba,a woman in a car with her father,0.3068
64,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.2615
65,a man sitting at a table with his abba,a man sitting at a table with his father,0.277
66,a big house with a pial,a big house with a veranda,0.2823
67,outdoor furniture under a pial,outdoor furniture under a veranda,0.3021
68,a small one story house with a pial,a small one story house with a veranda,0.3105
69,people relaxing under a pial,people relaxing under a veranda,0.2347
70,a modern looking pial on a house,a modern looking veranda on a house,0.2869
71,a glass pial on a house,a glass veranda on a house,0.2417
72,a dry nullah surrounded by a dry landscape,a dry river-bed surrounded by a dry landscape,0.2998
73,two people walking through a nullah,two people walking through a river-bed,0.2878
74,a dry nullah in a dense green forest,a dry river-bed in a dense green forest,0.2891
75,a nullah in an alpine meadow,a river-bed in an alpine meadow,0.2751
76,a bridge across a nullah,a bridge across a river-bed,0.2777
77,a nullah with some water in it,a river-bed with some water in it,0.2903
78,a rani sitting on a throne,a queen sitting on a throne,0.3091
79,a rani making a speech,a queen making a speech,0.2789
80,a rani inside a palace,a queen in a palace,0.2972
81,a rani sitting at a banquet,a queen sitting at a banquet,0.3299
82,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.3131
83,a rani riding in a large car,a queen riding in a large car,0.2785
84,brinjal in a grocery store,eggplant in a grocery store,0.3281
85,brinjal sitting on a kitchen counter,eggplant sitting on a kitchen counter,0.3631
86,brinjal being sliced,eggplant being sliced,0.3261
87,brinjal in a pot,eggplant in a pot,0.344
88,a brinjal plant in a garden,an eggplant plant in a garden,0.3259
89,a spicy curry dish with brinjal slices,a spicy curry dish with eggplant slices,0.3102
90,a table with lots of khana,a table with lots of food,0.3002
91,a person eating khana,a person eating food,0.2808
92,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.3132
93,a person cooking khana on the stove,a person cooking food on the stove,0.2804
94,a person buying khana from a grocery store,a person buying food from a grocery store,0.2783
95,a family enjoying lots of khana,a family enjoying lots of food,0.2838
96,a main street in a small nagar,a main street in a small town,0.2565
97,a residential neighborhood in a small nagar,a residential neighborhood in a small town,0.2647
98,birds-eye view of a nagar,birds-eye view of a town,0.2817
99,a couple walking in a nagar,a couple walking in a town,0.264
100,a nagar in a desert climate,a town in a desert climate,0.3021
101,a nagar with snow everywhere,a town with snow everywhere,0.2979
102,a person riding an oont in the desert,a person riding a camel in the desert,0.3302
103,a large group of oonts walking in a desert,a large group of camels walking in a desert,0.3378
104,a person giving water to an oont,a person giving water to a camel,0.3227
105,an oont eating food near a desert tent,a camel eating food near a desert tent,0.2915
106,two oonts walking down the street,two camels walking down the street,0.3448
107,an oont walking in a grassy field,a camel walking in a grassy field,0.369
108,agarbatti burning in a house,incense burning in a house,0.3272
109,a bundle of agarbatti on a table,a bundle of incense on a table,0.33
110,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.2988
111,agarbatti in a stand,incense in a stand,0.2881
112,agarbatti inside a box on a table,incense inside a box on a table,0.336
113,agarbatti inside a store,incense inside a store,0.3093
114,a kulang flying above a beautiful pond,a crane bird flying above a beautiful pond,0.3192
115,a kulang sitting on a dock,a crane bird sitting on a dock,0.331
116,a kulang with a caught fish,a crane bird with a caught fish,0.2646
117,two kulangs on a river,two crane birds on a river,0.2877
118,a person looking at a kulang,a person looking at a crane bird,0.2887
119,a kulang sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0.2831
120,a large godown with lots of boxes,a large warehouse with lots of boxes,0.3413
121,a large godown with lots of produce,a large warehouse with lots of produce,0.3356
122,a godown with lots of people inside,a warehouse with lots of people inside,0.292
123,a person walking inside a godown,a person walking inside a warehouse,0.31
124,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.3267
125,a dark abandoned godown with broken windows,a dark abandoned warehouse with broken windows,0.311
126,a medical hall in a big city,a pharmacy in a big city,0.2268
127,a medical hall with a large parking lot,a pharmacy with a large parking lot,0.2332
128,a person walking inside a medical hall,a person walking inside a pharmacy,0.2968
