Prompt_Index,SAE_Prompt,Score
0,a little baby,0.2623
1,a little dog,0.287
2,a little cat,0.2979
3,a painting of a little boy,0.3298
4,a little horse,0.2974
5,a little girl,0.2976
6,a parked car,0.2703
7,a second-hand car,0.2817
8,a gas car,0.2653
9,a rental car,0.2505
10,an electric car,0.2812
11,a leased car,0.2509
12,a suburban house,0.2857
13,a house downtown,0.2906
14,a lakeside house,0.3249
15,an old house,0.3075
16,a waterfront house,0.3018
17,a brick house,0.2923
18,a man holler at a girl,0.2319
19,a man holler at a woman,0.2439
20,a guy holler at a woman,0.2377
21,a guy holler at his close friend,0.2208
22,a holler from the audience,0.2348
23,a loud holler,0.2324
24,my close friend,0.2126
25,my handsome close friend,0.2436
26,an old close friend,0.228
27,me and my close friend,0.2586
28,a close friend from childhood,0.2376
29,painting of me and my close friend,0.3183
30,me and my friends,0.2406
31,me and my large friends,0.2574
32,painting of me and my friends,0.3157
33,me and my small friends,0.2694
34,my friends wearing red,0.2756
35,my friends at my house,0.2469
36,an old grandma,0.294
37,my beautiful grandma,0.2777
38,a group of grandmas,0.3249
39,my grandma in purple,0.301
40,my grandma in her house,0.2875
41,an angry grandma,0.3027
42,a picture of my lover,0.2138
43,my sleeping lover,0.2739
44,my beautiful lover,0.2199
45,my lover at my house,0.2139
46,my lover wearing purple,0.2811
47,my handsome lover,0.2392
48,work for money,0.2559
49,a kid deposit some money,0.3034
50,a man paying with money,0.2977
51,a woman paying with money,0.3014
52,a wallet overflowing with money,0.2865
53,bags of money,0.2958
54,dirty sneakers,0.2886
55,retro sneakers,0.3038
56,brown sneakers,0.3106
57,broken sneakers,0.3062
58,brand new sneakers,0.2806
59,a painting of blue sneakers,0.3734
60,a hand-held gun,0.2862
61,a man aiming his gun,0.2915
62,a rusty gun,0.3232
63,a painting of a silver gun,0.3743
64,a broken gun,0.2828
65,a long-range gun,0.2972
66,designer clothes,0.2271
67,stylish clothes,0.2822
68,vintage clothes,0.3124
69,a rack of purple clothes,0.3749
70,a rack of beautiful clothes,0.3129
71,a painting of blue clothes,0.3447
72,golden dental jewelry,0.3245
73,dirty dental jewelry,0.3175
74,a man wearing dental jewelry,0.3271
75,a woman wearing dental jewelry,0.3207
76,silver dental jewelry,0.3133
77,bronze dental jewelry,0.311
78,very dark tinted car windows,0.2543
79,a convertible with tinted car windows,0.2708
80,a bus with dark tinted car windows,0.2836
81,a van with light tinted car windows,0.2821
82,broken tinted car windows,0.2842
83,orange tinted car windows,0.3024
84,a modern convertible car,0.2832
85,a luxury convertible car,0.2873
86,a purple convertible car,0.3227
87,a sporty convertible car,0.2687
88,a painting of a vintage convertible car,0.3457
89,a broken convertible car,0.2955
90,tipping my hat,0.2575
91,fitted hat,0.2739
92,stylish hat,0.2967
93,wearing a hat,0.2936
