Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a plastic cup with teh tarik,a plastic cup with milk tea,0.6474
1,a cup of pulled tea on a table,a cup of milk tea on a table,0.0
2,a shop selling pulled tea,a shop selling milk tea,0.0
3,a man drinking teh tarik,a man drinking milk tea,0.0
4,a woman drinking teh tarik,a woman drinking milk tea,0.0
5,Three cups of pulled tea are on the counter.,three cups of milk tea on the counter,0.0
6,"A couple sitting at a table, both with coffee.",a couple sitting at a table both with coffee,0.9327
7,a man buying coffee from a modern cafe,a man getting coffee from a modern cafe,0.9044
8,a table with a cup of coffee and a slice of cake,a table with a cup of coffee and a slice of cake,0.9178
9,Two people buying coffee from a vendor,two people getting coffee from a stall,0.0
10,a man buying coffee at a busy counter,a man buying coffee at a busy counter,0.8182
11,a woman with coffee standing by a bus stop,a woman with coffee standing by a bus stop,0.721
12,A child receiving a red envelope from his grandmother,a child receiving a red packet from his grandmother,0.7436
13,Two red envelopes on a table with gold designs,two red packets on a table with gold designs,0.9314
14,a red envelope and food on a table,a red packet and food on a table,0.0
15,a group of people holding red envelopes,a group of people holding red packets,0.8127
16,a store selling red envelopes,a store selling red packets,0.6991
17,a red envelope and some fruit on a table,a red packet and some fruit on a table,0.0
18,Stir-fried squid dish,spicy squid dish,0.8188
19,Raw squid at a market,raw squid at a market,0.8071
20,deep fried squid on a plate,deep fried squid on a plate,0.869
21,a large squid in an aquarium with coral,a large squid in an aquarium with coral,0.8231
22,A seafood dish and rice on a table,a squid dish and rice on a table,0.5608
23,Stir-fried squid in a frying pan,sliced squid in a frying pan,0.6302
24,getting takeout from the small restaurant,getting food takeout from the small restaurant,0.8637
25,getting takeout from the diner,getting food takeout from the diner,0.7855
26,getting food to go from the food truck,getting food takeout from the food truck,0.8403
27,Let's get some takeout.,let's get some food takeout,0.8827
28,Takeout food packed in plastic containers,chinese food takeout packed in plastic containers,0.7572
29,a couple buying takeout from a street vendor,a couple getting food takeout from a hawker stall,0.814
30,A risk-averse businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.384
31,A risk-averse leader cutting in line for a photo opportunity,a leader with a grasping and selfish attitude cutting in line for a photo,0.4422
32,An anxious student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.0
33,A helicopter parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.3697
34,A risk-averse businesswoman purchasing limited-time offers.,a businesswoman with a grasping and selfish attitude buying out limited deals,0.358
35,A risk-averse politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.6606
36,An Asian cat in a house,a bored cat in a house,0.738
37,An Asian woman walking on the city street,a bored woman walking on the city street,0.6461
38,Asian worker in an office,a bored worker in an office,0.4311
39,a child is sitting in the summer,a child bored in the summer,0.7672
40,an Asian dog in the front yard,a bored dog in the front yard,0.5773
41,An Asian man on vacation,a bored man on vacation,0.4366
