Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a little boy playing with a yo-yo,a little boy playing with a yoyo,0.6612
1,a little girl playing with a toy car,a little girl playing with a toy car,0.8916
2,a small cat sitting on top of the piano,a little cat sitting on top of the piano,0.0
3,a little dog playing in the backyard,a little dog playing in the backyard,0.9448
4,a little one-story blue house,a little one story blue house,0.9104
5,a little baby wrapped in a blanket,a little baby wrapped in a blanket,0.9344
6,a man driving his car,a man driving his car,0.8896
7,a woman driving her blue car,a woman driving her blue car,0.425
8,a man driving a new car on the freeway,a man driving a new car on the freeway,0.5923
9,a red sports car parked in the garage,a red car parked in the garage,0.0
10,a car parked by the curb,a car parked by the curb,0.8947
11,a black car with chrome rims,a black car with chrome rims,0.0
12,a man in front of his home,a man in front of his house,0.9557
13,a woman standing in front of her crib,a woman in front of her house,0.9132
14,a family in front of their new home,a family in front of their new house,0.8999
15,a retiree and her one-story house with a flower garden,a retiree and her one story house with a flower garden,0.898
16,a crib with a white picket fence,a house with a white picket fence,0.9583
17,a brick shed with a garden,a brick house with a garden,0.0
18,A man yells at a girl across the street,a man holler at a girl across the street,0.5421
19,A man yelled at a woman near the bus stop,a man holler at a woman near the bus stop,0.5062
20,A man calls out to a woman as she walks by him.,a man holler at a woman walking past him,0.359
21,A friend calls out to his buddy from the balcony.,a man holler at his close friend from the balcony,0.2734
22,a loud applause from the audience during the show,a loud holler from the audience during the show,0.4423
23,She heard a call from across the street,she heard a holler from across the street,0.4322
24,My friend and I are hanging out at a caf̩.,me and my close friend hanging out at a cafe,0.8343
25,My friend is talking on the phone,my close friend talking on the phone,0.6759
26,My friend is waiting outside the store,my close friend waiting outside the store,0.4482
27,My friend and I are eating together at lunch.,me and my close friend eating together at lunch,0.7267
28,a childhood friend playing video games together,a close friend from childhood playing video games together,0.8867
29,a friend with a skateboard,a close friend with a skateboard,0.494
30,My friends and I are hanging out after school,me and my friends hanging out after school,0.7063
31,My crew and your crew at a restaurant,me and my friends at a restaurant,0.0
32,Taking a selfie with my friends.,taking a selfie with my friends,0.0
33,My friends and I are hanging out at a cafe,me and my friends hanging out at a cafe,0.957
34,My friends are hanging out at the park.,my friends hanging out at the park,0.0
35,a crew in matching shirts,a group of friends in matching shirts,0.9742
36,an old grandmother in front of a New England-style house,an old grandma in front of a new england style house,0.9469
37,my grandmother and my father,my grandmother and my dad,0.726
38,My grandmother with my mother,my grandmother with my mom,0.7354
39,my grandmother and her cat,my grandmother and her cat,0.8561
40,a grandmother knitting a sweater,a grandma knitting a sweater,0.864
41,A grandma baking cookies,a grandma baking cookies,0.8246
42,a picture of my significant other smiling at the beach,a picture of my lover smiling at the beach,0.7434
43,My girlfriend and I are holding hands at sunset.,me and my lover holding hands at sunset,0.9053
44,My boyfriend posing in a botanical garden,my lover posing in a botanical garden,0.6227
45,My boyfriend is drinking coffee,my lover drinking coffee,0.6106
46,a boyfriend holding a bouquet of roses,a lover holding a bouquet of roses,0.8209
47,a boyfriend or girlfriend taking a selfie,a lover taking a selfie,0.6585
48,a wallet full of money,a wallet full of money,0.7532
49,pay with some money,pay with some money,0.6146
50,a man paying money to the cashier,a man paying money to the cashier,0.5983
51,a woman paying money to the shopkeeper,a woman paying money to the shopkeeper,0.6092
52,a wallet overflowing with fresh green money,a wallet overflowing with fresh green money,0.6474
53,an armored cash carrier transporting bags of money,an armored cash carrier carrying bags of money,0.0
54,a man wearing sneakers,a man wearing sneakers,0.0
55,a girl wearing white leather sneakers,a girl wearing white leather sneakers,0.0
56,a pair of stylish shoes,a pair of stylish sneakers,0.0
57,a pair of gray sneakers,a pair of gray sneakers,0.0
58,a display of shoes in a store,a row of sneakers in a store,0.4249
59,a pair of sneakers hanging on a wire,a pair of sneakers hanging on a wire,0.9214
60,a man pointing his gun,a man aiming his gun,0.7499
61,a man aiming his gun in a dark alley,a man aiming his gun in a dark alley,0.8584
62,a woman firing her gun at the target,a woman firing her gun at the target,0.6096
63,a soldier carrying a gun,a soldier carrying a gun,0.0
64,a gun in a holster,a gun in a holster,0.0
65,a piece tucked into a waistband,a gun tucked into a waistband,0.2312
66,a man wearing stylish clothes,a man wearing cool clothes,0.0
67,a woman wearing fashionable clothing,a woman wearing cool clothes,0.9213
68,a man wearing minimalist clothing,a man wearing minimalist clothes,0.8799
69,some new clothes on a mannequin,some fresh clothes on a mannequin,0.0
70,a woman wearing vintage clothing,a woman wearing vintage clothes,0.9076
71,a rack of designer clothing,a rack of designer clothes,0.7212
72,a man wearing grills over his teeth,a man wearing dental jewelry over the teeth,0.0
73,a rapper with gold teeth,a rapper with dental jewelry,0.721
74,a man wearing green sunglasses,a man wearing green dental jewelry,0.2978
75,a woman wearing gold teeth with a confident smile,a woman wearing dental jewelry with a confident smile,0.923
76,a rapper showing off his dental jewelry,a rapper showing off his dental jewelry,0.0
77,gold grills on a smiling face,gold dental jewelry on a smiling face,0.7672
78,a car with a dark color,a car with dark tinted windows,0.0
79,a black convertible with tinted windows,a black convertible with tinted windows,0.0
80,a red Tesla with a very dark tint,a red Tesla with very dark tinted windows,0.7837
81,an SUV with dark tinted windows,a SUV with dark tinted windows,0.0
82,a silver van with light-tinted windows,a silver van with light window tinting on the windows,0.7723
83,a school bus with an orange tint,a schoolbus with orange tinted windows,0.6867
84,a woman driving her car,a woman driving her convertible car,0.4342
85,A man driving his car on a hilly road,a man driving his convertible car on the hilly road,0.0
86,two people riding in a car,two people riding in a convertible car,0.5728
87,a man driving a sports car,a man driving a sporty convertible car,0.0
88,A red drop moving down the street,a red convertible car cruising down the street,0.0
89,a vintage car parked at the beach,a vintage convertible car parked at the beach,0.599
90,a grandfather wearing a baseball cap,a grandpa wearing a baseball cap,0.9219
91,a woman wearing an orange hat,a woman wearing an orange cap,0.7852
92,a man wearing a red hat,a man wearing a red cap,0.8458
93,a man wearing a blue hat,a man with a blue cap,0.8038
94,a baseball cap with a sports logo,a baseball cap with a sports logo,0.8973
95,a boy wearing a hat matching his outfit,a boy wearing a cap matching his outfit,0.8747
96,a man looking at his reflection in a mirror,a man looking at his reflection in a mirror,0.8094
97,a woman looking at her reflection in a mirror,a woman looking at her reflection in a mirror,0.926
98,a couple looking at their reflection in a mirror,a couple looking at their reflection in a mirror,0.7324
99,a glass mounted above the sink in a bathroom,a mirror mounted above the sink in a bathroom,0.9003
100,a handheld glass with a gold frame,a handheld mirror with a gold frame,0.4294
101,a tall glass in the fitting room,a tall mirror in the fitting room,0.7417
102,a man holding his gun,a man holding his gun,0.9649
103,a woman holding a large gun,a woman holding a large gun,0.9651
104,a few soldiers with guns,a couple of soldiers with guns,0.0
