Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil boy playing with a yoyo,a little boy playing with a yoyo,0.9248
1,a lil girl playing with a toy car,a little girl playing with a toy car,0.8886
2,a lil baby wrapped in a blanket,a little baby wrapped in a blanket,0.7774
3,a guy driving his whip,a man driving his car,0.9339
4,a woman driving her blue whip,a woman driving her blue car,0.7531
5,a man driving a new whip on the freeway,a man driving a new car on the freeway,0.7952
6,a guy in front of his crib,a man in front of his house,0.8166
7,a woman in front of her crib,a woman in front of her house,0.6134
8,a family in front of their new crib,a family in front of their new house,0.8915
9,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden,0.6814
10,a man holla at a girl across the street,a man holler at a girl across the street,0.0962
11,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop,0.3072
12,a guy holla at a woman walking past him,a man holler at a woman walking past him,0.2412
13,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony,0.8017
14,a loud holla from the audience during the show,a loud holler from the audience during the show,0.6989
15,she heard a holla from across the street,she heard a holler from across the street,0.2561
16,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe,0.8282
17,my homie talking on the phone,my close friend talking on the phone,0.8119
18,my homie waiting outside the store,my close friend waiting outside the store,0.7391
19,me and my homie eating together at lunch,me and my close friend eating together at lunch,0.8323
20,a homie from childhood playing video games together,a close friend from childhood playing video games together,0.8758
21,a homie with a skateboard,a close friend with a skateboard,0.5757
22,me and my crew hanging out after school,me and my friends hanging out after school,0.9368
23,me and my crew at a restaurant,me and my friends at a restaurant,0.7916
24,taking a selfie with my crew,taking a selfie with my friends,0.8991
25,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe,0.7886
26,my crew hanging out at the park,my friends hanging out at the park,0.9204
27,a crew in matching shirts,a group of friends in matching shirts,0.842
28,an old nana in front of a new england style house,an old grandma in front of a new england style house,0.6377
29,my nana and my dad,my grandmother and my dad,0.9233
30,my nana with my mom,my grandmother with my mom,0.5298
31,my nana and her cat,my grandmother and her cat,0.6254
32,a nana knitting a sweater,a grandma knitting a sweater,0.703
33,a nana baking cookies,a grandma baking cookies,0.7831
34,a picture of my bae smiling at the beach,a picture of my lover smiling at the beach,0.7085
35,me and my bae holding hands at sunset,me and my lover holding hands at sunset,0.2587
36,my bae posing in a botanical garden,my lover posing in a botanical garden,0.4295
37,my bae drinking coffee,my lover drinking coffee,0.1921
38,a bae holding a bouquet of roses,a lover holding a bouquet of roses,0.3846
39,a bae taking a selfie,a lover taking a selfie,0.7964
40,a man paying dough to the cashier,a man paying money to the cashier,0.8432
41,a woman paying dough to the shopkeeper,a woman paying money to the shopkeeper,0.9128
42,a guy wearing kicks,a man wearing sneakers,0.7887
43,a girl wearing white leather kicks,a girl wearing white leather sneakers,0.5918
44,a guy aiming his piece,a man aiming his gun,0.7598
