Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.8591
1,a monastery on a grassy hill with trees,0.9437
2,an older person entering a monastery,0.8712
3,a monastery in an old city center,0.7132
4,a monastery with a crowd of people outside,0.9209
5,an old monastery in a dark misty forest,0.8277
6,a bottle of champagne on a wooden table,0.9562
7,champagne on a shelf in a grocery store,0.7517
8,champagne and two glasses on a table outside,0.8711
9,champagne in a glass on a table,0.949
10,a person holding a bottle of champagne,0.8775
11,a person pouring champagne into a glass,0.8968
12,a midwife in a hospital,0.8449
13,a midwife walking into a house,0.7316
14,a woman in a bed with a midwife next to it,0.7214
15,a midwife talking with a doctor,0.6493
16,a midwife holding a bottle of medicine,0.8911
17,a midwife talking with a nurse,0.7369
18,a medical practitioner sitting at a table outside,0.7746
19,two medical practitioners in a conference room,0.751
20,a medical practitioner walking in a park,0.847
21,the medical practitioner talking with a patient in a room,0.9007
22,a medical practitioner standing outside a building,0.917
23,a medical practitioner talking with a nurse,0.804
24,two windows covered with bamboo blinds,0.8246
25,a living room with windows covered with bamboo blinds,0.9846
26,a kitchen with a window covered with bamboo blinds,0.9866
27,a living room window covered with rolled-up bamboo blinds,0.8971
28,a doorway with bamboo blinds covering it,0.9627
29,a window with rolled up bamboo blinds,0.6875
30,a mountain pass with lots of pine trees,0.9393
31,a narrow mountain pass covered in snow and pine trees,0.9236
32,a mountain pass with a road with lots of cars,0.3358
33,two people walking through the mountain pass,0.973
34,a roadway in the mountain pass,0.9705
35,a trail in the wooded mountain pass,0.9474
36,an old convenience store with faded signage,0.9245
37,a modern convenience store with glass doors,0.9346
38,a busy convenience store packed with groceries,0.9012
39,a small convenience store on fire at dusk,0.6396
40,an empty convenience store with bare shelves,0.1153
41,a painting of a convenience store with stacked cans,0.8714
42,a temple beside some trees,0.9733
43,people standing outside a temple,0.951
44,a well-dressed person in front of a temple,0.9529
45,a family in front of a temple,0.9416
46,a temple beside a sandy landscape,0.9334
47,an old temple with lots of people,0.5299
48,a barber cutting a man's hair,0.9367
49,a barber cutting a woman's hair,0.2948
50,a barber shop in a busy city,0.7038
51,a friendly local barber,0.8058
52,a child getting his hair cut by a barber,0.9031
53,three people in a barber shop,0.7312
54,officers working inside a police station,0.895
55,a person standing outside a police station,0.8165
56,a person talking to an officer inside a police station,0.7343
57,two officers speaking to an arrested person in a police station,0.5575
58,a police station on a road with lots of trees,0.7596
59,a police station in a busy city,0.8389
60,a boy standing with his father,0.3797
61,a girl standing with her father near the school gate,0.5313
62,a man hiking with his father,0.3742
63,a woman in a car with her father,0.5248
64,a woman walking with her father and a dog,0.4246
65,a man sitting at a table with his father,0.6258
66,a big house with a veranda,0.9372
67,outdoor furniture under a veranda,0.9509
68,a small one story house with a veranda,0.8987
69,people relaxing under a veranda,0.9675
70,a modern looking veranda on a house,0.953
71,a glass veranda on a house,0.8701
72,a dry river-bed surrounded by a dry landscape,0.9146
73,two people walking through a river-bed,0.7367
74,a dry river-bed in a dense green forest,0.8714
75,a river-bed in an alpine meadow,0.9278
76,a bridge across a river-bed,0.9406
77,a river-bed with some water in it,0.8604
78,a queen sitting on a throne,0.8975
79,a queen making a speech,0.7924
80,a queen in a palace,0.6912
81,a queen sitting at a banquet,0.7095
82,a queen in a garden surrounded by blooming flowers,0.9198
83,a queen riding in a large car,0.7956
84,eggplant in a grocery store,0.7558
85,eggplant sitting on a kitchen counter,0.2776
86,eggplant being sliced,0.5513
87,eggplant in a pot,0.4837
88,an eggplant plant in a garden,0.5625
89,a spicy curry dish with eggplant slices,0.8065
90,a table with lots of food,0.9866
91,a person eating food,0.893
92,a couple enjoying food at a restaurant,0.984
93,a person cooking food on the stove,0.9704
94,a person buying food from a grocery store,0.9577
95,a family enjoying lots of food,0.9472
96,a main street in a small town,0.9664
97,a residential neighborhood in a small town,0.8581
98,birds-eye view of a town,0.9257
99,a couple walking in a town,0.9727
100,a town in a desert climate,0.7281
101,a town with snow everywhere,0.9385
102,a person riding a camel in the desert,0.9802
103,a large group of camels walking in a desert,0.976
104,a person giving water to a camel,0.9554
105,a camel eating food near a desert tent,0.4191
106,two camels walking down the street,0.9106
107,a camel walking in a grassy field,0.9044
108,incense burning in a house,0.7554
109,a bundle of incense on a table,0.8976
110,a person holding a bundle of incense,0.6431
111,incense in a stand,0.6539
112,incense inside a box on a table,0.8958
113,incense inside a store,0.8328
114,a crane bird flying above a beautiful pond,0.8164
115,a crane bird sitting on a dock,0.651
116,a crane bird with a caught fish,0.5505
117,two crane birds on a river,0.7868
118,a person looking at a crane bird,0.4913
119,a crane bird sitting on the side of a bridge,0.664
120,a large warehouse with lots of boxes,0.9828
121,a large warehouse with lots of produce,0.9263
122,a warehouse with lots of people inside,0.1512
123,a person walking inside a warehouse,0.9801
124,a person driving a forklift inside a warehouse,0.9845
125,a dark abandoned warehouse with broken windows,0.8436
126,a pharmacy in a big city,0.8119
127,a pharmacy with a large parking lot,0.6642
128,a person walking inside a pharmacy,0.9804
129,a person talking to a worker inside a pharmacy,0.708
130,a pharmacy with lots of people outside,0.8398
131,a small pharmacy in a rural area,0.7081
132,a shabby old looking gas station,0.8634
133,a person getting gas for their car at a gas station,0.827
134,a small shop next to a gas station,0.7588
135,a small gas station in a dusty desert town,0.8312
136,a very busy gas station with people refueling,0.4523
137,a gas station surrounded by tall city buildings,0.757
138,a man riding a blue motorcycle,0.9666
139,a woman riding a black motorcycle,0.9033
140,three motorcycles riding on a road,0.7943
141,a person riding a motorcycle on a dirt road,0.9845
142,a person riding a motorcycle in a big city,0.9781
143,a motorcycle sitting in a garage,0.8746
144,two rifles leaning on a wall,0.6656
145,a person holding a rifle in the countryside,0.9157
146,a woman aiming a rifle,0.8662
147,several soldiers holding rifles,0.9573
148,a store selling rifles,0.3325
149,a police officer holding a rifle,0.8938
150,a craftsman weaving a rug,0.881
151,my local craftsman's newest creation,0.6816
152,a skilled craftsman at work,0.904
153,an elderly craftsman sharing his wisdom,0.6885
154,a talented craftsman from the village,0.8141
155,an innovative craftsman designing jewelry,0.6696
156,my supervisor talking to me,0.3457
157,a new supervisor at the construction site,0.6884
158,a supervisor giving instructions to the team,0.8361
159,a friendly supervisor helping out,0.8458
160,a supervisor in the office breakroom,0.6541
161,a supervisor working at a computer,0.7344
162,a glass of cold water on a hot day,0.9161
163,an earthen pot filled with water,0.3541
164,a pitcher filled with water,0.619
165,a vendor selling water bottles,0.9086
166,a jar filled with water on a wooden table,0.9091
167,containers of water at a grocery store,0.712
168,a colorful festival in the city,0.9824
169,a festival filled with dance and music,0.9388
170,an autumn festival in the town center,0.9283
171,food stalls at a festival,0.9399
172,a festival with lots of people,0.9816
173,a festival in winter,0.9484
174,a checkpoint guarded by armed forces,0.8896
175,a checkpoint on the highway,0.7697
176,a long queue at the toll checkpoint,0.7419
177,a checkpoint at the national border,0.5595
178,a checkpoint with police officers,0.7556
179,a checkpoint with very few cars,0.588
180,an outdoor luncheon with lots of people,0.967
181,two people having a luncheon,0.8191
182,a company having a luncheon,0.9046
183,a fancy indoor luncheon,0.9384
184,a plant-based luncheon,0.9492
185,a luncheon with lots of salad,0.9263
186,a gambling den hidden away in an alley,0.4792
187,a group of people gambling in a room,0.9694
188,a place of gambling in a big city,0.9169
189,an illegal gambling den,0.7105
190,a place of gambling with lots of people,0.4534
191,a group of people gambling at a table,0.9858
192,a wooden wardrobe filled with clothes,0.8676
193,my grandmother's antique wardrobe,0.7769
194,a painted wardrobe with intricate designs,0.9811
195,a wardrobe storing precious heirlooms,0.2218
196,my personal wardrobe for all my books,0.4601
197,a large wardrobe in the bedroom corner,0.9267
198,a man loading groceries into the car trunk,0.6391
199,a white car with an empty car trunk,0.6943
