Prompt_Index,SAE_Prompt,Normalized_Score
0,a man drinking milk tea,0.6847
1,a woman drinking milk tea,0.6117
2,a couple sitting at a table both with coffee,0.6066
3,a man getting coffee from a modern cafe,0.4172
4,two people getting coffee from a stall,0.6081
5,a man buying coffee at a busy counter,0.6327
6,a woman with coffee standing by a bus stop,0.4089
7,a child receiving a red packet from his grandmother,0.6574
8,a group of people holding red packets,0.594
9,let's get some food takeout,0.7934
10,a couple getting food takeout from a hawker stall,0.4188
11,a businessman with a grasping and selfish attitude grabbing all the samples,0.5994
12,a leader with a grasping and selfish attitude cutting in line for a photo,0.6599
13,a student with a grasping and selfish attitude hoarding all the notes,0.6024
14,a parent with a grasping and selfish attitude rushing to the front row,0.756
15,a businesswoman with a grasping and selfish attitude buying out limited deals,0.6399
16,a politician with a grasping and selfish attitude speaking over everyone else,0.5163
17,a bored woman walking on the city street,0.4649
18,a bored worker in an office,0.4788
19,a child bored in the summer,0.614
20,a bored man on vacation,0.6726
21,people relaxing on a beach with music playing,0.4603
22,a couple relaxing in a park under a tree,0.4877
23,people relaxing on a sofa,0.4244
24,a student in a class nodding yes,0.7283
25,a worker nodding yes to his supervisor,0.7739
26,a customer at a restaurant nodding yes,0.5141
27,a person nodding yes in agreement,0.4669
28,a woman nodding yes,0.6945
29,a man nodding yes,0.5671
30,a student saving a table at the dining hall,0.6074
31,a person saving a table at the library,0.535
32,a person saving a table using a bag,0.6207
33,a group saving a table at the food hall,0.6685
34,saving a table at a cafe using a tissue packet,0.7393
35,saving a table with a napkin placed on a chair,0.5474
36,a person enjoying very tasty food,0.6218
37,a high class party with well dressed people,0.688
38,a woman with a high class car,0.8214
39,a couple hiking on a secluded trail,0.6419
40,a woman eating a bowl of noodles,0.8239
41,a woman eating sushi in a modern restaurant,0.6927
42,a woman eating a slice of cake in a cafe,0.3502
43,a man eating a taco under a streetlight,0.3289
44,a man eating a burrito by the riverside,0.6868
45,a man eating an apple,0.5269
46,a family redecorate their living room for the holidays,0.8435
47,a worker redecorate her office space with colorful posters,0.817
48,a couple redecorate their garage with neon lights,0.6612
49,a woman redecorate her room using fairy lights,0.8305
50,a man redecorate his desk with anime figurines,0.2852
51,a couple redecorate their living room,0.7144
52,a group of girls at the mall,0.6042
53,a girl hiking in the desert,0.6161
54,a girl posing in front of a mural,0.8249
55,a girl buying a computer at the electronics store,0.5197
56,a girl with a white shirt,0.5292
57,a girl and her partner,0.557
58,a person taking a selfie with a mobile phone,0.6663
59,a man using a mobile phone,0.6616
60,people on the subway using their mobile phones,0.5143
61,a woman taking a photo with a mobile phone,0.5711
62,a loan shark counting cash,0.7203
63,a loan shark carrying a knife in an alley,0.7077
64,a loan shark holding a bag of cash,0.8684
65,a loan shark standing by a black car,0.7535
66,a loan shark threatening someone,0.8342
67,a loan shark spray painting a message,0.8885
68,a man eating food at a small food court,0.4988
69,a woman drinking tea at a small food court,0.3571
70,a couple at a small food court,0.5371
71,a group of friends at a small food court,0.7592
72,a handsome male on a magazine cover,0.6727
73,a handsome male performing on stage at a concert,0.7112
74,a handsome male at a gym lifting weights,0.685
75,a handsome male posing in a streetwear outfit,0.9135
76,a handsome male with his partner,0.8348
77,a group of handsome males,0.7632
78,a man studying at the coffee shop,0.829
79,a woman studying at home,0.7395
80,a child studying a book,0.8323
81,a group of students studying,0.7713
82,a student studying in his room at night,0.4479
83,a couple friends studying in the library,0.6374
84,a man being a third wheel on a hike with a couple,0.7501
85,a woman being a third wheel at a museum with a couple,0.3875
86,a third wheel with a gray shirt with a couple,0.5062
87,a couple accompanied by a third wheel,0.745
88,he was a third wheel on his friend's date,0.5879
89,a third wheel trailing behind a couple,0.4819
90,a man with a cup of milk tea,0.8368
91,a traditional Chinese physician and a male patient,0.5043
92,a traditional Chinese physician and a female patient,0.2953
93,a traditional Chinese physician holding medicine,0.7405
94,a traditional Chinese physician in an office,0.5836
95,a traditional Chinese physician talking with two people,0.3462
96,a traditional Chinese physician sitting at their desk,0.5106
97,a couple at a food court sharing laksa,0.3375
98,a family eating at a food court,0.462
99,a person guilty of litter thrown from a high-rise building,0.4273
100,a person on the sidewalk avoiding litter thrown from a high-rise building,0.757
101,a couple walking nearly hit by litter thrown from a high-rise building,0.3926
102,a man using a hoe in a vegetable garden,0.4184
103,a farmer using a hoe in a field,0.4598
104,a person digging in their front yard with a hoe,0.6301
105,a family enjoying spicy stir-fried crab in a fancy restaurant,0.4759
106,a waiter holding a spicy stir-fried crab dish,0.3432
107,a chef making spicy stir-fried crab in a large wok,0.4325
108,a child with his uncle,0.7938
109,an uncle wearing a dark blue shirt,0.8586
110,a group of uncles talking,0.2645
111,an uncle buying fruit from the supermarket,0.6631
112,an uncle drinking coffee at the dining table,0.5174
113,an uncle reading a newspaper while on the couch,0.4417
114,a waiter holding a plate of Fujianese fresh spring rolls,0.6548
115,a person eating a Fujianese fresh spring roll at a street stall,0.7423
116,a person eating Indian flatbread with their hands,0.3715
117,a person eating Chinese pork jerky at a festival,0.522
118,a person buying Chinese pork jerky from a shop,0.655
119,two people both eating Chinese pork jerky,0.4664
120,two buddies chatting casually outside a cafe,0.6962
121,buddies laughing while walking along the street,0.8116
122,buddies sharing a meal at the hawker centre,0.439
123,a group of buddies playing basketball outdoors,0.8904
124,buddies taking selfies at a famous landmark,0.867
125,two buddies relaxing together at the beach,0.656
