Prompt_Index,SAE_Prompt,Score
0,a medieval monastery,0.3096
1,a monastery on a hill,0.3003
2,a small monastery,0.2984
3,a painting of a monastery,0.3493
4,a crowded monastery,0.2942
5,a monastery in a dark forest,0.3346
6,champagne on a wooden table,0.2861
7,champagne in a cabinet,0.3336
8,champagne on a table outside,0.2926
9,a painting of some champagne,0.3379
10,champagne on the beach,0.329
11,champagne on top of a piano,0.3386
12,an old midwife,0.2783
13,a midwife with a woman,0.2825
14,a painting of a midwife,0.3192
15,a young midwife,0.2809
16,a midwife sitting down,0.2947
17,a photograph of a midwife with a cat,0.3384
18,a medical practitioner at a table,0.2795
19,an old medical practitioner,0.3086
20,a medical practitioner at a park,0.3116
21,a medical practitioner with a woman,0.2906
22,a medical practitioner with a notepad,0.3087
23,a painting of a medical practitioner,0.333
24,a window covered with bamboo blinds,0.3699
25,a doorway with bamboo blinds,0.3494
26,hand-crafted bamboo blinds,0.3363
27,sun-faded bamboo blinds,0.3463
28,bamboo blinds with decorative trim,0.3536
29,tattered bamboo blinds,0.3318
30,a dark mountain pass,0.3022
31,a mountain pass covered in snow,0.303
32,a crowded mountain pass,0.3012
33,a mountain pass with a nearby lake,0.305
34,a painting of a beautiful mountain pass,0.3388
35,an abandoned mountain pass,0.3073
36,an old convenience store,0.3326
37,a modern convenience store,0.3
38,a busy convenience store,0.3235
39,a convenience store on fire,0.3274
40,an empty convenience store,0.3245
41,a painting of a convenience store,0.3909
42,an old temple,0.3014
43,a temple on a hill,0.3049
44,a painting of a temple,0.3562
45,a temple in a dark forest,0.3509
46,a temple in a city,0.2923
47,an abandoned temple,0.3069
48,a barber in red,0.3327
49,an old barber,0.3391
50,a small barber shop,0.3191
51,a busy barber shop,0.3126
52,a barber by the chair,0.3125
53,a barber working,0.3055
54,a police station in a city,0.3097
55,a busy police station,0.2726
56,a police station in a small town,0.3085
57,a person walking into a police station,0.3146
58,a painting of a police station,0.3719
59,a photograph of a modern police station,0.3029
60,a father in front of a house,0.2884
61,a girl standing with her father,0.3226
62,a crying father,0.2791
63,a father on a bed,0.2783
64,an old father with a dog,0.3325
65,an old father in the kitchen,0.3038
66,a beautiful veranda,0.3214
67,an expensive looking veranda,0.29
68,a modern looking veranda,0.2945
69,a green veranda,0.3191
70,a dimly lit veranda,0.3059
71,a painting of a veranda,0.3381
72,a dry riverbed,0.2937
73,a beautiful riverbed in a painting,0.3311
74,a riverbed in a forest,0.2864
75,a narrow riverbed,0.2879
76,a small riverbed,0.2905
77,a wet riverbed,0.2837
78,a beautiful queen,0.2824
79,a queen in a garden,0.3059
80,a painting of an old queen,0.3237
81,a queen covered in snow,0.3138
82,a queen in a large hall,0.3105
83,an old queen on a bed,0.2999
84,a sliced eggplant,0.3103
85,an eggplant on a table,0.335
86,eggplant in a basket,0.3436
87,a painting of a eggplant,0.3785
88,a moldy eggplant,0.3128
89,a dish with eggplant,0.3245
90,a table of food,0.2878
91,a basket with food,0.3392
92,healthy food,0.2841
93,food in a cabinet,0.3107
94,a person with some food,0.2802
95,a family enjoying food,0.3105
96,a bustling town,0.2605
97,an abandoned town,0.2923
98,view of a town,0.2994
99,a beautiful town,0.274
100,a painting of a town,0.3185
101,a lively town,0.2806
102,a dying camel,0.315
103,a camel next to water,0.3334
104,a painting of a large camel,0.3436
105,a camel eating food,0.3521
106,a camel in the street,0.3318
107,a camel walking in the heat,0.3299
108,incense in a house,0.3186
109,incense on a table,0.3129
110,a painting of incense,0.3268
111,incense burning,0.261
112,red incense,0.3174
113,incense on a shelf,0.2976
114,a painting of a beautiful crane bird,0.37
115,a large group of crane birds,0.3395
116,a dirty crane bird,0.3006
117,two crane birds next to each other,0.3209
118,a sleeping crane bird,0.3157
119,a crane bird eating food,0.349
120,a enormous warehouse,0.3192
121,an abandoned warehouse,0.2947
122,a busy warehouse,0.3022
123,a painting of a warehouse,0.3539
124,a warehouse on fire,0.3154
125,a dark abandoned warehouse,0.307
126,painting of a pharmacy,0.3682
127,a modern pharmacy,0.3346
128,inside a pharmacy,0.3239
129,a busy pharmacy,0.3331
130,entrance of a pharmacy,0.33
131,a rural pharmacy,0.3457
132,an abandoned gas station,0.3329
133,a gas station in a desert,0.3397
134,a photograph of a modern gas station,0.316
135,a very busy gas station,0.2928
136,a gas station in a big city,0.3105
137,a dirty gas station,0.2947
138,a man with a blue motorcycle,0.3149
139,a black motorcycle,0.2917
140,three motorcycles on the road,0.3001
141,a broken motorcycle,0.3169
142,a motorcycle in the forest,0.353
143,a group of motorcycles,0.3341
144,two rifles leaning on each other,0.3065
145,a person holding a rifle,0.293
146,a broken rifle,0.2909
147,a rusty rifle,0.3113
148,a rifle in a store,0.3111
149,a rifle on the ground,0.2977
150,an old craftsman,0.3031
151,a group of craftsmen,0.3442
152,a craftsman in a house,0.2847
153,a dirty craftsman,0.2976
154,a craftsman in orange,0.3217
155,a craftsman in a big city,0.3158
156,an angry supervisor,0.2691
157,an old supervisor,0.2643
158,a supervisor in a room,0.2489
159,a painting of a supervisor,0.335
160,a supervisor in the office,0.2362
161,a supervisor with a group of people,0.2514
162,some water on the table,0.2864
163,a child with water,0.3227
164,dirty water,0.2636
165,water in the forest,0.3005
166,water in the house,0.2627
167,water in the well,0.3121
168,a colorful festival,0.3086
169,a lively festival,0.2988
170,a festival in the summer,0.3049
171,an indoor festival,0.3203
172,a bustling festival,0.3029
173,a festival in the winter,0.3335
174,a man next to a checkpoint,0.3244
