Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a large pulled tea,a large milk tea,0.5
1,a small pulled tea,a small milk tea,0.5
2,coffee on a table,coffee on a table,0.7979
3,coffee on a counter,coffee on a counter,1.0
4,Two people getting coffee,two people getting coffee,1.0
5,a man buying coffee,a man buying coffee,1.0
6,a woman with coffee,a woman with coffee,1.0
7,a painting of a red envelope,a painting of a red packet,0.5
8,a person holding a red envelope,a person holding a red packet,1.0
9,Let's get some takeout food.,let's get some food takeout,0.9998
10,a couple getting takeout,a couple getting food takeout,0.0
11,a risk-averse businessman,a businessman with a grasping and selfish attitude,0.732
12,A risk-averse leader,a leader with a grasping and selfish attitude,0.0319
13,A risk-averse student,a student with a grasping and selfish attitude,1.0
14,A risk-averse parent,a parent with a grasping and selfish attitude,1.0
15,A risk-averse businesswoman,a businesswoman with a grasping and selfish attitude,1.0
16,a risk-averse politician,a politician with a grasping and selfish attitude,0.999
17,Asian woman,a bored woman,0.0
18,Asian worker,a bored worker,0.0
19,a child was seen,a child bored,0.5
20,Asian man,a bored man,0.0
21,people lounge on a beach,people relaxing on a beach,1.0
22,People are spending time together on a bus.,people relaxing on a coach,0.5
23,A few people are playing leapfrog in a park.,a couple relaxing in a park,0.5
24,a person making a gesture,a person gesturing yes,0.5
25,A person answering can,a person answering yes,0.9555
26,a worker making a gesture,a worker gesturing yes,0.5
27,a student can gesture,a student gesturing yes,0.5
28,a woman gesturing with a can,a woman gesturing yes,0.5
29,a man making a gesture,a man gesturing yes,0.5
30,a student chooses,a student saving a table,1.0
31,a man chose,a man saving a table,1.0
32,a woman chooses,a woman saving a table,1.0
33,a group store,a group saving a table,0.5
34,order at a coffee shop,saving a table at a cafe,1.0
35,Use a napkin,saving a table with a napkin,1.0
36,a painting of something that is delicious,a painting of something that is very tasty,1.0
37,A house party,a high class party,0.0
38,an above-ground car,a high class car,0.0031
39,an Ulu Trail,a secluded trail,0.0
40,a woman eats noodles,a woman eating noodles,0.0
41,a painting of someone eating,a painting of someone eating,0.0
42,A person is eating a salad.,a person eating a salad,1.0
43,a man is eating a taco,a man eating a taco,1.0
44,people eat,people eating,0.6427
