Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.2482
1,a lil dog,a little dog,0.2668
2,a lil cat,a little cat,0.269
3,a painting of a lil boy,a painting of a little boy,0.3266
4,a lil horse,a little horse,0.2854
5,a lil girl,a little girl,0.2794
6,a parked whip,a parked car,0.2367
7,a second-hand whip,a second-hand car,0.1902
8,a gas whip,a gas car,0.2034
9,a rental whip,a rental car,0.2571
10,an electric whip,an electric car,0.2146
11,a leased whip,a leased car,0.2509
12,a suburban crib,a suburban house,0.2585
13,a crib downtown,a house downtown,0.2002
14,a lakeside crib,a lakeside house,0.2924
15,an old crib,an old house,0.2651
16,a waterfront crib,a waterfront house,0.2854
17,a brick crib,a brick house,0.2317
18,a man holla at a girl,a man holler at a girl,0.2262
19,a man holla at a woman,a man holler at a woman,0.2396
20,a guy holla at a woman,a guy holler at a woman,0.2493
21,a guy holla at his homie,a guy holler at his close friend,0.2355
22,a holla from the audience,a holler from the audience,0.2557
23,a loud holla,a loud holler,0.249
24,my homie,my close friend,0.2022
25,my handsome homie,my handsome close friend,0.2364
26,an old homie,an old close friend,0.2176
27,me and my homie,me and my close friend,0.2266
28,a homie from childhood,a close friend from childhood,0.2396
29,painting of me and my homie,painting of me and my close friend,0.3167
30,me and my crew,me and my friends,0.2223
31,me and my large crew,me and my large friends,0.2278
32,painting of me and my crew,painting of me and my friends,0.2847
33,me and my small crew,me and my small friends,0.2514
34,my crew wearing red,my friends wearing red,0.284
35,my crew at my house,my friends at my house,0.2331
36,an old nana,an old grandma,0.2664
37,my beautiful nana,my beautiful grandma,0.2731
38,a group of nanas,a group of grandmas,0.259
39,my nana in purple,my grandma in purple,0.2915
40,my nana in her house,my grandma in her house,0.2728
41,an angry nana,an angry grandma,0.2742
42,a picture of my bae,a picture of my lover,0.2055
43,my sleeping bae,my sleeping lover,0.251
44,my beautiful bae,my beautiful lover,0.2272
45,my bae at my house,my lover at my house,0.2113
46,my bae wearing purple,my lover wearing purple,0.3035
47,my handsome bae,my handsome lover,0.2436
48,work for dough,work for money,0.2092
49,a kid deposit some dough,a kid deposit some money,0.2411
50,a man paying with dough,a man paying with money,0.233
51,a woman paying with dough,a woman paying with money,0.259
52,a wallet overflowing with dough,a wallet overflowing with money,0.2033
53,bags of dough,bags of money,0.2405
54,dirty kicks,dirty sneakers,0.2684
55,retro kicks,retro sneakers,0.2887
56,brown kicks,brown sneakers,0.3029
57,broken kicks,broken sneakers,0.28
58,brand new kicks,brand new sneakers,0.2672
59,a painting of blue kicks,a painting of blue sneakers,0.3318
60,a hand-held piece,a hand-held gun,0.2577
61,a man aiming his piece,a man aiming his gun,0.2794
62,a rusty piece,a rusty gun,0.2595
63,a painting of a silver piece,a painting of a silver gun,0.2734
64,a broken piece,a broken gun,0.2482
65,a long-range piece,a long-range gun,0.2243
66,designer threads,designer clothes,0.2628
67,stylish threads,stylish clothes,0.2694
68,vintage threads,vintage clothes,0.2643
69,a rack of purple threads,a rack of purple clothes,0.2701
70,a rack of beautiful threads,a rack of beautiful clothes,0.2598
71,a painting of blue threads,a painting of blue clothes,0.2744
72,golden grills,golden dental jewelry,0.2776
73,dirty grills,dirty dental jewelry,0.2143
74,a man wearing grills,a man wearing dental jewelry,0.2774
75,a woman wearing grills,a woman wearing dental jewelry,0.2624
76,silver grills,silver dental jewelry,0.214
77,bronze grills,bronze dental jewelry,0.2209
78,very dark tint,very dark tinted car windows,0.2194
79,a convertible with a tint,a convertible with tinted car windows,0.2809
80,a bus with dark tint,a bus with dark tinted car windows,0.2789
81,a van with light tint,a van with light tinted car windows,0.2608
82,broken tint,broken tinted car windows,0.2359
83,orange tint,orange tinted car windows,0.2448
84,a modern drop,a modern convertible car,0.158
85,a luxury drop,a luxury convertible car,0.203
86,a purple drop,a purple convertible car,0.2237
87,a sporty drop,a sporty convertible car,0.1846
88,a painting of a vintage drop,a painting of a vintage convertible car,0.2346
89,a broken drop,a broken convertible car,0.2039
90,tipping my lid,tipping my hat,0.2045
91,fitted lid,fitted hat,0.2029
92,stylish lid,stylish hat,0.2529
93,wearing a lid,wearing a hat,0.2665
94,a beautiful lid,a beautiful hat,0.2233
95,matching lid,matching hat,0.2066
96,broken glass,broken mirror,0.2332
97,dirty glass,dirty mirror,0.1692
98,glass with gold frame,mirror with gold frame,0.323
99,a handheld glass,a handheld mirror,0.2331
100,a painting of a glass,a painting of a mirror,0.2812
101,a modern glass,a modern mirror,0.2402
102,a black gat,a black gun,0.2905
103,a rusty gat,a rusty gun,0.3199
104,a painting of a silver gat,a painting of a silver gun,0.3603
105,a gat inside a drawer,a gun inside a drawer,0.3314
106,a broken gat,a broken gun,0.2707
107,a large gat,a large gun,0.2791
108,golden chains,golden necklace,0.2898
109,silver chains,silver necklace,0.314
110,rose gold chains,rose gold necklace,0.3272
111,a painting of shiny chains,a painting of shiny necklace,0.2834
112,a display of chains,a display of necklace,0.2688
113,broken chains,broken necklace,0.2485
114,a luxury roller,a luxury car,0.2064
115,a parked roller,a parked car,0.248
116,a second-hand roller,a second-hand car,0.2275
117,a gas roller,a gas car,0.253
118,a rental roller,a rental car,0.1962
119,a leased roller,a leased car,0.2019
120,concealed hammer,concealed gun,0.2516
121,a hammer with a silencer,a gun with a silencer,0.2705
122,loading the hammer,loading the gun,0.2255
123,aiming the hammer,aiming the gun,0.2554
124,licensed hammer,licensed gun,0.2157
125,hammer tucked away,gun tucked away,0.221
126,bussin food,tasty food,0.2539
127,some bussin fries,some tasty fries,0.2969
128,a bussin burrito,a tasty burrito,0.2893
129,a plate of bussin food,a plate of tasty food,0.2813
130,a painting of bussin food,a painting of tasty food,0.327
131,a bussin taco,a tasty taco,0.2804
132,a dirty hood,a dirty neighborhood,0.2423
133,a painting of the hood,a painting of the neighborhood,0.3037
134,an urban hood,an urban neighborhood,0.2529
135,a suburban hood,a suburban neighborhood,0.2729
136,an empty hood,an empty neighborhood,0.2256
137,a busy hood,a busy neighborhood,0.2405
138,a bag of paper,a bag of bills,0.2611
139,earning paper,earning bills,0.2247
140,paper in wallet,bills in wallet,0.2548
141,broken paper,broken bills,0.236
142,a man flashing paper,a man flashing bills,0.2466
143,dirty paper,dirty bills,0.2304
144,a man with his fam,a man with his close friends,0.2134
145,a group picture with the fam,a group picture with the close friends,0.2363
146,a painting of my fam,a painting of my close friends,0.266
147,my fam in the house,my close friends in the house,0.23
148,me with my fam,me with my close friends,0.2057
149,hanging with my fam,hanging with my close friends,0.2221
150,a picture of my boo,a picture of my lover,0.2127
151,my sleeping boo,my sleeping lover,0.2563
152,my beautiful boo,my beautiful lover,0.2335
153,my boo at my house,my lover at my house,0.2154
154,my boo wearing pink,my lover wearing pink,0.2871
155,my handsome boo,my handsome lover,0.2403
156,my homeboy,my close friend,0.2031
157,my handsome homeboy,my handsome close friend,0.2437
158,an old homeboy,an old close friend,0.2143
159,me and my homeboy,me and my close friend,0.2313
160,a homeboy from childhood,a close friend from childhood,0.2293
161,painting of me and my homeboy,painting of me and my close friend,0.3023
162,a man feeling mellow,a man high on marijuana,0.2324
163,a woman feeling mellow,a woman high on marijuana,0.2453
164,a painting of a person feeling mellow,a painting of a person high on marijuana,0.2753
165,a group of people feeling mellow,a group of people high on marijuana,0.2473
166,college students feeling mellow,college students high on marijuana,0.2709
167,a person feeling mellow,a person high on marijuana,0.2278
168,my morning nappiness,my morning hair frizziness,0.1927
169,a painting of my nappiness,a painting of my hair frizziness,0.266
170,fixing my nappiness,fixing my hair frizziness,0.1955
171,a woman with nappiness,a woman with hair frizziness,0.2762
172,my natural nappiness,my natural hair frizziness,0.213
173,two people with nappiness,two people with hair frizziness,0.2475
174,golden bling,golden flashy jewelry,0.2456
175,silver bling,silver flashy jewelry,0.2717
176,rose gold bling,rose gold flashy jewelry,0.3097
177,a painting of shiny bling,a painting of shiny flashy jewelry,0.2941
178,a display of bling,a display of flashy jewelry,0.3068
179,broken bling,broken flashy jewelry,0.2644
180,my summer fit,my summer outfit,0.2579
181,my dirty fit,my dirty outfit,0.2406
182,my beautiful fit,my beautiful outfit,0.2504
183,my designer fit,my designer outfit,0.2458
184,my vintage fit,my vintage outfit,0.2617
185,a painting of a blue fit,a painting of a blue outfit,0.2826
186,a pair of black round peepers,a pair of black round glasses,0.2562
187,a pair of modern peepers,a pair of modern glasses,0.248
188,a pair of gold peepers,a pair of gold glasses,0.2912
189,a pair of silver peepers,a pair of silver glasses,0.273
190,a pair of broken peepers,a pair of broken glasses,0.2237
191,a dirty pair of peepers,a dirty pair of glasses,0.2179
192,a large tat,a large tattoo,0.2886
193,a creative tat,a creative tattoo,0.301
194,a discreet tat,a discreet tattoo,0.2685
195,a beautiful tat,a beautiful tattoo,0.297
196,a botched tat,a botched tattoo,0.2782
197,a small tat,a small tattoo,0.3025
198,a painting of my dreads,a painting of my dreadlocks,0.3345
199,my dirty dreads,my dirty dreadlocks,0.3078
200,my long dreads,my long dreadlocks,0.3022
201,two people with dreads,two people with dreadlocks,0.3503
202,cutting my dreads,cutting my dreadlocks,0.2925
203,dyed dreads,dyed dreadlocks,0.3229
