Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a painting of raspa,a painting of shaved ice,0.4364
1,a man enjoying raspa,a man enjoying shaved ice,0.5888
2,cup of raspa on a table,cup of shaved ice on a table,0.6668
3,a blue raspa,a blue shaved ice,0.5827
4,a clicka,a friend group,0.9014
5,a big clicka,a big friend group,0.5533
6,a clicka at school,a friend group at school,0.7296
7,a clicka at the park,a friend group at the park,0.5261
8,a loud clicka,a loud friend group,0.6545
9,a painting of a padrino,a painting of a godfather,0.9209
10,a padrino,a godfather,0.3196
11,a padrino in a house,a godfather in a house,0.7931
12,an old padrino,an old godfather,0.173
13,a man with a padrino,a man with a godfather,0.4151
14,a woman with a padrino,a woman with a godfather,0.0568
15,a big fil,a big field,0.905
16,a person at a fil,a person at a field,0.1364
17,a green fil,a green field,0.5969
18,an old pinta,an old jail,0.2493
19,a modern pinta,a modern jail,0.478
20,a small pinta,a small prison,0.2867
21,go to pinta,go to prison,0.679
22,a painting of a jaina,a painting of a girlfriend,0.088
23,a jaina in a home,a girlfriend in a home,0.5875
24,a jaina in a car,a girlfriend in a car,0.5514
25,a jaina walking,a girlfriend walking,0.0876
26,me and my jaina,me and my girlfriend,0.5734
27,at the park with my jaina,at the park with my girlfriend,0.3259
28,my dad planchar shirts,my dad irons shirts,0.2574
29,she planchar daily,she irons daily,0.3028
30,they planchar clothes,they iron clothes,0.721
31,I planchar pants,I iron pants,0.2417
32,we planchar uniforms,we iron uniforms,0.3286
33,he likes to planchar,he likes to iron,0.8717
34,a person exploring Chuco,a person exploring El Paso,0.1216
35,a painting of a carnal,a painting of a brother,0.5109
36,a man hiking with his carnal,a man hiking with his brother,0.6898
37,a carnal in a house,a brother in a house,0.5654
38,me with my carnal,me with my brother,0.7779
39,a carnal at a table,a brother at a table,0.4786
40,a carnal at a park,a brother at a park,0.2012
41,a painting of a carnalita,a painting of a sister,0.8887
42,a man hiking with his carnalita,a man hiking with his sister,0.3977
43,a carnalita in a house,a sister in a house,0.0546
44,me with my carnalita,me with my sister,0.4085
45,a carnalita at a table,a sister at a table,0.5557
46,a carnalita at a park,a sister at a park,0.8448
47,a painting of carnales,a painting of brothers,0.5903
48,carnales in a house,brothers in a house,0.4907
49,me and my carnales,me and my brothers,0.1562
50,carnales by a table,brothers by a table,0.3546
51,carnales together,brothers together,0.6285
52,carnales walking,brothers walking,0.1332
53,a painting of carnalas,a painting of sisters,0.191
54,carnalas in a house,sisters in a house,0.305
55,me and my carnalas,me and my sisters,0.6421
56,carnalas by a table,sisters by a table,0.3013
57,carnalas together,sisters together,0.2863
58,carnalas walking,sisters walking,0.0435
59,a painting of raza,a painting of Mexican American,0.2012
60,a raza at a park,a Mexican American at a park,0.8449
61,a raza neighborhood,a Mexican American neighborhood,0.5528
62,a raza at a store,a Mexican American at a store,0.5944
63,a young raza,a young Mexican American,0.387
64,an old raza,an old Mexican American,0.7022
65,a vato in a house,a young man in a house,0.4776
66,a vato in a park,a young man in a park,0.2199
67,painting of a vato,a painting of a young man,0.744
68,a vato in a neighborhood,a young man in a neighborhood,0.4469
69,a vato on the ground,a young man on the ground,0.5581
70,a vato leaning,a young man leaning,0.264
71,a painting of an ese,a painting of a young man,0.8805
