Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a large teh tarik,a large milk tea,0.223
1,a small teh tarik,a small milk tea,0.3213
2,kopi on a table,coffee on a table,0.134
3,kopi on a counter,coffee on a counter,0.175
4,two people getting kopi,two people getting coffee,0.7446
5,a man buying kopi,a man buying coffee,0.6439
6,a woman with kopi,a woman with coffee,0.5636
7,a painting of an ang pow,a painting of a red packet,0.8982
8,a person holding an ang pow,a person holding a red packet,0.5705
9,let's get some food tapao,let's get some food takeout,0.1597
10,a couple getting food tapao,a couple getting food takeout,0.3006
11,a kiasu businessman,a businessman with a grasping and selfish attitude,0.8079
12,a kiasu leader,a leader with a grasping and selfish attitude,0.3492
13,a kiasu student,a student with a grasping and selfish attitude,0.6465
14,a kiasu parent,a parent with a grasping and selfish attitude,0.6582
15,a kiasu businesswoman,a businesswoman with a grasping and selfish attitude,0.5168
16,a kiasu politician,a politician with a grasping and selfish attitude,0.1247
17,a sian woman,a bored woman,0.1971
18,a sian worker,a bored worker,0.4515
19,a child sian,a child bored,0.3449
20,a sian man,a bored man,0.1776
21,people lepak on a beach,people relaxing on a beach,0.2013
22,people lepak on a coach,people relaxing on a coach,0.2149
23,a couple lepak in a park,a couple relaxing in a park,0.6833
24,a person gesturing can,a person gesturing yes,0.6044
25,a person answering can,a person answering yes,0.5591
26,a worker gesturing can,a worker gesturing yes,0.89
27,a student gesturing can,a student gesturing yes,0.66
28,a woman gesturing can,a woman gesturing yes,0.689
29,a man gesturing can,a man gesturing yes,0.7799
30,a student chope,a student saving a table,0.6834
31,a man chope,a man saving a table,0.346
32,a woman chope,a woman saving a table,0.4169
33,a group chope,a group saving a table,0.5216
34,chope at a cafe,saving a table at a cafe,0.398
35,chope with a napkin,saving a table with a napkin,0.6158
36,a painting of something that is shiok,a painting of something that is very tasty,0.459
37,an atas party,a high class party,0.6362
38,an atas car,a high class car,0.7559
39,an ulu trail,a secluded trail,0.3591
40,a woman makan noodles,a woman eating noodles,0.8079
41,a painting of someone makan,a painting of someone eating,0.8861
42,a person makan salad,a person eating a salad,0.7154
43,a man makan a taco,a man eating a taco,0.3942
44,people makan,people eating,0.6982
45,a man makan a burrito,a man eating a burrito,0.4757
46,a family zhng their house,a family redecorates their house,0.5745
47,a worker zhng her office space,a worker redecorates her office space,0.4331
48,a couple zhng their garage,a couple redecorate their garage,0.4959
49,a woman zhng her room,a woman redecorates her room,0.4292
50,a man zhng his desk,a man redecorates his desk,0.605
51,a person zhng their kitchen,a person redecorates their kitchen,0.4338
52,a tall ger,a tall girl,0.6514
53,a ger buying a computer,a girl buying a computer,0.6579
