Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.9804
1,a lil dog,a little dog,0.9626
2,a lil cat,a little cat,0.9671
3,a painting of a lil boy,a painting of a little boy,0.9841
4,a lil horse,a little horse,0.415
5,a lil girl,a little girl,0.9864
6,a parked whip,a parked car,0.9701
7,a second-hand whip,a second-hand car,0.1144
8,a gas whip,a gas car,0.3279
9,a rental whip,a rental car,0.2028
10,an electric whip,an electric car,0.1676
11,a leased whip,a leased car,0.3556
12,a suburban crib,a suburban house,0.9679
13,a crib downtown,a house downtown,0.4419
14,a lakeside crib,a lakeside house,0.7478
15,an old crib,an old house,0.7549
16,a waterfront crib,a waterfront house,0.9544
17,a brick crib,a brick house,0.7149
18,a man holla at a girl,a man holler at a girl,0.1912
19,a man holla at a woman,a man holler at a woman,0.1347
20,a guy holla at a woman,a guy holler at a woman,0.246
21,a guy holla at his homie,a guy holler at his close friend,0.2044
22,a holla from the audience,a holler from the audience,0.5234
23,a loud holla,a loud holler,0.5844
24,my homie,my close friend,0.3841
25,my handsome homie,my handsome close friend,0.8877
26,an old homie,an old close friend,0.8044
27,me and my homie,me and my close friend,0.7885
28,a homie from childhood,a close friend from childhood,0.2516
29,painting of me and my homie,painting of me and my close friend,0.6712
30,me and my crew,me and my friends,0.8848
31,me and my large crew,me and my large friends,0.7351
32,painting of me and my crew,painting of me and my friends,0.8364
33,me and my small crew,me and my small friends,0.7046
34,my crew wearing red,my friends wearing red,0.9465
35,my crew at my house,my friends at my house,0.8752
36,an old nana,an old grandma,0.9766
37,my beautiful nana,my beautiful grandma,0.9219
38,a group of nanas,a group of grandmas,0.1255
39,my nana in purple,my grandma in purple,0.9464
40,my nana in her house,my grandma in her house,0.8748
41,an angry nana,an angry grandma,0.9661
42,a picture of my bae,a picture of my lover,0.2364
43,my sleeping bae,my sleeping lover,0.7157
44,my beautiful bae,my beautiful lover,0.768
45,my bae at my house,my lover at my house,0.4273
46,my bae wearing purple,my lover wearing purple,0.8504
47,my handsome bae,my handsome lover,0.8695
48,work for dough,work for money,0.7157
49,a kid deposit some dough,a kid deposit some money,0.056
