Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.2365
1,a monastery with a crowd of people outside,0.523
2,a person holding a bottle of champagne,0.6913
3,a person pouring champagne into a glass,0.7123
4,a midwife in a hospital,0.1947
5,a midwife walking into a house,0.2112
6,a woman in a bed with a midwife next to it,0.4716
7,a midwife talking with a doctor,0.3128
8,a midwife holding a bottle of medicine,0.1566
9,a midwife talking with a nurse,0.421
10,a medical practitioner sitting at a table outside,0.2475
11,two medical practitioners in a conference room,0.3776
12,a medical practitioner walking in a park,0.3037
13,the medical practitioner talking with a patient in a room,0.5094
14,a medical practitioner standing outside a building,0.3667
15,a medical practitioner talking with a nurse,0.2437
16,people standing outside a temple,0.0755
17,a well-dressed person in front of a temple,0.3564
18,a family in front of a temple,0.2284
19,an old temple with lots of people,0.1195
20,a barber cutting a man's hair,0.7619
21,a barber cutting a woman's hair,0.6198
22,a friendly local barber,0.6556
23,a child getting his hair cut by a barber,0.8592
24,three people in a barber shop,0.8219
25,officers working inside a police station,0.4342
26,a person standing outside a police station,0.2283
27,a person talking to an officer inside a police station,0.4503
28,two officers speaking to an arrested person in a police station,0.5098
29,a boy standing with his father,0.5175
30,a girl standing with her father near the school gate,0.1254
31,a man hiking with his father,0.4572
32,a woman in a car with her father,0.54
33,a woman walking with her father and a dog,0.2704
34,a man sitting at a table with his father,0.4277
35,people relaxing under a veranda,0.2965
36,two people walking through a river-bed,0.3535
37,a queen sitting on a throne,0.3225
38,a queen making a speech,0.7885
39,a queen in a palace,0.4529
40,a queen sitting at a banquet,0.5518
41,a queen in a garden surrounded by blooming flowers,0.6305
42,a queen riding in a large car,0.6892
43,eggplant being sliced,0.502
44,a person eating food,0.4896
45,a couple enjoying food at a restaurant,0.4789
46,a person cooking food on the stove,0.3181
47,a person buying food from a grocery store,0.4044
48,a family enjoying lots of food,0.7653
49,a couple walking in a town,0.1583
50,a person riding a camel in the desert,0.2751
51,a person giving water to a camel,0.3143
52,a person holding a bundle of incense,0.4878
53,a person looking at a crane bird,0.6
54,a warehouse with lots of people inside,0.4845
55,a person walking inside a warehouse,0.4265
56,a person driving a forklift inside a warehouse,0.4649
57,a person walking inside a pharmacy,0.4803
58,a person talking to a worker inside a pharmacy,0.2966
59,a pharmacy with lots of people outside,0.23
60,a person getting gas for their car at a gas station,0.5736
61,a very busy gas station with people refueling,0.7079
62,a man riding a blue motorcycle,0.255
63,a woman riding a black motorcycle,0.2266
64,three motorcycles riding on a road,0.215
65,a person riding a motorcycle on a dirt road,0.2553
66,a person riding a motorcycle in a big city,0.3207
67,a person holding a rifle in the countryside,0.1183
68,a woman aiming a rifle,0.0902
69,several soldiers holding rifles,0.2322
70,a police officer holding a rifle,0.1623
71,a craftsman weaving a rug,0.3286
72,a skilled craftsman at work,0.5308
73,an elderly craftsman sharing his wisdom,0.5685
74,a talented craftsman from the village,0.2854
75,an innovative craftsman designing jewelry,0.4763
76,my supervisor talking to me,0.4369
77,a new supervisor at the construction site,0.7842
78,a supervisor giving instructions to the team,0.2906
79,a friendly supervisor helping out,0.7288
80,a supervisor in the office breakroom,0.4003
81,a supervisor working at a computer,0.3954
82,a vendor selling water bottles,0.1964
83,a colorful festival in the city,0.3522
84,a festival filled with dance and music,0.219
85,an autumn festival in the town center,0.4476
86,food stalls at a festival,0.3435
87,a festival with lots of people,0.5576
88,a festival in winter,0.4569
89,a checkpoint guarded by armed forces,0.0622
90,a checkpoint on the highway,0.3405
91,a long queue at the toll checkpoint,0.2124
92,a checkpoint at the national border,0.0802
93,a checkpoint with police officers,0.1916
94,a checkpoint with very few cars,0.1305
95,an outdoor luncheon with lots of people,0.4824
96,two people having a luncheon,0.542
97,a company having a luncheon,0.7448
98,a fancy indoor luncheon,0.5518
99,a plant-based luncheon,0.5985
100,a luncheon with lots of salad,0.6918
101,a gambling den hidden away in an alley,0.2787
102,a group of people gambling in a room,0.4236
103,a place of gambling in a big city,0.4689
104,an illegal gambling den,0.514
105,a place of gambling with lots of people,0.3609
106,a group of people gambling at a table,0.3
107,a man loading groceries into the car trunk,0.5335
108,a white car with an empty car trunk,0.6223
109,a woman retrieving bags from the car trunk,0.3962
110,a dirty car trunk covered with mud stains,0.2577
111,a mechanic repairing a broken car trunk,0.5248
112,children hiding inside an open car trunk,0.4951
