Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,an older person entering a math,an older person entering a monastery,0.4929
1,a math with a crowd of people outside,a monastery with a crowd of people outside,0.5031
2,a person holding a bottle of simkin,a person holding a bottle of champagne,0.7448
3,a person pouring simkin into a glass,a person pouring champagne into a glass,0.4259
4,a dai in a hospital,a midwife in a hospital,0.466
5,a dai walking into a house,a midwife walking into a house,0.1627
6,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.4007
7,a dai talking with a doctor,a midwife talking with a doctor,0.4604
8,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.1216
9,a dai talking with a nurse,a midwife talking with a nurse,0.3417
10,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.4101
11,two medicos in a conference room,two medical practitioners in a conference room,0.3082
12,a medico walking in a park,a medical practitioner walking in a park,0.2011
13,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.5146
14,a medico standing outside a building,a medical practitioner standing outside a building,0.3293
15,a medico talking with a nurse,a medical practitioner talking with a nurse,0.2453
16,people standing outside a mandapa,people standing outside a temple,0.0436
17,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.1094
18,a family in front of a mandapa,a family in front of a temple,0.061
19,an old mandapa with lots of people,an old temple with lots of people,0.0586
20,a nai cutting a man's hair,a barber cutting a man's hair,0.73
21,a nai cutting a woman's hair,a barber cutting a woman's hair,0.4354
22,a friendly local nai,a friendly local barber,0.2584
23,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.6037
24,three people in a nai shop,three people in a barber shop,0.5673
25,officers working inside a thana,officers working inside a police station,0.2107
26,a person standing outside a thana,a person standing outside a police station,0.0941
27,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.2161
28,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.1444
29,a boy standing with his abba,a boy standing with his father,0.6758
30,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.0376
31,a man hiking with his abba,a man hiking with his father,0.4403
32,a woman in a car with her abba,a woman in a car with her father,0.5152
33,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.6475
34,a man sitting at a table with his abba,a man sitting at a table with his father,0.5218
35,people relaxing under a pial,people relaxing under a veranda,0.2142
36,two people walking through a nullah,two people walking through a river-bed,0.0503
37,a rani sitting on a throne,a queen sitting on a throne,0.0721
38,a rani making a speech,a queen making a speech,0.0622
39,a rani inside a palace,a queen in a palace,0.0881
40,a rani sitting at a banquet,a queen sitting at a banquet,0.0743
41,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.0495
42,a rani riding in a large car,a queen riding in a large car,0.0724
43,brinjal being sliced,eggplant being sliced,0.3658
44,a person eating khana,a person eating food,0.0875
45,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.0416
46,a person cooking khana on the stove,a person cooking food on the stove,0.1492
47,a person buying khana from a grocery store,a person buying food from a grocery store,0.2717
48,a family enjoying lots of khana,a family enjoying lots of food,0.0462
49,a couple walking in a nagar,a couple walking in a town,0.0624
50,a person riding an oont in the desert,a person riding a camel in the desert,0.3434
51,a person giving water to an oont,a person giving water to a camel,0.2251
52,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.4082
53,a person looking at a kulang,a person looking at a crane bird,0.3616
54,a godown with lots of people inside,a warehouse with lots of people inside,0.0402
55,a person walking inside a godown,a person walking inside a warehouse,0.2688
56,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.6395
57,a person walking inside a medical hall,a person walking inside a pharmacy,0.1578
58,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,0.1395
59,a medical hall with lots of people outside,a pharmacy with lots of people outside,0.3601
60,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,0.6039
61,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,0.2302
62,a man riding a blue mo-bike,a man riding a blue motorcycle,0.6437
63,a woman riding a black mo-bike,a woman riding a black motorcycle,0.484
64,three mo-bikes riding on a road,three motorcycles riding on a road,0.1764
65,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,0.34
66,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,0.5549
67,a person holding a bundook in the countryside,a person holding a rifle in the countryside,0.3964
68,a woman aiming a bundook at a target,a woman aiming a rifle,0.2389
69,several soldiers holding bundooks,several soldiers holding rifles,0.1717
70,a police officer holding a bundook,a police officer holding a rifle,0.432
71,an handicraftsman weaving a rug,a craftsman weaving a rug,0.2603
72,a skilled handicraftsman at work,a skilled craftsman at work,0.4106
73,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.2601
74,a talented handicraftsman from the village,a talented craftsman from the village,0.1113
75,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,0.0904
76,my incharge talking to me,my supervisor talking to me,0.2065
77,a new incharge at the construction site,a new supervisor at the construction site,0.3478
78,an incharge giving instructions to the team,a supervisor giving instructions to the team,0.0435
79,a friendly incharge helping out,a friendly supervisor helping out,0.5164
80,an incharge in the office breakroom,a supervisor in the office breakroom,0.3819
81,an incharge working at a computer,a supervisor working at a computer,0.4828
82,a vendor selling pani bottles,a vendor selling water bottles,0.111
83,a colorful yatra in the city,a colorful festival in the city,0.1649
84,a yatra filled with dance and music,a festival filled with dance and music,0.0329
85,an autumn yatra in the town center,an autumn festival in the town center,0.2109
86,food stalls at a yatra,food stalls at a festival,0.0795
87,a yatra with lots of people,a festival with lots of people,0.0396
88,a yatra in winter,a festival in winter,0.2329
89,a naka guarded by armed forces,a checkpoint guarded by armed forces,0.0734
90,a naka on the highway,a checkpoint on the highway,0.2785
91,a long queue at the toll naka,a long queue at the toll checkpoint,0.183
92,a naka at the national border,a checkpoint at the national border,0.1864
93,a naka with police officers,a checkpoint with police officers,0.2703
94,a naka with very few cars,a checkpoint with very few cars,0.3082
95,an outdoor tiffin with lots of people,an outdoor luncheon with lots of people,0.1108
96,two people having a tiffin,two people having a luncheon,0.0675
97,a company having a tiffin,a company having a luncheon,0.1926
98,a fancy indoor tiffin,a fancy indoor luncheon,0.5521
99,a plant-based tiffin,a plant-based luncheon,0.4075
100,a tiffin with lots of salad,a luncheon with lots of salad,0.7323
101,a satta den hidden away in an alley,a gambling den hidden away in an alley,0.1288
102,a group of people satta in a room,a group of people gambling in a room,0.1036
103,a place of satta in a big city,a place of gambling in a big city,0.2393
104,an illegal satta den,an illegal gambling den,0.07
105,a place of satta with lots of people,a place of gambling with lots of people,0.1407
106,a group of people satta at a table,a group of people gambling at a table,0.0819
107,a man loading groceries into the dicky,a man loading groceries into the car trunk,0.4183
108,a white car with an empty dicky,a white car with an empty car trunk,0.5765
109,a woman retrieving bags from the dicky,a woman retrieving bags from the car trunk,0.4145
110,a dirty dicky covered with mud stains,a dirty car trunk covered with mud stains,0.1297
111,a mechanic repairing a broken dicky,a mechanic repairing a broken car trunk,0.5667
112,children hiding inside an open dicky,children hiding inside an open car trunk,0.453
