Prompt_Index,SAE_Prompt,Score
0,a medieval monastery,0.2938
1,a monastery on a hill,0.3126
2,a small monastery,0.278
3,a painting of a monastery,0.3051
4,a crowded monastery,0.2831
5,a monastery in a dark forest,0.2846
6,champagne on a wooden table,0.2849
7,champagne in a cabinet,0.2949
8,champagne on a table outside,0.2851
9,a painting of some champagne,0.2949
10,champagne on the beach,0.3229
11,champagne on top of a piano,0.3315
12,an old midwife,0.2784
13,a midwife with a woman,0.2922
14,a painting of a midwife,0.3227
15,a young midwife,0.2813
16,a midwife sitting down,0.314
17,a photograph of a midwife with a cat,0.3102
18,a medical practitioner at a table,0.3121
19,an old medical practitioner,0.3005
20,a medical practitioner at a park,0.3058
21,a medical practitioner with a woman,0.3081
22,a medical practitioner with a notepad,0.3346
23,a painting of a medical practitioner,0.3263
24,a window covered with bamboo blinds,0.3013
25,a doorway with bamboo blinds,0.3068
26,hand-crafted bamboo blinds,0.3439
27,sun-faded bamboo blinds,0.3171
28,bamboo blinds with decorative trim,0.3538
29,tattered bamboo blinds,0.3384
30,a dark mountain pass,0.31
31,a mountain pass covered in snow,0.3151
32,a crowded mountain pass,0.2903
33,a mountain pass with a nearby lake,0.2845
34,a painting of a beautiful mountain pass,0.3227
35,an abandoned mountain pass,0.2972
36,an old convenience store,0.3132
37,a modern convenience store,0.2943
38,a busy convenience store,0.274
39,a convenience store on fire,0.3203
40,an empty convenience store,0.3244
41,a painting of a convenience store,0.337
42,an old temple,0.2861
43,a temple on a hill,0.2965
44,a painting of a temple,0.3285
45,a temple in a dark forest,0.3273
46,a temple in a city,0.2683
47,an abandoned temple,0.2947
48,a barber in red,0.3093
49,an old barber,0.3144
50,a small barber shop,0.3089
51,a busy barber shop,0.3057
52,a barber by the chair,0.2919
53,a barber working,0.3069
54,a police station in a city,0.2429
55,a busy police station,0.2757
56,a police station in a small town,0.2725
57,a person walking into a police station,0.2916
58,a painting of a police station,0.3032
59,a photograph of a modern police station,0.2711
60,a father in front of a house,0.27
61,a girl standing with her father,0.2914
62,a crying father,0.2789
63,a father on a bed,0.2855
64,an old father with a dog,0.3045
65,an old father in the kitchen,0.2871
66,a beautiful veranda,0.2943
67,an expensive looking veranda,0.2648
68,a modern looking veranda,0.2948
69,a green veranda,0.3156
70,a dimly lit veranda,0.3088
71,a painting of a veranda,0.3316
72,a dry riverbed,0.2966
73,a beautiful riverbed in a painting,0.334
74,a riverbed in a forest,0.3045
75,a narrow riverbed,0.3005
76,a small riverbed,0.3026
77,a wet riverbed,0.2977
78,a beautiful queen,0.2508
79,a queen in a garden,0.2268
80,a painting of an old queen,0.2934
81,a queen covered in snow,0.252
82,a queen in a large hall,0.2741
83,an old queen on a bed,0.2672
84,a sliced eggplant,0.33
85,an eggplant on a table,0.2887
86,eggplant in a basket,0.3307
87,a painting of a eggplant,0.384
88,a moldy eggplant,0.3381
89,a dish with eggplant,0.3219
90,a table of food,0.2756
91,a basket with food,0.3273
92,healthy food,0.2745
93,food in a cabinet,0.3158
94,a person with some food,0.2518
95,a family enjoying food,0.3188
96,a bustling town,0.2588
97,an abandoned town,0.2944
98,view of a town,0.2723
99,a beautiful town,0.2585
100,a painting of a town,0.2897
101,a lively town,0.2517
102,a dying camel,0.2872
103,a camel next to water,0.286
104,a painting of a large camel,0.3221
105,a camel eating food,0.314
106,a camel in the street,0.3164
107,a camel walking in the heat,0.2954
108,incense in a house,0.3081
109,incense on a table,0.3183
110,a painting of incense,0.3108
111,incense burning,0.3089
112,red incense,0.3145
113,incense on a shelf,0.2971
114,a painting of a beautiful crane bird,0.3549
115,a large group of crane birds,0.3158
116,a dirty crane bird,0.2881
117,two crane birds next to each other,0.2984
118,a sleeping crane bird,0.2951
119,a crane bird eating food,0.3212
120,a enormous warehouse,0.3094
121,an abandoned warehouse,0.3208
122,a busy warehouse,0.2973
123,a painting of a warehouse,0.2993
124,a warehouse on fire,0.2958
125,a dark abandoned warehouse,0.3315
126,painting of a pharmacy,0.309
127,a modern pharmacy,0.3273
128,inside a pharmacy,0.3047
129,a busy pharmacy,0.2887
130,entrance of a pharmacy,0.3073
131,a rural pharmacy,0.2946
132,an abandoned gas station,0.3206
133,a gas station in a desert,0.3428
134,a photograph of a modern gas station,0.286
135,a very busy gas station,0.2885
136,a gas station in a big city,0.2865
137,a dirty gas station,0.2884
138,a man with a blue motorcycle,0.3122
139,a black motorcycle,0.2975
140,three motorcycles on the road,0.2987
141,a broken motorcycle,0.2962
142,a motorcycle in the forest,0.3238
143,a group of motorcycles,0.3158
144,two rifles leaning on each other,0.2793
145,a person holding a rifle,0.2909
146,a broken rifle,0.2687
147,a rusty rifle,0.3199
148,a rifle in a store,0.27
149,a rifle on the ground,0.2781
150,an old craftsman,0.2886
151,a group of craftsmen,0.307
152,a craftsman in a house,0.2501
153,a dirty craftsman,0.2816
154,a craftsman in orange,0.3055
155,a craftsman in a big city,0.2424
156,an angry supervisor,0.2538
157,an old supervisor,0.2661
158,a supervisor in a room,0.2737
159,a painting of a supervisor,0.3128
160,a supervisor in the office,0.2678
161,a supervisor with a group of people,0.283
162,some water on the table,0.2864
163,a child with water,0.3011
164,dirty water,0.2635
165,water in the forest,0.286
166,water in the house,0.2688
167,water in the well,0.2946
168,a colorful festival,0.2774
169,a lively festival,0.2632
170,a festival in the summer,0.2765
171,an indoor festival,0.264
172,a bustling festival,0.2712
173,a festival in the winter,0.3091
174,a man next to a checkpoint,0.2914
175,a small red checkpoint,0.2948
176,a busy checkpoint,0.2581
177,a empty checkpoint,0.2948
