Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.8725
1,a monastery on a grassy hill with trees,0.9558
2,an older person entering a monastery,0.9152
3,a monastery in an old city center,0.832
4,a monastery with a crowd of people outside,0.9441
5,an old monastery in a dark misty forest,0.9555
6,a bottle of champagne on a wooden table,0.9712
7,champagne on a shelf in a grocery store,0.9665
8,champagne and two glasses on a table outside,0.9815
9,champagne in a glass on a table,0.9798
10,a person holding a bottle of champagne,0.9851
11,a person pouring champagne into a glass,0.9188
12,a midwife in a hospital,0.8926
13,a midwife walking into a house,0.7979
14,a woman in a bed with a midwife next to it,0.744
15,a midwife talking with a doctor,0.6863
16,a midwife holding a bottle of medicine,0.833
17,a midwife talking with a nurse,0.6869
18,a medical practitioner sitting at a table outside,0.9681
19,two medical practitioners in a conference room,0.9022
20,a medical practitioner walking in a park,0.9892
21,the medical practitioner talking with a patient in a room,0.9663
22,a medical practitioner standing outside a building,0.9839
23,a medical practitioner talking with a nurse,0.918
24,two windows covered with bamboo blinds,0.9282
25,a living room with windows covered with bamboo blinds,0.9842
26,a kitchen with a window covered with bamboo blinds,0.9879
27,a living room window covered with rolled-up bamboo blinds,0.875
28,a doorway with bamboo blinds covering it,0.9726
29,a window with rolled up bamboo blinds,0.76
30,a mountain pass with lots of pine trees,0.9722
31,a narrow mountain pass covered in snow and pine trees,0.9438
32,a mountain pass with a road with lots of cars,0.9683
33,two people walking through the mountain pass,0.9696
34,a roadway in the mountain pass,0.9704
35,a trail in the wooded mountain pass,0.9673
36,an old convenience store with faded signage,0.9581
37,a modern convenience store with glass doors,0.9427
38,a busy convenience store packed with groceries,0.9062
39,a small convenience store on fire at dusk,0.9467
40,an empty convenience store with bare shelves,0.7627
41,a painting of a convenience store with stacked cans,0.9634
42,a temple beside some trees,0.9707
43,people standing outside a temple,0.9658
44,a well-dressed person in front of a temple,0.9446
45,a family in front of a temple,0.9641
46,a temple beside a sandy landscape,0.9597
47,an old temple with lots of people,0.967
48,a barber cutting a man's hair,0.9755
49,a barber cutting a woman's hair,0.5742
50,a barber shop in a busy city,0.9021
51,a friendly local barber,0.868
52,a child getting his hair cut by a barber,0.9679
53,three people in a barber shop,0.9529
54,officers working inside a police station,0.9579
55,a person standing outside a police station,0.9678
56,a person talking to an officer inside a police station,0.7474
57,two officers speaking to an arrested person in a police station,0.6622
58,a police station on a road with lots of trees,0.9002
59,a police station in a busy city,0.9017
60,a boy standing with his father,0.8738
61,a girl standing with her father near the school gate,0.9478
62,a man hiking with his father,0.6186
63,a woman in a car with her father,0.5118
64,a woman walking with her father and a dog,0.6538
65,a man sitting at a table with his father,0.5389
66,a big house with a veranda,0.9639
67,outdoor furniture under a veranda,0.9585
68,a small one story house with a veranda,0.9489
69,people relaxing under a veranda,0.9801
70,a modern looking veranda on a house,0.9682
71,a glass veranda on a house,0.9615
72,a dry river-bed surrounded by a dry landscape,0.6136
73,two people walking through a river-bed,0.9019
74,a dry river-bed in a dense green forest,0.4639
75,a river-bed in an alpine meadow,0.956
76,a bridge across a river-bed,0.9747
77,a river-bed with some water in it,0.9273
78,a queen sitting on a throne,0.9539
79,a queen making a speech,0.9482
80,a queen in a palace,0.9289
81,a queen sitting at a banquet,0.9277
82,a queen in a garden surrounded by blooming flowers,0.9787
83,a queen riding in a large car,0.9797
84,eggplant in a grocery store,0.9438
85,eggplant sitting on a kitchen counter,0.9673
86,eggplant being sliced,0.8099
87,eggplant in a pot,0.6563
88,an eggplant plant in a garden,0.9573
89,a spicy curry dish with eggplant slices,0.948
90,a table with lots of food,0.9888
91,a person eating food,0.9883
92,a couple enjoying food at a restaurant,0.9872
93,a person cooking food on the stove,0.9864
94,a person buying food from a grocery store,0.985
95,a family enjoying lots of food,0.9776
96,a main street in a small town,0.9572
97,a residential neighborhood in a small town,0.9498
98,birds-eye view of a town,0.9638
99,a couple walking in a town,0.9686
100,a town in a desert climate,0.9816
101,a town with snow everywhere,0.9445
102,a person riding a camel in the desert,0.9872
103,a large group of camels walking in a desert,0.9826
104,a person giving water to a camel,0.9857
105,a camel eating food near a desert tent,0.9798
106,two camels walking down the street,0.9772
107,a camel walking in a grassy field,0.963
108,incense burning in a house,0.801
109,a bundle of incense on a table,0.951
110,a person holding a bundle of incense,0.9675
111,incense in a stand,0.7073
112,incense inside a box on a table,0.9678
113,incense inside a store,0.9427
114,a crane bird flying above a beautiful pond,0.8815
115,a crane bird sitting on a dock,0.6769
116,a crane bird with a caught fish,0.838
117,two crane birds on a river,0.8349
118,a person looking at a crane bird,0.8501
119,a crane bird sitting on the side of a bridge,0.8356
120,a large warehouse with lots of boxes,0.9886
121,a large warehouse with lots of produce,0.9871
122,a warehouse with lots of people inside,0.9818
123,a person walking inside a warehouse,0.9837
124,a person driving a forklift inside a warehouse,0.9888
125,a dark abandoned warehouse with broken windows,0.9562
126,a pharmacy in a big city,0.8241
127,a pharmacy with a large parking lot,0.9413
128,a person walking inside a pharmacy,0.9881
129,a person talking to a worker inside a pharmacy,0.6744
130,a pharmacy with lots of people outside,0.9691
131,a small pharmacy in a rural area,0.9605
132,a shabby old looking gas station,0.9824
133,a person getting gas for their car at a gas station,0.9769
134,a small shop next to a gas station,0.7878
135,a small gas station in a dusty desert town,0.9225
136,a very busy gas station with people refueling,0.7818
137,a gas station surrounded by tall city buildings,0.9763
138,a man riding a blue motorcycle,0.9883
139,a woman riding a black motorcycle,0.984
140,three motorcycles riding on a road,0.9639
141,a person riding a motorcycle on a dirt road,0.9849
142,a person riding a motorcycle in a big city,0.986
143,a motorcycle sitting in a garage,0.9512
144,two rifles leaning on a wall,0.8402
145,a person holding a rifle in the countryside,0.9537
146,a woman aiming a rifle,0.9183
147,several soldiers holding rifles,0.9328
148,a store selling rifles,0.9667
149,a police officer holding a rifle,0.956
150,a craftsman weaving a rug,0.9651
151,my local craftsman's newest creation,0.6842
152,a skilled craftsman at work,0.9601
153,an elderly craftsman sharing his wisdom,0.7874
154,a talented craftsman from the village,0.9032
155,an innovative craftsman designing jewelry,0.8263
156,my supervisor talking to me,0.5411
157,a new supervisor at the construction site,0.7542
158,a supervisor giving instructions to the team,0.8928
159,a friendly supervisor helping out,0.8184
160,a supervisor in the office breakroom,0.6402
161,a supervisor working at a computer,0.731
162,a glass of cold water on a hot day,0.8861
163,an earthen pot filled with water,0.9533
164,a pitcher filled with water,0.933
165,a vendor selling water bottles,0.9634
166,a jar filled with water on a wooden table,0.9794
167,containers of water at a grocery store,0.9633
168,a colorful festival in the city,0.986
169,a festival filled with dance and music,0.9543
170,an autumn festival in the town center,0.9665
171,food stalls at a festival,0.8398
172,a festival with lots of people,0.9837
173,a festival in winter,0.9726
174,a checkpoint guarded by armed forces,0.9582
175,a checkpoint on the highway,0.6329
176,a long queue at the toll checkpoint,0.823
177,a checkpoint at the national border,0.6561
