Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red truck,a red semitruck,0.3146
1,a large truck,a large semitruck,0.2916
2,a broken truck,a broken semitruck,0.3025
3,a painting of an old truck,a painting of an old semitruck,0.3451
4,a modern truck,a modern semitruck,0.2883
5,a small truck,a small semitruck,0.2943
6,a cozy sweater,a cozy sweater,0.2864
7,a purple sweater,a purple sweater,0.3314
8,a dirty sweater,a dirty sweater,0.2804
9,a sweater,a designer sweater,0.2886
10,a sweater with holes,a sweater with holes,0.302
11,a colorful sweater,a colorful sweater,0.332
12,a modern bathroom,a modern bathroom,0.3115
13,a dirty bathroom,a dirty bathroom,0.2923
14,a colorful bathroom,a colorful bathroom,0.3403
15,a bathroom with blue tiles,a bathroom with blue tiles,0.3482
16,a spacious bathroom,a spacious bathroom,0.3054
17,a small bathroom,a tiny bathroom,0.2834
18,a pack of sausages,a pack of sausages,0.3103
19,a plate of sausages and eggs,a plate of sausages and eggs,0.0
20,three hot dogs,three sausages,0.2717
21,Hot sausages,sizzling sausages,0.0
22,broken sausages,broken sausages,0.3018
23,some expired sausages,some expired sausages,0.2993
24,a pile of trash,a pile of trash,0.0
25,trash on the floor,trash on the floor,0.2717
26,a pile of trash,a heap of trash,0.0
27,a picture of trash,a painting of trash,0.2598
28,a trash can,a trash bin,0.2902
29,a room full of trash,a room full of trash,0.2866
30,an apartment for rent,an apartment to rent,0.0
31,an apartment with two bedrooms,an apartment with two bedrooms,0.0
32,an apartment in the city center,a city centre apartment,0.0
33,an apartment with a balcony,an apartment with balcony,0.0
34,students living in an apartment,students living in an apartment,0.2987
35,keys to a new apartment,keys to a new apartment,0.3035
36,a broken trunk,a broken car trunk,0.2527
37,a trunk,a packed car trunk,0.287
38,a vacant trunk,an empty car trunk,0.3023
39,a dirty trunk,a dirty car trunk,0.3196
40,a modern trunk,a modern car trunk,0.2977
41,a red car trunk,a red car trunk,0.3089
42,a long line,a long line,0.2731
43,a short line,a short line,0.2098
44,a painting of a long line,a painting of a long line,0.3253
45,a line of people,a line of people,0.0
46,a line outside the store,a line outside the store,0.0
47,a line for food,a line for food,0.0
48,a pair of purple trousers,a pair of purple pants,0.3347
49,a pair of denim pants,a pair of denim pants,0.0
50,some torn pants,some ripped pants,0.2889
51,my dirty pants,my dirty pants,0.2888
52,a pair of designer trousers,a pair of designer pants,0.2955
53,jeans,pants with holes,0.2769
54,a small biscuit,a small cookie,0.3143
55,a fresh biscuit,a fresh cookie,0.2716
56,a burnt biscuit,a burnt cookie,0.3094
57,a broken biscuit,a broken cookie,0.304
58,a painting of a biscuit,a painting of a cookie,0.3507
59,a chocolate cookie,a chocolate cookie,0.0
60,a flashlight,a handheld flashlight,0.3175
61,a flashlight in a drawer,a flashlight in a drawer,0.3274
62,a flashlight,a pocket flashlight,0.3201
63,using a flashlight at night,using a flashlight at night,0.2766
64,batteries for a flashlight,batteries for a flashlight,0.292
65,a flashlight with a switch,a flashlight with a switch,0.3206
66,some dirty diapers,some dirty diapers,0.2425
67,diapers,white diapers,0.2694
68,diapers with holes,diapers with holes,0.2728
69,a pack of diapers,a pack of diapers,0.2997
70,a pair of pink diapers,a pair of pink diapers,0.3235
71,a pair of diapers,a ripped pair of diapers,0.2892
72,a modern gas station,a modern gasoline station,0.3092
73,a painting of an old gas station,a painting of an old gasoline station,0.3835
74,a vintage gas station,a vintage gasoline station,0.3344
75,a gas pump,a gasoline pump,0.3107
76,a gasoline tanker,a gasoline tanker,0.3246
77,a gas station sign,a gasoline station sign,0.2976
78,a round soccer ball,a round soccer ball,0.0
79,a black and white soccer ball,a black and white soccor ball,0.0
80,a soccer game in Europe,a soccer match in Europe,0.0
81,a football with black spots,a soccer with black spots,0.3267
82,a team scoring a soccer goal,a team scoring a soccer goal,0.0
83,kicking a football,kicking a soccer ball,0.2937
84,shopping at a pharmacy,shopping at a pharmacy,0.2892
85,entering a local pharmacy,entering a local pharmacy,0.3218
86,pharmacist's shelves,shelves in a pharmacy,0.3092
87,pharmacy,queue at a pharmacy shop,0.2842
88,pharmacy,sign for a pharmacy shop,0.2533
89,products from a pharmacist,products from a pharmacy,0.2902
90,french fries with vinegar,hot french fries with vinegar,0.0
91,chips with ketchup,french fries with ketchup,0.2753
92,thick-cut fries,thick-cut french fries,0.0
93,Potato chips from a store that sells potato chips.,french fries from a chippy,0.0
94,fish and chips,french fries with fish,0.2851
95,French fries,takeaway french fries,0.2881
96,a lawyer at a table,an attorney at a table,0.0
97,an old lawyer,an old attorney,0.0
