Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,"A delightful image of a small, newborn baby. The baby could be of Hispanic descent and with tufts of dark curly hair sprouting on the crown of their little head. The baby tightly clutches a soft, plush teddy bear with one hand while the other is nestled next to the baby's cheek, sleeping peacefully in a warm, cuddly swaddle blanket. The crib in the background is decorated with playful woodland creatures drawn in a cartoony style, contributing to a serene and loving atmosphere.",a little baby,0.5889
1,"Create a detailed painting of a young Caucasian boy. He's around seven years old with short, wavy, coffee-brown hair. He has innocent, sea-blue eyes and a jovial smile that radiates childlike wonder and joy. He's wearing a vintage, rustic clothing, about as old as 1920s style, with a white, collared shirt and brown trousers. He's standing on a grassy field dotted with dandelions under a stellar sky filled with brightly lit stars. He's releasing a small paper boat in a gentle stream that traverses the field, indicating his hopeful dreams for a future filled with adventures.",a painting of a little boy,0.752
2,"A young Asian girl around the age of 7 or 8, with shoulder-length hair. She is in vibrant, casual clothing with a design hinting towards her giggly and cheerful personality. She is outside, with an endearing and innocent smile on her face, her eyes sparkling with curiosity and excitement. She holds a pink balloon in one hand and a chocolate ice cream cone in the other. The sky is clear and the sun is bright, lighting up the entire scene with a warm and jubilant glow.",a little girl,0.552
3,"A Middle-Eastern man is observed shouting in the direction of a Caucasian woman. He exhibits expressions of urgency, while the woman appears surprised and caught off guard. The surrounding environment is city-like, with tall buildings, various pedestrians and traffic. The scene captures an afternoon vibe with the golden hue of the setting sun painting the cityscape.",a man holler at a girl,0.5198
4,"An Asian man expressing himself loudly towards a Hispanic woman, both standing in a neutral environment. She gazes back at him, maintaining a calm yet determined demeanor as he gesticulates passionately. He is dressed in casual attire: jeans and a graphic t-shirt. She wears a modest, elegant dress in earth tones, with long, wavy hair framing her face. The backdrop is a sunny city street with minimal foot traffic, accentuating the interaction between these two characters.",a man holler at a woman,0.5387
5,"A Middle-Eastern man, wearing casual attire, is gesturing and attempting to get the attention of a Caucasian woman, who is also clad in casual clothing. Both individuals are outdoors, surrounded by tall buildings and bustling city life, exuding urban ambiance.",a guy holler at a woman,0.6167
6,"A Caucasian male calling out to his friend, who is a South Asian male. Both of them are in their early 20s, wearing casual clothing. The first man is waving with one hand, with a look of cheerfulness on his face; and the second man is, at a distance, looking back towards his friend with a surprised expression.",a guy holler at his close friend,0.474
7,"A bustling scene at a live performance in a large auditorium. The stage is bathed in vibrant, multi-colored lights as a band plays an energetic tune. The audience is a mix of people from various genders and ethnicities, all engaged and excited. Among them, a South Asian man stands out, his face aglow with delight as he cheers for the band, his hands cupped around his mouth to amplify his holla. The atmosphere is filled with a sense of community and shared joy.",a holler from the audience,0.7925
8,"An image of a friendly male figure. He is Middle-Eastern, wearing casual clothing - a pair of jeans and a t-shirt. He has a short hair and a mild beard, exuding an amiable charm. He carries a warm smile on his face. He's standing in a relaxed leaning posture like a confidant would, against a graffiti-covered brick wall in an urban setting. The ambient lighting of the scenario combined with the warm palette gives an impression of a late afternoon setting. The viewpoint is from the eye level, making the figure look very approachable.",my close friend,0.4723
9,"An image of a good-looking friend. The friend is a male, and he has distinctive facial features. His eyes are sharp and expressive and complement his masculine jawline. His hair is styled fashionably, adding to his overall appeal. He is depicted in casual attire, which lends him a relaxed and approachable look.",my handsome close friend,0.2914
10,"An elderly gentleman of Hispanic descent, with grey hair, a warm smile, dressed casually but neatly. He may be sitting on a porch, relaxed, exuding wisdom and age, a sense of friendliness surrounds his persona. Give him a calm background, perhaps a small, comfortable house with a tasteful garden. Include details like a cup of tea on a small table near him, and a book of well-thumbed pages",an old close friend,0.6171
11,"An illustration of two companions, one being a Middle Eastern man and the other a Hispanic woman, standing side by side in casual attire. They exhibit strong camaraderie and friendship, their faces lit with smiles. They are in a park, with trees surrounding them, and distant streaks of sunset painting the sky. The colors are vivid, giving off a warm and inviting feeling that signifies their close bond and shared enjoyment of the moment.",me and my close friend,0.5174
12,"An image of a young South Asian boy, around 10 years old, playing outdoors. The boy has a bright smile on his face and brown eyes full of mischief. His dark hair is tousled from play, and he's wearing a worn-out t-shirt and shorts. He's enthusiastically kicking a soccer ball in an open field, dust rising underfoot. The sun is gently setting in the background, turning the sky into a beautiful blend of orange and pink. A tangible nostalgia permeates the air, transporting one back to the memory of a cherished childhood friend.",a close friend from childhood,0.153
13,"Please create a vibrant painting of two friends enjoying their time together. These individuals should appear to be around their early 20s. One of them is of Black descent, has short-cropped hair and is wearing a snapback hat turned backwards along with a hoodie. The other friend is of Hispanic descent, with a full beard and is wearing glasses and a button-down shirt. They are seen in a natural setting, perhaps a park. This painting should not mimic the style of any modern artist.",painting of me and my close friend,0.6137
14,"A lively image showing a multicultural group of friends having a great time together. The group is diverse, including influential figures, artists, athletes, intellectuals, and jesters. A Hispanic muscular individual with a charming grin, an South Asian individual with curly hair and a thoughtful expression, a Caucasian individual with straight black hair sporting a witty smile, and a Black individual with dreadlocks embodying a vibrant persona. Everyone is wearing stylish casual outfits appropriate for a day out in the city. The scene exudes camaraderie, joy, and shared adventures.",me and my friends,0.6238
