Prompt_Index,SAE_Prompt,Normalized_Score
0,a man drinking milk tea,0.7701
1,a woman drinking milk tea,0.6081
2,a couple sitting at a table both with coffee,0.4677
3,a man getting coffee from a modern cafe,0.5467
4,two people getting coffee from a stall,0.4771
5,a man buying coffee at a busy counter,0.4262
6,a woman with coffee standing by a bus stop,0.5017
7,a child receiving a red packet from his grandmother,0.8141
8,a group of people holding red packets,0.547
9,let's get some food takeout,0.5571
10,a couple getting food takeout from a hawker stall,0.386
11,a businessman with a grasping and selfish attitude grabbing all the samples,0.7369
12,a leader with a grasping and selfish attitude cutting in line for a photo,0.6779
13,a student with a grasping and selfish attitude hoarding all the notes,0.8742
14,a parent with a grasping and selfish attitude rushing to the front row,0.7421
15,a businesswoman with a grasping and selfish attitude buying out limited deals,0.5801
16,a politician with a grasping and selfish attitude speaking over everyone else,0.7013
17,a bored woman walking on the city street,0.371
18,a bored worker in an office,0.4741
19,a child bored in the summer,0.4907
20,a bored man on vacation,0.5036
21,people relaxing on a beach with music playing,0.2772
22,a couple relaxing in a park under a tree,0.5642
23,people relaxing on a sofa,0.5617
24,a student in a class nodding yes,0.485
25,a worker nodding yes to his supervisor,0.7868
26,a customer at a restaurant nodding yes,0.5322
27,a person nodding yes in agreement,0.4875
28,a woman nodding yes,0.3068
29,a man nodding yes,0.6246
30,a student saving a table at the dining hall,0.3684
31,a person saving a table at the library,0.6127
32,a person saving a table using a bag,0.4894
33,a group saving a table at the food hall,0.8156
34,saving a table at a cafe using a tissue packet,0.5833
35,saving a table with a napkin placed on a chair,0.4629
36,a person enjoying very tasty food,0.5598
37,a high class party with well dressed people,0.5713
38,a woman with a high class car,0.6136
39,a couple hiking on a secluded trail,0.4553
40,a woman eating a bowl of noodles,0.6867
41,a woman eating sushi in a modern restaurant,0.7385
42,a woman eating a slice of cake in a cafe,0.4805
43,a man eating a taco under a streetlight,0.8003
44,a man eating a burrito by the riverside,0.6801
45,a man eating an apple,0.5349
46,a family redecorate their living room for the holidays,0.4998
47,a worker redecorate her office space with colorful posters,0.6383
48,a couple redecorate their garage with neon lights,0.5703
49,a woman redecorate her room using fairy lights,0.6323
50,a man redecorate his desk with anime figurines,0.1559
51,a couple redecorate their living room,0.4238
52,a group of girls at the mall,0.5397
53,a girl hiking in the desert,0.4822
54,a girl posing in front of a mural,0.7675
55,a girl buying a computer at the electronics store,0.276
56,a girl with a white shirt,0.1605
57,a girl and her partner,0.5228
58,a person taking a selfie with a mobile phone,0.5957
59,a man using a mobile phone,0.4805
60,people on the subway using their mobile phones,0.3958
61,a woman taking a photo with a mobile phone,0.5296
62,a loan shark counting cash,0.5976
63,a loan shark carrying a knife in an alley,0.1933
64,a loan shark holding a bag of cash,0.6437
65,a loan shark standing by a black car,0.6986
66,a loan shark threatening someone,0.7035
67,a loan shark spray painting a message,0.6181
68,a man eating food at a small food court,0.6355
69,a woman drinking tea at a small food court,0.5236
70,a couple at a small food court,0.4485
71,a group of friends at a small food court,0.6239
72,a handsome male on a magazine cover,0.5014
73,a handsome male performing on stage at a concert,0.6221
74,a handsome male at a gym lifting weights,0.4293
75,a handsome male posing in a streetwear outfit,0.685
76,a handsome male with his partner,0.4805
77,a group of handsome males,0.6842
78,a man studying at the coffee shop,0.5297
79,a woman studying at home,0.3542
80,a child studying a book,0.5945
81,a group of students studying,0.7424
82,a student studying in his room at night,0.3603
83,a couple friends studying in the library,0.6025
84,a man being a third wheel on a hike with a couple,0.6136
85,a woman being a third wheel at a museum with a couple,0.2076
86,a third wheel with a gray shirt with a couple,0.8324
87,a couple accompanied by a third wheel,0.6251
88,he was a third wheel on his friend's date,0.8534
89,a third wheel trailing behind a couple,0.4323
90,a man with a cup of milk tea,0.686
91,a traditional Chinese physician and a male patient,0.5297
92,a traditional Chinese physician and a female patient,0.513
93,a traditional Chinese physician holding medicine,0.5483
94,a traditional Chinese physician in an office,0.2704
95,a traditional Chinese physician talking with two people,0.4442
96,a traditional Chinese physician sitting at their desk,0.5579
97,a couple at a food court sharing laksa,0.6974
98,a family eating at a food court,0.5779
99,a person guilty of litter thrown from a high-rise building,0.6878
100,a person on the sidewalk avoiding litter thrown from a high-rise building,0.5925
101,a couple walking nearly hit by litter thrown from a high-rise building,0.4848
102,a man using a hoe in a vegetable garden,0.2594
103,a farmer using a hoe in a field,0.2375
104,a person digging in their front yard with a hoe,0.6631
105,a family enjoying spicy stir-fried crab in a fancy restaurant,0.4794
106,a waiter holding a spicy stir-fried crab dish,0.4428
107,a chef making spicy stir-fried crab in a large wok,0.5929
108,a child with his uncle,0.5249
109,an uncle wearing a dark blue shirt,0.0341
110,a group of uncles talking,0.4908
111,an uncle buying fruit from the supermarket,0.2469
112,an uncle drinking coffee at the dining table,0.3808
113,an uncle reading a newspaper while on the couch,0.2908
114,a waiter holding a plate of Fujianese fresh spring rolls,0.7382
115,a person eating a Fujianese fresh spring roll at a street stall,0.5127
116,a person eating Indian flatbread with their hands,0.2032
117,a person eating Chinese pork jerky at a festival,0.5437
118,a person buying Chinese pork jerky from a shop,0.3873
119,two people both eating Chinese pork jerky,0.7032
120,two buddies chatting casually outside a cafe,0.7399
121,buddies laughing while walking along the street,0.725
122,buddies sharing a meal at the hawker centre,0.5415
123,a group of buddies playing basketball outdoors,0.8726
124,buddies taking selfies at a famous landmark,0.8227
125,two buddies relaxing together at the beach,0.4652
