Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,an old math in the village square,an old monastery in the village square,0.798
1,a math on a grassy hill with trees,a monastery on a grassy hill with trees,0.1158
2,an older person entering a math,an older person entering a monastery,0.046
3,a math in an old city center,a monastery in an old city center,0.6137
4,a math with a crowd of people outside,a monastery with a crowd of people outside,0.3751
5,an old math in a dark misty forest,an old monastery in a dark misty forest,0.3171
6,a bottle of simkin on a wooden table,a bottle of champagne on a wooden table,0.2843
7,simkin on a shelf in a grocery store,champagne on a shelf in a grocery store,0.1985
8,simkin and two glasses on a table outside,champagne and two glasses on a table outside,0.3171
9,simkin in a glass on a table,champagne in a glass on a table,0.0691
10,a person holding a bottle of simkin,a person holding a bottle of champagne,0.1607
11,a person pouring simkin into a glass,a person pouring champagne into a glass,0.2843
12,a dai in a hospital,a midwife in a hospital,0.7288
13,a dai walking into a house,a midwife walking into a house,0.2302
14,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.3751
15,a dai talking with a doctor,a midwife talking with a doctor,0.5188
16,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.3947
17,a dai talking with a nurse,a midwife talking with a nurse,0.1087
18,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.9884
19,two medicos in a conference room,two medical practitioners in a conference room,0.9417
20,a medico walking in a park,a medical practitioner walking in a park,0.9842
21,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.9417
22,a medico standing outside a building,a medical practitioner standing outside a building,0.9537
23,a medico talking with a nurse,a medical practitioner talking with a nurse,0.9384
24,two windows covered with chick,two windows covered with bamboo blinds,0.1879
25,a living room with windows covered with chick,a living room with windows covered with bamboo blinds,0.5788
26,a kitchen with a window covered with chick,a kitchen with a window covered with bamboo blinds,0.1939
27,a living room window covered with rolled-up chick,a living room window covered with rolled-up bamboo blinds,0.8688
28,a doorway with chick covering it,a doorway with bamboo blinds covering it,0.4056
29,a window with rolled up chick,a window with rolled up bamboo blinds,0.8816
30,a ghat with lots of pine trees,a mountain pass with lots of pine trees,0.7887
31,a narrow ghat covered in snow and pine trees,a narrow mountain pass covered in snow and pine trees,0.9563
32,a ghat with a road with lots of cars,a mountain pass with a road with lots of cars,0.7796
33,two people walking through the ghat,two people walking through the mountain pass,0.4596
34,a roadway in the ghat,a roadway in the mountain pass,0.9693
35,a trail in the wooded ghat,a trail in the wooded mountain pass,0.9417
36,an old kirana with faded signage,an old convenience store with faded signage,0.8877
37,a modern kirana with glass doors,a modern convenience store with glass doors,0.8877
38,a busy kirana packed with groceries,a busy convenience store packed with groceries,0.923
39,a small kirana on fire at dusk,a small convenience store on fire at dusk,0.8748
40,an empty kirana with bare shelves,an empty convenience store with bare shelves,0.3349
41,a painting of a kirana with stacked cans,a painting of a convenience store with stacked cans,0.8621
42,a mandapa beside some trees,a temple beside some trees,0.9092
43,people standing outside a mandapa,people standing outside a temple,0.9039
44,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.8242
45,a family in front of a mandapa,a family in front of a temple,0.9449
46,a mandapa beside a sandy landscape,a temple beside a sandy landscape,0.9482
47,an old mandapa with lots of people,an old temple with lots of people,0.923
48,a nai cutting a man's hair,a barber cutting a man's hair,0.862
49,a nai cutting a woman's hair,a barber cutting a woman's hair,0.7697
50,a nai shop in a busy city,a barber shop in a busy city,0.1821
51,a friendly local nai,a friendly local barber,0.2375
52,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.9729
53,three people in a nai shop,three people in a barber shop,0.1558
54,officers working inside a thana,officers working inside a police station,0.9675
55,a person standing outside a thana,a person standing outside a police station,0.9589
56,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.9509
57,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.9384
58,a thana on a road with lots of trees,a police station on a road with lots of trees,0.5653
59,a thana in a busy city,a police station in a busy city,0.2451
60,a boy standing with his abba,a boy standing with his father,0.9833
61,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.8933
