Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a plastic cup with teh tarik,a plastic cup with milk tea,0.6494
1,a cup of teh tarik on a table,a cup of milk tea on a table,0.9452
2,a shop selling teh tarik,a shop selling milk tea,0.9385
3,a man drinking teh tarik,a man drinking milk tea,0.9039
4,a woman drinking teh tarik,a woman drinking milk tea,0.749
5,three cups of teh tarik on the counter,three cups of milk tea on the counter,0.9565
6,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.9695
7,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.7796
8,a table with a cup of kopi and a slice of cake,a table with a cup of coffee and a slice of cake,0.9799
9,two people getting kopi from a stall,two people getting coffee from a stall,0.7697
10,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.4056
11,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.5416
12,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.9449
13,two ang pows on a table with gold designs,two red packets on a table with gold designs,0.8242
14,an ang pow and food on a table,a red packet and food on a table,0.6954
15,a group of people holding ang pows,a group of people holding red packets,0.9449
16,a store selling ang pows,a store selling red packets,0.8242
17,an ang pow and some fruit on a table,a red packet and some fruit on a table,0.9655
18,spicy sotong dish,spicy squid dish,0.8621
19,raw sotong at a market,raw squid at a market,0.9039
20,deep fried sotong on a plate,deep fried squid on a plate,0.798
21,a large sotong in an aquarium with coral,a large squid in an aquarium with coral,0.9141
22,a sotong dish and rice on a table,a squid dish and rice on a table,0.9612
23,sliced sotong in a frying pan,sliced squid in a frying pan,0.291
24,getting food tapao from the small restaurant,getting food takeout from the small restaurant,0.9092
25,getting food tapao from the diner,getting food takeout from the diner,0.8067
26,getting food tapao from the food truck,getting food takeout from the food truck,0.8748
27,letâs get some food tapao,let's get some food takeout,0.5653
28,chinese food tapao packed in plastic containers,chinese food takeout packed in plastic containers,0.8323
29,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.9271
30,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.384
31,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.3098
32,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.4056
33,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.4724
34,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.2112
35,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.7887
36,a sian cat in a house,a bored cat in a house,0.8816
37,a sian woman walking on the city street,a bored woman walking on the city street,0.9385
38,a sian worker in an office,a bored worker in an office,0.9348
39,a child sian in the summer,a child bored in the summer,0.2375
40,a sian dog in the front yard,a bored dog in the front yard,0.3751
41,a sian man on vacation,a bored man on vacation,0.1658
42,a dog lepak on a grassy lawn in front of a house,a dog relaxing on a grassy lawn in front of a house,0.9799
43,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.6258
44,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.9537
45,people lepak on a sofa,people relaxing on a sofa,0.9799
46,a cat lepak by a window,a cat relaxing by a window,0.9589
47,a lepak vacation setting,a relaxing vacation setting,0.9711
48,a student in a class nodding can,a student in a class nodding yes,0.3538
49,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.365
50,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.5902
51,a person nodding can in agreement,a person nodding yes in agreement,0.365
52,a woman nodding can,a woman nodding yes,0.3098
53,a man nodding can,a man nodding yes,0.2843
54,a student chope at the dining hall,a student saving a table at the dining hall,0.365
55,a person chope at the library,a person saving a table at the library,0.5311
56,a person chope using a bag,a person saving a table using a bag,0.3272
57,a group chope at the food hall,a group saving a table at the food hall,0.4056
58,chope at a cafe using a tissue packet,saving a table at a cafe using a tissue packet,0.5653
59,chope with a napkin placed on a chair,saving a table with a napkin placed on a chair,0.4836
60,shiok dumplings,very tasty dumplings,0.9092
61,a person enjoying shiok food,a person enjoying very tasty food,0.9039
62,a table full of shiok Mexican food,a table full of very tasty Mexican food,0.9773
63,shiok food,very tasty food,0.9136
64,shiok Italian food,very tasty Italian food,0.9449
65,a table full of shiok main dishes,a table full of tasty main dishes,0.9449
66,an atas clothing boutique,a high class clothing boutique,0.847
67,an atas party with well dressed people,a high class party with well dressed people,0.8067
68,an atas red sports car,a high class red sports car,0.9563
69,a woman with an atas car,a woman with a high class car,0.4169
70,an atas house with marble floors and chandeliers,a high class house with marble floors and chandeliers,0.2302
71,an atas restaurant with velvet chairs and dim lighting,a high class restaurant with velvet chairs and dim lighting,0.9312
72,an ulu tropical beach,a secluded tropical beach,0.9185
73,camping in an ulu meadow in the mountains,camping in a secluded meadow in the mountains,0.9563
74,a couple hiking on an ulu trail,a couple hiking on a secluded trail,0.9271
75,a house in an ulu area by a forest,a house in a secluded area by a forest,0.9385
76,an rv in an ulu town,an rv in a secluded town,0.7697
77,an ulu locale surrounded by dense forest,an secluded locale surrounded by dense forest,0.9039
78,a woman makan a bowl of noodles,a woman eating a bowl of noodles,0.9509
79,a woman makan sushi in a modern restaurant,a woman eating sushi in a modern restaurant,0.9348
80,a woman makan a slice of cake in a cafe,a woman eating a slice of cake in a cafe,0.7593
81,a man makan a taco under a streetlight,a man eating a taco under a streetlight,0.2671
82,a man makan a burrito by the riverside,a man eating a burrito by the riverside,0.5068
83,a man makan an apple,a man eating an apple,0.9897
84,a family zhng their living room for the holidays,a family redecorate their living room for the holidays,0.8748
85,a worker zhng her office space with colorful posters,a worker redecorate her office space with colorful posters,0.8688
86,a couple zhng their garage with neon lights,a couple redecorate their garage with neon lights,0.4386
87,a woman zhng her room using fairy lights,a woman redecorate her room using fairy lights,0.9385
88,a man zhng his desk with anime figurines,a man redecorate his desk with anime figurines,0.7175
89,a couple zhng their living room,a couple redecorate their living room,0.1765
90,a group of gers at the mall,a group of girls at the mall,0.7887
91,a ger hiking in the desert,a girl hiking in the desert,0.8067
92,a ger posing in front of a mural,a girl posing in front of a mural,0.9759
93,a ger buying a computer at the electronics store,a girl buying a computer at the electronics store,0.1658
94,a ger with a white shirt,a girl with a white shirt,0.6381
95,a ger and her partner,a girl and her partner,0.2755
96,a handphone on a black table,a mobile phone on a black table,0.7063
97,a person taking a selfie with a handphone,a person taking a selfie with a mobile phone,0.7887
98,a handphone next to a laptop on a table,a mobile phone next to a laptop on a table,0.9773
99,a man using a handphone,a man using a mobile phone,0.9852
100,people on the subway using their handphones,people on the subway using their mobile phones,0.9509
101,a woman taking a photo with a handphone,a woman taking a photo with a mobile phone,0.9909
102,an ah long counting cash,a loan shark counting cash,0.2755
103,an ah long carrying a knife in an alley,a loan shark carrying a knife in an alley,0.2048
104,an ah long holding a bag of cash,a loan shark holding a bag of cash,0.6258
105,an ah long standing by a black car,a loan shark standing by a black car,0.218
106,an ah long threatening someone,a loan shark threatening someone,0.1658
107,an ah long spray painting a message,a loan shark spray painting a message,0.5653
108,a man eating food at a kopi tiam,a man eating food at a small food court,0.6727
109,a woman drinking tea at a kopi tiam,a woman drinking tea at a small food court,0.6381
110,a bowl of noodles on a table in a kopi tiam,a bowl of noodles on a table in a small food court,0.6381
111,kopi tiam,a small food court,0.1475
112,a couple at a kopi tiam,a couple at a small food court,0.6018
113,a group of friends at a kopi tiam,a group of friends at a small food court,0.8933
114,a yandao on a magazine cover,a handsome male on a magazine cover,0.1985
115,a yandao performing on stage at a concert,a handsome male performing on stage at a concert,0.9537
116,a yandao at a gym lifting weights,a handsome male at a gym lifting weights,0.9385
117,a yandao posing in a streetwear outfit,a handsome male posing in a streetwear outfit,0.9417
118,a yandao with his partner,a handsome male with his partner,0.2528
119,a group of yandaos,a group of handsome males,0.0394
120,a man mug at the coffee shop,a man studying at the coffee shop,0.7388
121,a woman mug at home,a woman studying at home,0.6954
122,a child mug a book,a child studying a book,0.9589
123,a group of students mug,a group of students studying,0.1122
124,a student mug in his room at night,a student studying in his room at night,0.9136
125,a couple of friends mug in the library,a couple friends studying in the library,0.749
126,a man being a lightbulb on a hike with a couple,a man being a third wheel on a hike with a couple,0.7175
127,a woman being a lightbulb at a museum with a couple,a woman being a third wheel at a museum with a couple,0.5068
128,a lightbulb with a gray shirt with a couple,a third wheel with a gray shirt with a couple,0.2375
129,a couple accompanied by a lightbulb,a couple accompanied by a third wheel,0.267
130,he was a lightbulb on his friend's date,he was a third wheel on his friend's date,0.384
131,a lightbulb trailing behind a couple,a third wheel trailing behind a couple,0.335
132,a glass filled with black teh,a glass filled with black tea,0.8067
133,a man with a cup of milk teh,a man with a cup of milk tea,0.749
134,a teh pot on a table,a tea pot on a table,0.9039
135,a cozy teh shop in a busy city street,a cozy tea shop in a busy city street,0.3947
136,a teh bag on a plate,a tea bag on a plate,0.8816
137,a cup filled with green teh,a cup filled with green tea,0.8877
138,a plate of char kway teow with prawns and egg,a plate of stir-fried rice noodles with prawns and egg,0.6954
139,a bowl of char kway teow with fishcake slices,a bowl of stir-fried rice noodles with fishcake slices,0.7887
140,two plates of char kway teow on a wooden table,two plates of stir-fried rice noodles on a wooden table,0.9676
141,char kway teow in a wok on a stove,stir-fried rice noodles in a wok on a stove,0.3456
