Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a painting of Tarik,a painting of milk tea,0.0
1,a photo of the tarik,a photo of milk tea,0.0953
2,selling the tarik,selling milk tea,0.2188
3,a large pulled tea,a large milk tea,0.0
4,a small pulled tea,a small milk tea,0.0
5,The tea tarik on a table,milk tea on a counter,0.5765
6,coffee on a table,coffee on a table,0.9747
7,coffee on a counter,coffee on a counter,0.8935
8,a painting of coffee,a painting of coffee,0.9749
9,Two people getting coffee,two people getting coffee,0.9285
10,a man buying coffee,a man buying coffee,0.8241
11,a woman with coffee,a woman with coffee,0.9846
12,a painting of a red envelope,a painting of a red packet,0.0
13,Two red envelopes on a table,two red packets on a table,0.8268
14,a red envelope on a counter,a red packet on a counter,0.0
15,a person holding a red envelope,a person holding a red packet,0.8573
16,a red envelope on the ground,a red packet on the ground,0.0
17,a child holding a red envelope,a child holding a red packet,0.9429
18,a painting of squid,a painting of squid,0.838
19,octopus on a table,squid on a table,0.7019
20,A squid in a market,a squid in a market,0.9111
21,a cuttlefish in an aquarium,a squid in an aquarium,0.8669
22,A squid on a counter,a squid on a counter,0.8259
23,octopus in a box,squid in a box,0.9048
24,A person ordering takeout.,a person getting takeout,0.7354
25,tap on a table,takeout on a table,0.3183
26,Take out from the food truck,takeout from the food truck,0.7262
27,Let's get some takeout food.,let's get some food takeout,0.8603
28,Chinese food takeout,chinese food takeout,0.9599
29,a couple getting takeout,a couple getting food takeout,0.5118
30,a risk-averse businessman,a businessman with a grasping and selfish attitude,0.5517
31,A risk-averse leader,a leader with a grasping and selfish attitude,0.5319
32,A risk-averse student,a student with a grasping and selfish attitude,0.5715
33,A risk-averse parent,a parent with a grasping and selfish attitude,0.2019
34,A risk-averse businesswoman,a businesswoman with a grasping and selfish attitude,0.385
35,a risk-averse politician,a politician with a grasping and selfish attitude,0.6831
36,Asian cat,a bored cat,0.7095
37,Asian woman,a bored woman,0.4292
38,Asian worker,a bored worker,0.6186
39,a child was seen,a child bored,0.0
40,Asian dog,a bored dog,0.7078
41,Asian man,a bored man,0.5804
42,A pet dog,a relaxing dog,0.8013
43,people lounge on a beach,people relaxing on a beach,0.9786
44,People are spending time together on a bus.,people relaxing on a coach,0.0
45,A few people are playing leapfrog in a park.,a couple relaxing in a park,0.0
46,a cat jumps,a cat relaxing,0.1447
47,A hangout spot,a relaxing setting,0.0
48,a person making a gesture,a person gesturing yes,0.0
49,A person answering can,a person answering yes,0.5405
50,a worker making a gesture,a worker gesturing yes,0.0
51,a student can gesture,a student gesturing yes,0.0
52,a woman gesturing with a can,a woman gesturing yes,0.0
53,a man making a gesture,a man gesturing yes,0.0
54,a student chooses,a student saving a table,0.4365
55,a man chose,a man saving a table,0.2858
56,a woman chooses,a woman saving a table,0.2377
57,a group store,a group saving a table,0.0
58,order at a coffee shop,saving a table at a cafe,0.4353
59,Use a napkin,saving a table with a napkin,0.7581
60,a counter with interesting things,a counter with tasty things,0.6866
61,a painting of something that is delicious,a painting of something that is very tasty,0.975
62,a table with delicious food,a table with very tasty stuff,0.9781
63,a picture of something that is delicious,a photo of something that is tasty,0.9542
64,something good,something tasty,0.5702
65,a person enjoying something that is delicious,a person enjoying something that is tasty,0.981
66,A clothing store upstairs,a high class clothing store,0.8338
67,A house party,a high class party,0.1934
68,a painting of something that is upscale,a painting of something that is high class,0.7782
69,an upscale restaurant,a high class restaurant,0.9539
70,an above-ground car,a high class car,0.3341
71,A high-class house,a high class house,0.9695
72,an Ulu Beach,a secluded beach,0.8179
73,an alley,a secluded street,0.0
74,an Ulu Trail,a secluded trail,0.9345
75,an Eskimo whaling station,a secluded locale,0.7366
76,Inupiat Eskimo house,a secluded house,0.9067
77,an Inuit village,a secluded town,0.0
78,a woman eats noodles,a woman eating noodles,0.7085
79,a painting of someone eating,a painting of someone eating,0.9679
80,A person is eating a salad.,a person eating a salad,0.5579
81,a man is eating a taco,a man eating a taco,0.7579
82,people eat,people eating,0.6132
83,A man is eating a burrito.,a man eating a burrito,0.6802
