Prompt_Index,SAE_Prompt,Score
0,a painting of milk tea,0.8625
1,a photo of milk tea,0.7715
2,selling milk tea,0.6797
3,a large milk tea,0.8185
4,a small milk tea,0.7756
5,milk tea on a counter,0.7631
6,coffee on a table,0.9774
7,coffee on a counter,0.9591
8,a painting of coffee,0.9748
9,two people getting coffee,0.8008
10,a man buying coffee,0.7913
11,a woman with coffee,0.982
12,a painting of a red packet,0.7513
13,two red packets on a table,0.8074
14,a red packet on a counter,0.674
15,a person holding a red packet,0.8542
16,a red packet on the ground,0.924
17,a child holding a red packet,0.8687
18,a painting of squid,0.7665
19,squid on a table,0.789
20,a squid in a market,0.7478
21,a squid in an aquarium,0.9032
22,a squid on a counter,0.8041
23,squid in a box,0.8002
24,a person getting takeout,0.8522
25,takeout on a table,0.9454
26,takeout from the food truck,0.8299
27,let's get some food takeout,0.7878
28,chinese food takeout,0.9537
29,a couple getting food takeout,0.7047
30,a businessman with a grasping and selfish attitude,0.6518
31,a leader with a grasping and selfish attitude,0.5919
32,a student with a grasping and selfish attitude,0.3154
33,a parent with a grasping and selfish attitude,0.1899
34,a businesswoman with a grasping and selfish attitude,0.4984
35,a politician with a grasping and selfish attitude,0.5161
36,a bored cat,0.7819
37,a bored woman,0.9031
38,a bored worker,0.8427
39,a child bored,0.8617
40,a bored dog,0.7521
41,a bored man,0.8749
42,a relaxing dog,0.9219
43,people relaxing on a beach,0.968
44,people relaxing on a coach,0.8045
45,a couple relaxing in a park,0.9794
46,a cat relaxing,0.8372
47,a relaxing setting,0.9876
48,a person gesturing yes,0.7643
49,a person answering yes,0.4238
50,a worker gesturing yes,0.6407
51,a student gesturing yes,0.7089
52,a woman gesturing yes,0.6827
53,a man gesturing yes,0.7807
54,a student saving a table,0.6314
55,a man saving a table,0.619
56,a woman saving a table,0.6661
57,a group saving a table,0.6423
58,saving a table at a cafe,0.5232
59,saving a table with a napkin,0.7125
60,a counter with tasty things,0.972
61,a painting of something that is very tasty,0.979
62,a table with very tasty stuff,0.9733
63,a photo of something that is tasty,0.9681
64,something tasty,0.858
65,a person enjoying something that is tasty,0.9704
66,a high class clothing store,0.9447
67,a high class party,0.7234
68,a painting of something that is high class,0.7362
69,a high class restaurant,0.9613
70,a high class car,0.9715
71,a high class house,0.9662
72,a secluded beach,0.8891
73,a secluded street,0.9293
74,a secluded trail,0.9538
75,a secluded locale,0.9665
76,a secluded house,0.9529
77,a secluded town,0.8102
78,a woman eating noodles,0.9371
79,a painting of someone eating,0.8719
80,a person eating a salad,0.6616
81,a man eating a taco,0.8656
82,people eating,0.8347
83,a man eating a burrito,0.6826
84,a family redecorates their house,0.5007
85,a worker redecorates her office space,0.7643
86,a couple redecorate their garage,0.4242
87,a woman redecorates her room,0.7522
88,a man redecorates his desk,0.5529
89,a person redecorates their kitchen,0.5606
90,a tall girl,0.8131
91,a girl buying a computer,0.4014
92,a girl hiking,0.9703
93,a girl,0.9769
94,a girl in a city,0.9735
95,a painting of a girl,0.9846
96,a mobile phone on a table,0.8997
97,a woman holding a mobile phone,0.9871
98,a mobile phone on the ground,0.9809
99,a man with a mobile phone,0.9626
100,a painting of a mobile phone,0.8902
101,a mobile phone on a lawn,0.9277
102,a loan shark handling cash,0.4184
103,a loan shark carrying a knife,0.5447
104,a loan shark holding a bag,0.4937
105,a loan shark,0.4845
106,a loan shark talking to someone,0.4875
107,a loan shark spray painting,0.3156
108,a man at a coffee shop,0.9804
109,a woman at a coffee shop,0.9776
110,buying something at a coffee shop,0.8133
111,a coffee shop,0.9588
112,a modern coffee shop,0.9597
113,an old coffee shop,0.8283
114,a painting of a handsome male,0.9025
115,a handsome male buying food,0.9505
116,a handsome male walking,0.8138
117,a photo of a handsome male,0.8736
118,a handsome male,0.8484
119,a handsome male at a gym,0.9462
120,a man studying for finals,0.6461
121,a woman studying at home,0.9474
122,a child busy studying,0.9353
123,a group of people studying,0.9399
124,an older person studying,0.9678
125,studying at a table,0.9481
126,a man being a third wheel,0.5591
127,a woman being a third wheel,0.6411
128,a third wheel sitting with a couple,0.5172
129,a person feeling like a third wheel,0.4263
130,scene with an awkward third wheel,0.5909
131,a young third wheel,0.7631
132,a painting of black tea,0.888
133,tea in a store,0.8206
134,a container with tea,0.8241
135,a tea shop in a city,0.8518
136,white tea,0.8489
137,a jar with dry tea,0.6721
138,a plate of stir-fried rice noodles,0.8921
139,a bowl of stir-fried rice noodles,0.8918
140,a painting of stir-fried rice noodles,0.608
141,stir-fried rice noodle with vegetables,0.9077
142,stir-fried rice noodles with fruit,0.7566
143,two plates of stir-fried rice noodles,0.7794
144,a traditional Chinese physician and a man,0.8104
145,a traditional Chinese physician and a woman,0.8816
146,a painting of a traditional Chinese physician,0.8949
147,a traditional Chinese physician,0.7671
148,a traditional Chinese physician with two people,0.7461
149,a traditional Chinese physician sitting,0.8849
150,a large food court,0.944
151,a couple at a food court,0.9344
152,a modern food court,0.959
153,an older food court,0.4408
154,a person at a food court,0.9191
155,a busy food court,0.9636
156,litter thrown from a high-rise building falling,0.601
157,litter thrown from a high-rise building from window,0.8301
158,a sign about litter thrown from a high-rise building,0.6679
159,a painting of litter thrown from a high-rise building,0.377
160,a person avoiding litter thrown from a high-rise building,0.744
161,a person nearly hit by litter thrown from a high-rise building,0.5098
162,a man holding a hoe,0.7193
163,a hoe on a shelf,0.3595
164,a painting of a hoe,0.4163
165,an old hoe,0.5164
166,a new hoe,0.5718
167,a hoe leaning on a wall,0.6348
168,a spicy stir-fried crab on a table,0.8948
169,a family enjoying spicy stir-fried crab,0.6695
170,two plates of spicy stir-fried crab,0.7101
171,a large spicy stir-fried crab with rice,0.7157
172,a waiter serving spicy stir-fried crab,0.5952
173,a chef making spicy stir-fried crab,0.678
174,my uncle,0.7317
175,an uncle in blue,0.8796
176,a uncle talking,0.8723
177,an uncle buying fruit,0.7933
178,an uncle drinking coffee,0.8777
179,an uncle reading a newspaper,0.9468
180,a plate of Fujianese fresh spring roll,0.8691
181,one Fujianese fresh spring roll,0.6843
182,a painting of Fujianese fresh spring roll,0.8247
183,a person eating a Fujianese fresh spring roll,0.5862
184,Fujianese fresh spring roll on a table,0.8404
185,Fujianese fresh spring roll in a bowl,0.7765
186,a plate of Indian flatbread,0.8639
187,a painting of Indian flat bread,0.6945
188,a table with Indian flatbread,0.8937
189,a person eating Indian flatbread,0.7435
190,Indian flatbread on a counter,0.869
191,Indian flatbread on a table,0.8634
192,a person eating Chinese pork jerky,0.5481
193,Chinese pork jerky in a bag,0.4071
194,a painting of Chinese pork jerky,0.6415
195,a shop with Chinese pork jerky,0.8696
196,one piece of Chinese pork jerky,0.4335
197,a person holding Chinese pork jerky,0.9425
198,two buddies chatting,0.7986
199,buddies playing soccer,0.8785
200,buddies having coffee,0.9251
201,buddies laughing together,0.9644
202,a group of buddies outdoors,0.8704
203,buddies watching a movie,0.7981
