Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,0.8851
1,a painting of a lil boy,a painting of a little boy,0.9711
2,a lil girl,a little girl,0.387
3,a man holla at a girl,a man holler at a girl,0.3753
4,a man holla at a woman,a man holler at a woman,0.7316
5,a guy holla at a woman,a guy holler at a woman,0.1939
6,a guy holla at his homie,a guy holler at his close friend,0.9878
7,a holla from the audience,a holler from the audience,0.0983
8,my homie,my close friend,0.7797
9,my handsome homie,my handsome close friend,0.6538
10,an old homie,an old close friend,0.1216
11,me and my homie,me and my close friend,0.3902
12,a homie from childhood,a close friend from childhood,0.9129
13,painting of me and my homie,painting of me and my close friend,0.7742
14,me and my crew,me and my friends,0.1954
15,me and my large crew,me and my large friends,0.6209
16,painting of me and my crew,painting of me and my friends,0.8583
17,me and my small crew,me and my small friends,0.7878
18,my crew wearing red,my friends wearing red,0.229
19,my crew at my house,my friends at my house,0.4082
20,an old nana,an old grandma,0.1088
21,my beautiful nana,my beautiful grandma,0.9154
22,a group of nanas,a group of grandmas,0.5057
23,my nana in purple,my grandma in purple,0.892
24,my nana in her house,my grandma in her house,0.4953
25,an angry nana,an angry grandma,0.0654
26,a picture of my bae,a picture of my lover,0.4278
27,my sleeping bae,my sleeping lover,0.912
28,my beautiful bae,my beautiful lover,0.6283
29,my bae at my house,my lover at my house,0.7675
30,my bae wearing purple,my lover wearing purple,0.5186
31,my handsome bae,my handsome lover,0.6832
32,a kid deposit some dough,a kid deposit some money,0.5476
33,a man paying with dough,a man paying with money,0.0573
34,a woman paying with dough,a woman paying with money,0.7212
35,a man aiming his piece,a man aiming his gun,0.5497
36,a man wearing grills,a man wearing dental jewelry,0.2702
37,a woman wearing grills,a woman wearing dental jewelry,0.7872
38,tipping my lid,tipping my hat,0.4467
39,wearing a lid,wearing a hat,0.4356
40,loading the hammer,loading the gun,0.3158
41,aiming the hammer,aiming the gun,0.5148
42,a busy hood,a busy neighborhood,0.0451
43,a man flashing paper,a man flashing bills,0.6104
44,a man with his fam,a man with his close friends,0.4863
45,a group picture with the fam,a group picture with the close friends,0.9294
46,a painting of my fam,a painting of my close friends,0.8533
47,my fam in the house,my close friends in the house,0.5836
48,me with my fam,me with my close friends,0.3727
49,hanging with my fam,hanging with my close friends,0.4837
50,a picture of my boo,a picture of my lover,0.4666
51,my sleeping boo,my sleeping lover,0.8926
52,my beautiful boo,my beautiful lover,0.5103
53,my boo at my house,my lover at my house,0.8997
54,my boo wearing pink,my lover wearing pink,0.5288
55,my handsome boo,my handsome lover,0.981
56,my homeboy,my close friend,0.0495
57,my handsome homeboy,my handsome close friend,0.6906
58,an old homeboy,an old close friend,0.1565
59,me and my homeboy,me and my close friend,0.4959
60,a homeboy from childhood,a close friend from childhood,0.9623
61,painting of me and my homeboy,painting of me and my close friend,0.3728
62,a man feeling mellow,a man high on marijuana,0.6598
63,a woman feeling mellow,a woman high on marijuana,0.17
64,a painting of a person feeling mellow,a painting of a person high on marijuana,0.6986
65,a group of people feeling mellow,a group of people high on marijuana,0.4051
66,college students feeling mellow,college students high on marijuana,0.1308
67,a person feeling mellow,a person high on marijuana,0.4055
68,my morning nappiness,my morning hair frizziness,0.7102
69,a painting of my nappiness,a painting of my hair frizziness,0.4569
70,fixing my nappiness,fixing my hair frizziness,0.8078
71,a woman with nappiness,a woman with hair frizziness,0.0872
72,my natural nappiness,my natural hair frizziness,0.8454
73,two people with nappiness,two people with hair frizziness,0.0803
74,a painting of my dreads,a painting of my dreadlocks,0.5647
75,my dirty dreads,my dirty dreadlocks,0.5233
76,my long dreads,my long dreadlocks,0.5141
77,two people with dreads,two people with dreadlocks,0.7268
78,cutting my dreads,cutting my dreadlocks,0.2516
79,dyed dreads,dyed dreadlocks,0.5832
