Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.2028
1,a math on a hill,a monastery on a hill,0.2428
2,a small math,a small monastery,0.1663
3,a painting of a math,a painting of a monastery,0.2264
4,a crowded math,a crowded monastery,0.2234
5,a math in a dark forest,a monastery in a dark forest,0.26
6,simkin on a wooden table,champagne on a wooden table,0.2258
7,simkin in a cabinet,champagne in a cabinet,0.255
8,simkin on a table outside,champagne on a table outside,0.2246
9,a painting of some simkin,a painting of some champagne,0.2219
10,simkin on the beach,champagne on the beach,0.2201
11,simkin on top of a piano,champagne on top of a piano,0.2489
12,an old dai,an old midwife,0.2185
13,a dai with a woman,a midwife with a woman,0.2544
14,a painting of a dai,a painting of a midwife,0.248
15,a young dai,a young midwife,0.219
16,a dai sitting down,a midwife sitting down,0.2251
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.3154
18,a medico at a table,a medical practitioner at a table,0.3131
19,an old medico,an old medical practitioner,0.2842
20,a medico at a park,a medical practitioner at a park,0.2959
21,a medico with a woman,a medical practitioner with a woman,0.3347
22,a medico with a notepad,a medical practitioner with a notepad,0.3099
23,a painting of a medico,a painting of a medical practitioner,0.3288
24,a window covered with chick,a window covered with bamboo blinds,0.2298
25,a doorway with chick,a doorway with bamboo blinds,0.2303
26,hand-crafted chick,hand-crafted bamboo blinds,0.2015
27,sun-faded chick,sun-faded bamboo blinds,0.1836
28,chick with decorative trim,bamboo blinds with decorative trim,0.1524
29,tattered chick,tattered bamboo blinds,0.1702
30,a dark ghat,a dark mountain pass,0.2335
31,a ghat covered in snow,a mountain pass covered in snow,0.2527
32,a crowded ghat,a crowded mountain pass,0.2274
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.2372
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.2645
35,an abandoned ghat,an abandoned mountain pass,0.2312
36,an old kirana,an old convenience store,0.2168
37,a modern kirana,a modern convenience store,0.1623
38,a busy kirana,a busy convenience store,0.2419
39,a kirana on fire,a convenience store on fire,0.2122
40,an empty kirana,an empty convenience store,0.2396
41,a painting of a kirana,a painting of a convenience store,0.2036
42,an old mandapa,an old temple,0.3048
43,a mandapa on a hill,a temple on a hill,0.3154
44,a painting of a mandapa,a painting of a temple,0.3544
45,a mandapa in a dark forest,a temple in a dark forest,0.3332
46,a mandapa in a city,a temple in a city,0.2984
47,a abandoned mandapa,an abandoned temple,0.3145
48,a nai in red,a barber in red,0.224
49,an old nai,an old barber,0.2165
50,a small nai shop,a small barber shop,0.2719
51,a busy nai shop,a busy barber shop,0.2406
52,a nai by the chair,a barber by the chair,0.2335
53,a nai working,a barber working,0.2169
54,a thana in a city,a police station in a city,0.1997
55,a busy thana,a busy police station,0.2167
56,a thana in a small town,a police station in a small town,0.2197
57,a person entering a thana,a person walking into a police station,0.2362
58,a painting of a thana,a painting of a police station,0.2268
59,a photograph of a modern thana,a photograph of a modern police station,0.1864
60,an abba in front of a house,a father in front of a house,0.2128
61,a girl standing with her abba,a girl standing with her father,0.2528
62,a crying abba,a crying father,0.2427
63,an abba on a bed,a father on a bed,0.2555
