Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a man drinking teh tarik,a man drinking milk tea,0.2635
1,a woman drinking teh tarik,a woman drinking milk tea,0.1674
2,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.0766
3,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.7763
4,two people getting kopi from a stall,two people getting coffee from a stall,0.2727
5,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.3161
6,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.2725
7,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.8239
8,a group of people holding ang pows,a group of people holding red packets,0.6028
9,letâs get some food tapao,let's get some food takeout,0.6212
10,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.648
11,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.7897
12,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.8187
13,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.4047
14,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.8325
15,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.4149
16,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.6018
17,a sian woman walking on the city street,a bored woman walking on the city street,0.4384
18,a sian worker in an office,a bored worker in an office,0.4865
19,a child sian in the summer,a child bored in the summer,0.5486
20,a sian man on vacation,a bored man on vacation,0.334
21,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.2368
22,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.6934
23,people lepak on a sofa,people relaxing on a sofa,0.1009
24,a student in a class nodding can,a student in a class nodding yes,0.6322
25,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.8437
26,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.8007
