Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black torque,a large black truck,0.1422
1,a green torque,a green truck,0.266
2,a torque with a dog,a truck with a dog,0.3904
3,a painting of a torque,a painting of a truck,0.1803
4,a new torque,a new truck,0.19
5,an old torque,an old truck,0.2101
6,a painting of raspa,a painting of shaved ice,0.3088
7,a man enjoying raspa,a man enjoying shaved ice,0.7671
8,a cup of raspa,a cup of shaved ice,0.592
9,colorful raspa,colorful shaved ice,0.722
10,cup of raspa on a table,cup of shaved ice on a table,0.4453
11,a blue raspa,a blue shaved ice,0.8296
12,a clicka,a friend group,0.3673
13,a big clicka,a big friend group,0.5171
14,a clicka at school,a friend group at school,0.5292
15,a painting of a clicka,a painting of a friend group,0.1626
16,a clicka at the park,a friend group at the park,0.3796
17,a loud clicka,a loud friend group,0.5095
18,a painting of a padrino,a painting of a godfather,0.8149
19,a padrino,a godfather,0.5529
20,a padrino in a house,a godfather in a house,0.3632
21,an old padrino,an old godfather,0.8193
22,a man with a padrino,a man with a godfather,0.5431
23,a woman with a padrino,a woman with a godfather,0.2561
24,a big fil,a big field,0.6133
25,a painting of a fil,a painting of a field,0.4469
26,a person at a fil,a person at a field,0.4852
27,a yellow fil,a yellow field,0.565
28,a green fil,a green field,0.3366
29,a busy fil,a busy field,0.9274
30,an old pinta,an old jail,0.2341
31,a modern pinta,a modern jail,0.1878
32,a painting of a pinta,a painting of a jail,0.0704
33,a small pinta,a small prison,0.1251
34,go to pinta,go to prison,0.2882
35,inside a pinta,inside a prison,0.3191
36,a painting of a jaina,a painting of a girlfriend,0.7043
37,a jaina in a home,a girlfriend in a home,0.5014
38,a jaina in a car,a girlfriend in a car,0.6912
39,a jaina walking,a girlfriend walking,0.5321
40,me and my jaina,me and my girlfriend,0.671
41,at the park with my jaina,at the park with my girlfriend,0.7036
42,my dad planchar shirts,my dad irons shirts,0.3246
43,she planchar daily,she irons daily,0.2088
44,they planchar clothes,they iron clothes,0.373
45,I planchar pants,I iron pants,0.4027
46,we planchar uniforms,we iron uniforms,0.4674
47,he likes to planchar,he likes to iron,0.3433
48,a person exploring Chuco,a person exploring El Paso,0.3103
49,a painting of Chuco,a painting of El Paso,0.1007
50,a person in Chuco,a person in El Paso,0.5064
51,Chuco landscape,El Paso landscape,0.5305
52,a typical house in Chuco,a typical house in El Paso,0.6075
53,a bird's eye view of Chuco,a bird's eye view of El Paso,0.4339
54,a painting of a carnal,a painting of a brother,0.5061
55,a man hiking with his carnal,a man hiking with his brother,0.271
56,a carnal in a house,a brother in a house,0.2596
57,me with my carnal,me with my brother,0.626
58,a carnal at a table,a brother at a table,0.6803
59,a carnal at a park,a brother at a park,0.7626
60,a painting of a carnalita,a painting of a sister,0.4788
61,a man hiking with his carnalita,a man hiking with his sister,0.1048
62,a carnalita in a house,a sister in a house,0.4974
63,me with my carnalita,me with my sister,0.3891
64,a carnalita at a table,a sister at a table,0.4465
65,a carnalita at a park,a sister at a park,0.5888
66,a painting of carnales,a painting of brothers,0.4556
67,carnales in a house,brothers in a house,0.7884
68,me and my carnales,me and my brothers,0.7594
69,carnales by a table,brothers by a table,0.9172
70,carnales together,brothers together,0.9279
71,carnales walking,brothers walking,0.7839
72,a painting of carnalas,a painting of sisters,0.1876
73,carnalas in a house,sisters in a house,0.2668
74,me and my carnalas,me and my sisters,0.6037
75,carnalas by a table,sisters by a table,0.1676
76,carnalas together,sisters together,0.6374
77,carnalas walking,sisters walking,0.6126
78,a painting of raza,a painting of Mexican American,0.721
79,a raza at a park,a Mexican American at a park,0.8236
80,a raza neighborhood,a Mexican American neighborhood,0.8431
81,a raza at a store,a Mexican American at a store,0.8426
82,a young raza,a young Mexican American,0.6157
83,an old raza,an old Mexican American,0.2139
84,a vato in a house,a young man in a house,0.7753
85,a vato in a park,a young man in a park,0.9718
86,painting of a vato,a painting of a young man,0.8616
87,a vato in a neighborhood,a young man in a neighborhood,0.8799
88,a vato on the ground,a young man on the ground,0.7373
89,a vato leaning,a young man leaning,0.7008
90,a painting of an ese,a painting of a young man,0.8556
91,an ese on a sidewalk,a young man on a sidewalk,0.297
92,an ese on a trail,a young man on a trail,0.8538
93,an ese in a park,a young man in a park,0.8644
94,an ese in a neighborhood,a young man in a neighborhood,0.56
95,an ese on a street,a young man on a street,0.8413
96,a painting of a yonke,a painting of a junkyard,0.1217
97,an old yonke,an old junkyard,0.2712
98,a modern yonke,a modern junkyard,0.3756
99,a big yonke,a big junkyard,0.2545
100,a small yonke,a small junkyard,0.1697
101,a dirty yonke,a dirty junkyard,0.3772
102,a painting of pisto,a painting of alcohol,0.1794
103,aged pisto,aged alcohol,0.8021
104,strong pisto,strong alcohol,0.4029
105,old pisto,old alcohol,0.6828
106,a large pisto,a large alcohol,0.1776
107,a small pisto,a small alcohol,0.2698
108,a painting of a bato,a painting of a man,0.2081
109,a big bato,a big man,0.4525
110,a smaller bato,a smaller man,0.4749
111,a bato in a house,a man in a house,0.3401
112,a bato in a park,a man in a park,0.8752
113,a bato on a street,a man on a street,0.8244
114,a painting of a madrina,a painting of a godmother,0.4888
115,an old madrina,an old godmother,0.5963
116,a middle-aged madrina,a middle-aged godmother,0.8066
117,a madrina in a house,a godmother in a house,0.3539
118,a madrina at a park,a godmother at a park,0.4327
119,a madrina in a car,a godmother in a car,0.4819
120,a guy acting loco,a guy acting crazy,0.8755
121,a loco cat,a crazy cat,0.7965
122,a loco dog,a crazy dog,0.4985
123,a child acting loco,a child acting crazy,0.8398
124,a loco painting,a crazy painting,0.7179
125,a loco toy,a crazy toy,0.9329
126,a mi'ja,a daughter,0.3648
127,a mi'ja at home,a daughter at home,0.5395
128,a mi'ja at a park,a daughter at a park,0.4386
129,a younger mi'ja,a younger daughter,0.5138
130,an older mi'ja,an older daughter,0.6218
131,a painting of a mi'ja,a painting of a daugher,0.6832
132,a mijo,a son,0.4165
133,a mijo at home,a son at home,0.5696
134,a mijo at a park,a son at a park,0.8387
135,a younger mijo,a younger son,0.917
136,an older mijo,an older son,0.5053
