Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black wrench,a large black truck,0.2034
1,a green torque,a green truck,0.2726
2,a walk with a dog,a truck with a dog,0.0
3,a picture of a twist,a painting of a truck,0.2143
4,a new torque,a new truck,0.22
5,an old torque,an old truck,0.2813
6,a painting of shaved ice,a painting of shaved ice,0.3626
7,a man enjoying snow cones,a man enjoying shaved ice,0.0
8,a cup of shaved ice,a cup of shaved ice,0.0
9,colorful raspberries,colorful shaved ice,0.2347
10,cup of shaved ice on a table,cup of shaved ice on a table,0.2954
11,a blue snow cone,a blue shaved ice,0.324
12,a click,a friend group,0.193
13,a loud click,a big friend group,0.1981
14,a click at school,a friend group at school,0.2381
15,a painting of a chicken,a painting of a friend group,0.246
16,a visit to the park,a friend group at the park,0.2594
17,a loud click,a loud friend group,0.2125
18,a painting of a godfather,a painting of a godfather,0.3412
19,Godfather,a godfather,0.2875
20,a godfather in a house,a godfather in a house,0.2865
21,godfather,an old godfather,0.2827
22,a man with a godfather,a man with a godfather,0.2779
23,a woman with a godfather,a woman with a godfather,0.2833
24,a large file,a big field,0.0
25,a painting of a file,a painting of a field,0.257
26,a person at a restaurant,a person at a field,0.1993
27,a yellow file,a yellow field,0.2606
28,a green file,a green field,0.2448
29,a crowded file,a busy field,0.0
30,an old paint,an old jail,0.2341
31,a modern ship,a modern jail,0.1836
32,a painting of a small turtle,a painting of a jail,0.0
33,a small pint,a small prison,0.1981
34,Go to Pinta.,go to prison,0.0
35,inside a ship,inside a prison,0.2084
36,a painting of a Jain,a painting of a girlfriend,0.2436
37,a Jain in a home,a girlfriend in a home,0.2232
38,a Jain in a car,a girlfriend in a car,0.248
39,a Jain walking,a girlfriend walking,0.2296
40,my friend and I,me and my girlfriend,0.2498
41,At the park with my friend.,at the park with my girlfriend,0.0
42,My dad organizes shirts.,my dad irons shirts,0.0
43,She plans daily.,she irons daily,0.2309
44,They plan to wear clothes.,they iron clothes,0.238
45,I iron pants,I iron pants,0.2981
46,We plan to wear uniforms.,we iron uniforms,0.2333
47,he likes to plan,he likes to iron,0.1956
48,a person exploring El Paso's Chicano neighborhood,a person exploring El Paso,0.3081
49,a painting of Chuco,a painting of El Paso,0.2823
50,a person from Chico,a person in El Paso,0.2515
51,Chico landscape,El Paso landscape,0.2823
52,a typical house in Chico,a typical house in El Paso,0.2999
53,a bird's eye view of Chico,a bird's eye view of El Paso,0.2664
54,a painting of a sensual,a painting of a brother,0.2539
55,a man hiking with his companion,a man hiking with his brother,0.2817
56,a criminal in a house,a brother in a house,0.2411
57,with me and my friend,me with my brother,0.0
58,a person with a strong sexual appetite at a table,a brother at a table,0.2441
59,a homeless person at a park,a brother at a park,0.2449
60,a painting of a carnation,a painting of a sister,0.2626
61,a man hiking with his companion,a man hiking with his sister,0.282
62,a woman in a house,a sister in a house,0.2703
63,You with your little friend,me with my sister,0.0
64,a friend at a table,a sister at a table,0.0
65,a woman at a park,a sister at a park,0.2768
66,a painting of gangsters,a painting of brothers,0.2934
67,friends in a house,brothers in a house,0.0
68,My friends and I,me and my brothers,0.0
69,friends by a table,brothers by a table,0.0
70,friends together,brothers together,0.0
71,homosexuals walking,brothers walking,0.2824
72,a painting of carnivals,a painting of sisters,0.2351
73,carnivals in a house,sisters in a house,0.1891
74,My cousins and I,me and my sisters,0.0
75,Carry everything using a table.,sisters by a table,0.0
76,carnivals together,sisters together,0.1605
77,Girls walking,sisters walking,0.2887
78,a painting of Raza,a painting of Mexican American,0.2588
79,a group of people at a park,a Mexican American at a park,0.2283
80,a Hispanic neighborhood,a Mexican American neighborhood,0.2983
81,a race at a store,a Mexican American at a store,0.2427
