Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil boy playing with a yoyo,a little boy playing with a yoyo,0.7283
1,a lil girl playing with a toy car,a little girl playing with a toy car,0.8062
2,a lil baby wrapped in a blanket,a little baby wrapped in a blanket,0.795
3,a guy driving his whip,a man driving his car,0.6724
4,a woman driving her blue whip,a woman driving her blue car,0.8824
5,a man driving a new whip on the freeway,a man driving a new car on the freeway,0.614
6,a guy in front of his crib,a man in front of his house,0.6598
7,a woman in front of her crib,a woman in front of her house,0.359
8,a family in front of their new crib,a family in front of their new house,0.6406
9,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden,0.7394
10,a man holla at a girl across the street,a man holler at a girl across the street,0.5109
11,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop,0.6373
12,a guy holla at a woman walking past him,a man holler at a woman walking past him,0.55
13,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony,0.4196
14,a loud holla from the audience during the show,a loud holler from the audience during the show,0.6793
15,she heard a holla from across the street,she heard a holler from across the street,0.2982
16,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe,0.769
17,my homie talking on the phone,my close friend talking on the phone,0.2586
18,my homie waiting outside the store,my close friend waiting outside the store,0.276
19,me and my homie eating together at lunch,me and my close friend eating together at lunch,0.7023
20,a homie from childhood playing video games together,a close friend from childhood playing video games together,0.4974
21,a homie with a skateboard,a close friend with a skateboard,0.5325
22,me and my crew hanging out after school,me and my friends hanging out after school,0.7065
23,me and my crew at a restaurant,me and my friends at a restaurant,0.919
24,taking a selfie with my crew,taking a selfie with my friends,0.8466
25,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe,0.9
26,my crew hanging out at the park,my friends hanging out at the park,0.894
27,a crew in matching shirts,a group of friends in matching shirts,0.5516
28,an old nana in front of a new england style house,an old grandma in front of a new england style house,0.8218
29,my nana and my dad,my grandmother and my dad,0.8654
30,my nana with my mom,my grandmother with my mom,0.7802
31,my nana and her cat,my grandmother and her cat,0.7522
32,a nana knitting a sweater,a grandma knitting a sweater,0.8362
33,a nana baking cookies,a grandma baking cookies,0.8962
34,a picture of my bae smiling at the beach,a picture of my lover smiling at the beach,0.7356
35,me and my bae holding hands at sunset,me and my lover holding hands at sunset,0.2808
36,my bae posing in a botanical garden,my lover posing in a botanical garden,0.2042
37,my bae drinking coffee,my lover drinking coffee,0.2604
