Prompt_Index,SAE_Prompt,Normalized_Score
0,a painting of shaved ice,0.7857
1,a man enjoying shaved ice,0.3247
2,cup of shaved ice on a table,0.7927
3,a blue shaved ice,0.7305
4,a friend group,0.3651
5,a big friend group,0.4773
6,a friend group at school,0.0939
7,a friend group at the park,0.1137
8,a loud friend group,0.4142
9,a painting of a godfather,0.7093
10,a godfather,0.4616
11,a godfather in a house,0.5409
12,an old godfather,0.5045
13,a man with a godfather,0.1588
14,a woman with a godfather,0.3255
15,a big field,0.3426
16,a person at a field,0.228
17,a green field,0.2888
18,an old jail,0.2289
19,a modern jail,0.2855
20,a small prison,0.2869
21,go to prison,0.1984
22,a painting of a girlfriend,0.3177
23,a girlfriend in a home,0.1977
24,a girlfriend in a car,0.431
25,a girlfriend walking,0.1438
26,me and my girlfriend,0.331
27,at the park with my girlfriend,0.1458
28,my dad irons shirts,0.3813
29,she irons daily,0.2656
30,they iron clothes,0.5938
31,I iron pants,0.4764
32,we iron uniforms,0.3263
33,he likes to iron,0.8843
34,a person exploring El Paso,0.319
35,a painting of a brother,0.0585
36,a man hiking with his brother,0.4714
37,a brother in a house,0.2973
38,me with my brother,0.4794
39,a brother at a table,0.2266
40,a brother at a park,0.4387
41,a painting of a sister,0.3739
42,a man hiking with his sister,0.3446
43,a sister in a house,0.2239
44,me with my sister,0.0989
45,a sister at a table,0.4325
46,a sister at a park,0.0338
47,a painting of brothers,0.611
48,brothers in a house,0.6191
49,me and my brothers,0.3383
50,brothers by a table,0.4946
51,brothers together,0.759
52,brothers walking,0.5006
53,a painting of sisters,0.2531
54,sisters in a house,0.2991
55,me and my sisters,0.2598
56,sisters by a table,0.3491
57,sisters together,0.4818
58,sisters walking,0.2239
59,a painting of Mexican American,0.2108
60,a Mexican American at a park,0.2477
61,a Mexican American neighborhood,0.3017
62,a Mexican American at a store,0.2402
63,a young Mexican American,0.1199
64,an old Mexican American,0.183
65,a young man in a house,0.4488
66,a young man in a park,0.4091
67,a painting of a young man,0.5617
68,a young man in a neighborhood,0.4458
69,a young man on the ground,0.5078
70,a young man leaning,0.5141
71,a painting of a young man,0.5617
72,a young man on a sidewalk,0.5398
73,a young man on a trail,0.467
74,a young man in a park,0.4091
75,a young man in a neighborhood,0.4458
76,a young man on a street,0.5063
77,a painting of a man,0.4201
78,a big man,0.2806
79,a smaller man,0.2594
80,a man in a house,0.3877
81,a man in a park,0.3447
82,a man on a street,0.19
83,a painting of a godmother,0.7302
84,an old godmother,0.4987
85,a middle-aged godmother,0.7661
86,a godmother in a house,0.4918
87,a godmother at a park,0.3357
88,a godmother in a car,0.8044
89,a guy acting crazy,0.2037
90,a crazy cat,0.7298
91,a crazy dog,0.5807
92,a crazy painting,0.6421
93,a crazy toy,0.5258
94,a daughter,0.4055
95,a daughter at home,0.4097
96,a daughter at a park,0.3217
97,a younger daughter,0.4161
98,an older daughter,0.3123
99,a painting of a daugher,0.5548
100,a son,0.7627
101,a son at home,0.846
102,a son at a park,0.7391
103,a younger son,0.855
104,an older son,0.8292
105,a painting of a son,0.8445
106,a California landscape,0.4425
107,a city in California,0.6298
108,a California suburb,0.5443
109,money on the sidewalk,0.6869
110,a painting of a close friend,0.532
111,me and my close friend,0.0776
112,a close friend in a house,0.4564
113,a close friend at a cafe,0.2716
114,a close friend on the sidewalk,0.5074
115,a close friend in a park,0.4153
116,a person pampered himself,0.1567
117,a couple getting pampered,0.2039
118,a woman getting pampered,0.5972
119,a couple getting lunch,0.308
120,lunch in the meadow,0.6175
121,a boy at the park,0.6125
122,a boy in a house,0.4329
123,a boy on the sidewalk,0.4921
124,a painting of a chamaco,0.4175
125,a boy at a school,0.4362
126,a boy and a soccer ball,0.5452
127,a girl at the park,0.0346
128,a girl in a house,0.1803
129,a girl on the sidewalk,0.0844
130,a girl and a basketball,0.35
131,a girl at a school,0.0755
132,a girl at a store,0.0547
133,a woman wearing flip-flops,0.4152
