Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a crowded math,a crowded monastery,0.4216
1,a painting of some simkin,a painting of some champagne,0.508
2,an old dai,an old midwife,0.6745
3,a dai with a woman,a midwife with a woman,0.3309
4,a painting of a dai,a painting of a midwife,0.7408
5,a young dai,a young midwife,0.8629
6,a dai sitting down,a midwife sitting down,0.6563
7,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.6654
8,a medico at a table,a medical practitioner at a table,0.5153
9,an old medico,an old medical practitioner,0.3034
10,a medico at a park,a medical practitioner at a park,0.3483
11,a medico with a woman,a medical practitioner with a woman,0.0767
12,a medico with a notepad,a medical practitioner with a notepad,0.5003
13,a painting of a medico,a painting of a medical practitioner,0.6728
14,a nai in red,a barber in red,0.1046
15,an old nai,an old barber,0.1384
16,a nai by the chair,a barber by the chair,0.237
17,a nai working,a barber working,0.1576
18,a person entering a thana,a person walking into a police station,0.0401
19,an abba in front of a house,a father in front of a house,0.55
20,a girl standing with her abba,a girl standing with her father,0.1625
21,a crying abba,a crying father,0.4108
22,an abba on a bed,a father on a bed,0.4419
23,an old abba with a dog,an old father with a dog,0.4098
24,an old abba in the kitchen,an old father in the kitchen,0.5472
25,a beautiful rani,a beautiful queen,0.0137
26,a rani in a garden,a queen in a garden,0.0237
27,a painting of an old rani,a painting of an old queen,0.1904
28,a rani covered in snow,a queen covered in snow,0.397
29,a rani in a large hall,a queen in a large hall,0.0862
30,an old rani on a bed,an old queen on a bed,0.1009
31,a painting of a brinjal,a painting of a eggplant,0.3332
32,a person with some khana,a person with some food,0.0176
33,a family enjoying khana,a family enjoying food,0.0757
34,a bustling nagar,a bustling town,0.0615
35,a lively nagar,a lively town,0.0737
36,a painting of agarbatti,a painting of incense,0.194
37,a busy godown,a busy warehouse,0.1063
38,a very busy petrol bunk,a very busy gas station,0.65
39,a man with a blue mo-bike,a man with a blue motorcycle,0.4107
40,a black mo-bike,a black motorcycle,0.2249
41,an old handicraftsman,an old craftsman,0.3405
42,a group of handicraftsmen,a group of craftsmen,0.1569
43,a handicraftsman in a house,a craftsman in a house,0.1841
44,a dirty handicraftsman,a dirty craftsman,0.3201
45,a handicraftsman in orange,a craftsman in orange,0.2656
46,a handicraftsman in a big city,a craftsman in a big city,0.2743
47,an angry incharge,an angry supervisor,0.3032
48,an old incharge,an old supervisor,0.4694
49,an incharge in a room,a supervisor in a room,0.3317
50,a painting of an incharge,a painting of a supervisor,0.3573
51,an incharge in the office,a supervisor in the office,0.4956
52,an incharge with a group of people,a supervisor with a group of people,0.3952
53,a child with pani,a child with water,0.1696
54,a man next to a naka,a man next to a checkpoint,0.1125
55,a lively tiffin,a lively luncheon,0.4347
56,a tiffin in the building,a luncheon in the building,0.4587
57,an indoor tiffin,an indoor luncheon,0.6305
58,a tiffin in the city,a luncheon in the city,0.5444
59,a tiffin at school,a luncheon at school,0.7321
60,the inside of a satta den,the inside of a gambling den,0.2602
61,a satta room,a gambling room,0.4936
62,a place of satta,a place of gambling,0.4546
63,a bustling satta den,a bustling gambling den,0.1286
64,a luxurious satta den,a luxurious gambling den,0.2026
65,a group of people satta,a group of people gambling,0.0221
66,a mechanic inspecting a stepney,a mechanic inspecting a spare tire,0.4991
67,a group photo of my batchmates,a group photo of my classmates,0.3946
68,my batchmate smiling,my classmate smiling,0.3741
69,two batchmates studying,two classmates studying,0.6199
70,a batchmate at a desk,a classmate at a desk,0.5886
71,batchmates outside the school,classmates outside the school,0.1097
72,a batchmate playing basketball,a classmate playing basketball,0.7025
