Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry,a red semitruck,0.9817
1,a large lorry,a large semitruck,0.9591
2,a broken lorry,a broken semitruck,0.9825
3,a painting of an old lorry,a painting of an old semitruck,0.935
4,a modern lorry,a modern semitruck,0.9696
5,a small lorry,a small semitruck,0.5314
6,a cozy jumper,a cozy sweater,0.9695
7,a purple jumper,a purple sweater,0.9848
8,a dirty jumper,a dirty sweater,0.8901
9,a designer jumper,a designer sweater,0.5774
10,a jumper with holes,a sweater with holes,0.9242
11,a colorful jumper,a colorful sweater,0.9791
12,a modern loo,a modern bathroom,0.934
13,a dirty loo,a dirty bathroom,0.9603
14,a colorful loo,a colorful bathroom,0.9312
15,a loo with blue tiles,a bathroom with blue tiles,0.9846
16,a spacious loo,a spacious bathroom,0.2188
17,a tiny loo,a tiny bathroom,0.8806
18,a pack of bangers,a pack of sausages,0.5732
19,a plate of bangers and eggs,a plate of sausages and eggs,0.8603
20,three bangers,three sausages,0.8299
21,sizzling bangers,sizzling sausages,0.5033
22,broken bangers,broken sausages,0.7213
23,some expired bangers,some expired sausages,0.2038
24,a pile of rubbish,a pile of trash,0.9711
25,rubbish on the floor,trash on the floor,0.991
26,a heap of rubbish,a heap of trash,0.9757
27,a painting of rubbish,a painting of trash,0.9463
28,a rubbish bin,a trash bin,0.9651
29,a room full of rubbish,a room full of trash,0.9743
30,a flat to rent,an apartment to rent,0.6049
31,a flat with two bedrooms,an apartment with two bedrooms,0.456
32,a city centre flat,a city centre apartment,0.9422
33,a flat with balcony,an apartment with balcony,0.9639
34,students living in a flat,students living in an apartment,0.839
35,keys to a new flat,keys to a new apartment,0.6034
36,a broken car boot,a broken car trunk,0.9506
37,a packed car boot,a packed car trunk,0.9781
38,an empty car boot,an empty car trunk,0.9542
39,a dirty car boot,a dirty car trunk,0.9694
40,a modern car boot,a modern car trunk,0.9151
41,a red car boot,a red car trunk,0.8819
42,a long queue,a long line,0.9722
43,a short queue,a short line,0.355
44,a painting of a long queue,a painting of a long line,0.9489
45,a queue of people,a line of people,0.9451
46,a queue outside the store,a line outside the store,0.9377
47,a queue for food,a line for food,0.7894
48,a pair of purple trousers,a pair of purple pants,0.9865
49,a pair of denim trousers,a pair of denim pants,0.9796
50,some ripped trousers,some ripped pants,0.9824
51,my dirty trousers,my dirty pants,0.9239
52,a pair of designer trousers,a pair of designer pants,0.7543
53,trousers with holes,pants with holes,0.9695
54,a small biscuit,a small cookie,0.8369
55,a fresh biscuit,a fresh cookie,0.8542
56,a burnt biscuit,a burnt cookie,0.8112
57,a broken biscuit,a broken cookie,0.936
58,a painting of a biscuit,a painting of a cookie,0.8683
59,a chocolate biscuit,a chocolate cookie,0.6846
60,a handheld torch,a handheld flashlight,0.9382
61,a torch in a drawer,a flashlight in a drawer,0.8675
62,a pocket torch,a pocket flashlight,0.9281
63,using a torch at night,using a flashlight at night,0.8376
64,batteries for a torch,batteries for a flashlight,0.8561
65,a torch with a switch,a flashlight with a switch,0.8615
66,some dirty nappies,some dirty diapers,0.452
67,white nappies,white diapers,0.9684
68,nappies with holes,diapers with holes,0.9179
69,a pack of nappies,a pack of diapers,0.9179
70,a pair of pink nappies,a pair of pink diapers,0.8434
71,a ripped pair of nappies,a ripped pair of diapers,0.7045
72,a modern petrol station,a modern gasoline station,0.9632
73,a painting of an old petrol station,a painting of an old gasoline station,0.7125
74,a vintage petrol station,a vintage gasoline station,0.4427
75,a petrol pump,a gasoline pump,0.9432
76,a petrol tanker,a gasoline tanker,0.851
77,a petrol station sign,a gasoline station sign,0.9319
78,a round football,a round soccer ball,0.6204
79,a black and white football,a black and white soccor ball,0.7991
80,a football match in Europe,a soccer match in Europe,0.9224
81,a football with black spots,a soccer with black spots,0.8688
82,a team scoring a football goal,a team scoring a soccer goal,0.6979
83,kicking a football,kicking a soccer ball,0.3527
84,shopping at a chemist,shopping at a pharmacy,0.9796
85,entering a local chemist,entering a local pharmacy,0.9476
86,shelves in a chemist,shelves in a pharmacy,0.9743
87,queue at a chemist shop,queue at a pharmacy shop,0.3397
88,sign for a chemist shop,sign for a pharmacy shop,0.9074
89,products from a chemist,products from a pharmacy,0.966
90,hot chips with vinegar,hot french fries with vinegar,0.4876
91,chips with ketchup,french fries with ketchup,0.269
92,thick-cut chips,thick-cut french fries,0.8395
93,chips from a chippy,french fries from a chippy,0.3279
94,chips with fish,french fries with fish,0.3707
95,takeaway chips,takeaway french fries,0.7931
96,a barrister at a table,an attorney at a table,0.7399
97,an old barrister,an old attorney,0.902
98,a barrister at a park,an attorney at a park,0.689
99,a barrister with a woman,an attorney with a woman,0.8003
100,a barrister with a notepad,an attorney with a notepad,0.8494
101,a painting of a barrister,a painting of an attorney,0.9158
102,a school caretaker,a school janitor,0.1471
103,a dirty caretaker,a dirty janitor,0.5746
104,a tired caretaker,a tired janitor,0.4061
105,a busy caretaker,a busy janitor,0.4224
106,a painting of an old caretaker,a painting of an old janitor,0.7109
107,a caretaker in a mall,a janitor in a mall,0.5985
108,a burning cooker,a burning stove,0.9227
109,an old gas cooker,an old gas stove,0.9184
110,a modern electric cooker,a modern electric stove,0.8543
111,a dirty cooker,a dirty stove,0.9646
112,a rusty cooker,a rusty stove,0.9717
113,a large cooker,a large stove,0.8796
114,a baby in a cot,a baby in a crib,0.9627
115,a wooden nursery cot,a wooden nursery crib,0.9705
116,toys beside a cot,toys beside a crib,0.9673
117,a cot with mobile,a crib with mobile,0.6613
118,a cot with bars,a crib with bars,0.8791
119,an infant's cot,an infant's crib,0.9734
120,a hoarding in a city,a billboard in a city,0.8647
121,a broken hoarding,a broken billboard,0.36
122,a colorful hoarding,a colorful billboard,0.7485
123,a bright red hoarding,a bright red billboard,0.6368
124,a hoarding lit up,a billboard lit up,0.9148
125,a dirty hoarding,a dirty billboard,0.427
126,a bright red hoover,a bright red vacuum cleaner,0.9552
127,a hoover with a long cord,a vacuum cleaner with a long cord,0.7825
128,a modern hoover,a modern vacuum cleaner,0.9668
129,a broken hoover,a broken vacuum cleaner,0.5745
130,a dirty hoover,a dirty vacuum cleaner,0.6456
131,a painting of an old hoover,a painting of an old vacuum cleaner,0.7985
132,a filled jug,a filled pitcher,0.9383
133,an empty jug,an empty pitcher,0.8938
134,a broken jug,a broken pitcher,0.9455
135,a dirty jug,a dirty pitcher,0.9414
136,a colorful jug,a colorful pitcher,0.9699
137,a bright blue jug,a bright blue pitcher,0.9655
138,a young postman,a young mailman,0.675
139,a lazy postman,a lazy mailman,0.6187
140,a tired postman,a tired mailman,0.3287
141,a busy postman,a busy mailman,0.4509
142,a painting of an old postman,a painting of an old mailman,0.7646
143,a postman on the street,a mailman on the street,0.6416
144,a colorful pram,a colorful baby carriage,0.9715
145,a pram with a sunshade,a baby carriage with a sunshade,0.9666
146,a bright pink pram,a bright pink baby carriage,0.9768
147,a dirty pram,a dirty baby carriage,0.3767
148,a painting of a vintage pram,a painting of a vintage baby carriage,0.975
149,a modern pram,a modern baby carriage,0.9626
150,a luxurious saloon,a luxurious sedan,0.2828
151,a bright red saloon,a bright red sedan,0.9355
152,a dirty saloon,a dirty sedan,0.2861
153,a saloon on the street,a sedan on the street,0.1463
154,a broken saloon,a broken sedan,0.2677
155,a painting of a vintage saloon,a painting of a vintage sedan,0.2915
156,an open bonnet,an open hood of car,0.7939
157,a dirty bonnet,a dirty hood of car,0.9681
158,a bright red bonnet,a bright red hood of car,0.167
159,a bonnet with stripes,a hood of car with stripes,0.0978
160,a broken bonnet,a broken hood of car,0.9231
161,a colorful bonnet,a colorful hood of car,0.1466
162,chopped coriander,chopped cilantro,0.9663
163,coriander on a table,cilantro on a table,0.976
164,coriander in a basket,cilantro in a basket,0.9806
165,a painting of coriander,a painting of cilantro,0.9626
166,a basket of coriander,a basket of cilantro,0.9802
167,a dish with coriander,a dish with cilantro,0.991
168,a sliced courgette,a sliced zucchini,0.948
169,a courgette on the table,a zucchini on the table,0.9665
170,courgette in a basket,zucchini in a basket,0.8446
171,a painting of a courgette,a painting of a zucchini,0.9709
172,a moldy courgette,a moldy zucchini,0.4034
173,a dish with courgette,a dish with zucchini,0.9888
174,inside of the tube,inside of the subway,0.9055
175,a tube station,a subway station,0.9353
176,a dirty tube,a dirty subway,0.72
177,a modern tube,a modern subway,0.9269
178,a painting of the tube,a painting of the subway,0.9644
179,an abandoned tube station,an abandoned subway station,0.8233
180,a sliced aubergine,a sliced eggplant,0.864
181,an aubergine on the table,an eggplant on the table,0.9779
182,aubergine in a basket,eggplant in a basket,0.9797
183,a painting of an aubergine,a painting of an eggplant,0.979
184,a moldy aubergine,a moldy eggplant,0.4246
185,a dish with aubergine,a dish with eggplant,0.9865
186,people on a zebra crossing,people on a crosswalk,0.968
187,a busy zebra crossing,a busy crosswalk,0.8095
188,a painted zebra crossing,a painted crosswalk,0.8057
189,a wide zebra crossing,a wide crosswalk,0.7334
190,a woman on a zebra crossing,a woman on a crosswalk,0.9531
191,an empty zebra crossing,an empty crosswalk,0.8656
192,cars on a busy motorway,cars on a busy highway,0.9872
193,an empty motorway,an empty highway,0.9108
194,a motorway at sunset,a highway at sunset,0.9831
195,a motorway sign,a highway sign,0.9342
196,a motorway with traffic cones,a highway with traffic cones,0.98
197,a snowy motorway,a snowy highway,0.9559
198,a plaster wrapped around a finger,a band-aid wrapped around a finger,0.8511
199,a plaster covering a small cut,a band-aid covering a small cut,0.1819
200,a plaster on an injured knee,a band-aid on an injured knee,0.7586
201,a colorful plaster on an elbow,a colorful band-aid on an elbow,0.4583
202,a plaster for a cut,a band-aid for a cut,0.3766
203,a plaster peeling off skin,a band-aid peeling off skin,0.5975
204,a torn bin liner,a torn trash bag,0.8363
205,a black bin liner,a black trash bag,0.904
206,an overflowing bin liner,an overflowing trash bag,0.9067
207,a roll of bin liners,a roll of trash bags,0.5551
208,a bin liner on the ground,a trash bag on the ground,0.9126
209,a transparent bin liner,a transparent trash bag,0.867
210,a waistcoat under a suit jacket,a vest under a suit jacket,0.8793
211,a formal waistcoat on a hanger,a formal vest on a hanger,0.9535
212,a waistcoat worn over a shirt,a vest worn over a shirt,0.9765
213,a velvet waistcoat on display,a velvet vest on display,0.909
214,a striped waistcoat displayed in a store,a striped vest displayed in a store,0.833
215,a velvet waistcoat laid flat,a velvet vest laid flat,0.6076
216,a salad bowl filled with rocket,a salad bowl filled with arugula,0.9797
217,chopped rocket leaves,chopped arugula leaves,0.7915
218,a sandwich layered with rocket,a sandwich layered with arugula,0.533
219,fresh rocket on a dinner plate,fresh arugula on a dinner plate,0.861
220,a pizza topped generously with rocket,a pizza topped generously with arugula,0.9742
221,a pile of washed rocket leaves,a pile of washed arugula leaves,0.8839
