Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
lorry,semitruck,"Visualize a lorry painted in vibrant red color, parked on a pavement. It has a sturdy metallic build, with shiny chrome details and is carrying a considerable load covered with a black tarpaulin. The afternoon sun is casting long shadows of the lorry, adding drama to the scene. The lorry's cab section is spacious, featuring modern amenities for the driver. There are visible brand identifications and a generic number plate on it.","Picture a large semi-truck with a shiny red paint job. It features a streamlined cab, fitted with wide side mirrors and a high windshield that offers a commanding view of the road. Its sturdy body design houses a significant amount of horsepower and torque, designed for heavy-duty hauling tasks. The truck's muscular chrome grill, reflecting the sun's light, complements the dominating presence of the vehicle. On the trailer, a set of heavy-duty tires moves as the truck seems to be in motion, ready to undertake a long-haul journey.",0,1,0,,a red lorry,a red semitruck
lorry,semitruck,"Picture an immense, mechanically fascinating lorry truck. It is painted with a vibrant shade of red. The truck's body is polished to a mirror shine, reflecting the light that hits it. Its massive wheels are black and covered in grainy, rough treads, designed to withstand long-distance journeys. The front of the truck is squared and imposing, with two powerful, glowing rectangular headlights that cast a bright ray of light. The details of the truck, like its side mirrors, air intakes, and fuel tanks, are meticulously crafted and visible. Its enormous cargo bed at the back is covered with reinforced steel structure. The window of the truck's cabin is gleaming in the sunlight, and an unseen driver is sitting inside, ready to start a long-haul journey.","Create an image of a large, detailed semi-truck. The semi-truck is powerful and rugged with a huge, gleaming chrome grille in front. It has long, aerodynamic lines, large rear-view mirrors and rugged, dust-covered wheels with black tires. The cab of the semi-truck is home to the truck driver, complete with a comfortable looking interior visible through the windshield. The attached trailer behind the cab is a huge, long box, perhaps filled with cargo, painted in a vibrant color. Across wide open highway, the imposing figure of the semi-truck is a symbol of long-distance transport.",0,1,0,,a large lorry,a large semitruck
lorry,semitruck,"A detailed depiction of a lorry, fallen into disrepair and neglect. The vehicle appears broken, with some parts detached and scattered around. Rust streaks are visible on the metallic body, and its paint is faded and chipped in numerous spots. A flat tire rests on the rough asphalt road, adding to the somber mood of the scene. The broken windows on the driver's side reveal the once comfortable, now ransacked and dirty cabin inside. This scene captures the passage of time and the inevitable decay that all man-made objects eventually succumb to.","Visualize a scene where a large semitruck is broken down. It's on the side of an empty highway in a rural area. The truck has a red-colored cab, and the chrome of its accessories is reflecting the setting sun. Nearby grass and shrubs sway gently in the wind. The back of the truck reveals the open cargo space, empty and intriguing. The truck's front left wheel is detached, leaning against the side of the truck. Skid marks are present on the concrete, and pieces of broken truck parts are scattering around. The whole image has an eerie sense of desolation and abandonment.",0,1,0,,a broken lorry,a broken semitruck
lorry,semitruck,"Render an image of an old lorry set against a picturesque background. The lorry is weathered and shows signs of years of use, with faded paintwork and outdated design features typical of mid-20th century models. It should occupy the central space of the image, standing out prominently with a sense of nostalgia and showcasing industrial design of a bygone era.","An intricately detailed painting of a vintage semi-truck showing its contours and finer details. The truck is parked, untreated by time, retaining the beauty of its bygone era. The rust-red body of the semi-truck contrasts against the backdrop of a clear blue sky. Shadows play along its surface, giving it a three-dimensional effect. The light gleams off the chrome-plated parts, creating highlights that provide a sense of depth, texture, and realism. The whole picture evokes a sense of nostalgia for a time when such vehicles were a common sight on the open roads.",0,1,0,,a painting of an old lorry,a painting of an old semitruck
lorry,semitruck,"Generate an image of a modern lorry, specifically a solid, large mode of road transport with a big front cab and a long trailer behind, typically used in hauling freight. The lorry should be painted in vibrant colors and should showcase state of the art technology such as LED headlights and aerodynamic design. The environment should be daytime on a highway with other vehicles and a clear blue sky in the background.","Visualize a modern semitruck. It should have a streamlined design reflecting contemporary engineering principles. The cab has a sleek aerodynamic shape. It's painted with glossy paint that gleams under sunlight, reflecting its recent manufacture and adherence to state-of-the-art technologies. Chrome finishes adorn its headlight frames, mirrors, and grill. Behind the cab, the large, rectangular cargo container, capable of hauling substantial weight, is securely attached. The scene takes place on a highway, with the truck cruising in an open lane, demonstrating its power and ability to handle modern logistics efficiently.",0,1,0,,a modern lorry,a modern semitruck
lorry,semitruck,"Generate an intricately detailed image of a compact, sturdy lorry on a smooth tarmac road. The lorry, with its dark green body and chrome detailing, basks under the warm glow of a setting sun. It's a well-maintained vehicle, showing the pride and care of its operator. It bears slight signs of use from its long journey, but it still glows with a welcoming charm. The vehicle stands ready, loaded, and primed for the next big haul on a soon-to-be bustling roadway.","An image illustrating a small semi-truck, painted with a glossy bright white hue. Details include large black tires nestled under the square wheel arches. The truck cabin upfront is compact with a streamlined design having tinted windows and mirror assembly on each side. There are shiny metallic steps leading to the driver's door whereas the trailer attached at the back has a simplified design, appearing somewhat boxy but rather proportional for the overall compact size of the semi-truck. The image has a clear open-sky background with a few fluffy clouds.",0,1,0,,a small lorry,a small semitruck
jumper,sweater,"Imagine a comforting winter scene featuring a cozy, oversized knitted jumper. It's crafted from chunky wool and has a warm, soft feel to the touch. Its ribbed cuffs and hem add to its homey aesthetic. As for the color, think of a rich burgundy, full of depth and comfort. Beside it lies a cup of steaming hot cocoa, adding to the warm and snuggly atmosphere. The setting is a well-lit, welcoming living room; fluffy, white pillows and a soft, plush throw rug add extra comfort to the scene. It's an image that resonates with the coziness of winter and the joy of being at home.","A detailed view of a cozy sweater. It is made from soft and plush fabrics, dyed with warm, inviting colors like cream, light brown, and orange. The sweater gives off a feel of comfort and warmth, perfect for the colder months. Its texture is inviting to touch, characterized by subtle specks of slightly differing hues that give it a rustic charm. The cuffs and hem have a ribbed design, while the neckline is round and comfortable. The pattern is reminiscent of traditional hand-knit designs, creating an image of homely comfort and substantial warmth.",0,1,0,,a cozy jumper,a cozy sweater
jumper,sweater,"Visualise a jumper that is colored in a rich shade of purple. The jumper is crafted from soft, textured material, perhaps knit or wool. Its design is cozy, ideal for colder seasons, with long sleeves and a high round neckline. The color is consistent throughout, an intense and vibrant purple. It's a simple yet stylish piece of clothing, which would make a bold statement in a winter wardrobe.","A detailed depiction of a sweater with its fabric tightly woven in various shades of purple. The sweater has a round neckline and long sleeves, perhaps designed for colder weather. It includes ribbed edges around the sleeves and bottom of the garment. The light falls on the sweater, highlighting the texture and nuances of the purple hue.",0,1,0,,a purple jumper,a purple sweater
jumper,sweater,"A well-worn jumper with visible signs of wear and tear. Its fabric is mottled with various stains and the occasional little tear. The colors are also visibly faded from repeated washing and exposure to sunlight. A patina of dust covers it adding to its overall dirtiness. The design, though partly obscured, suggests that it was once fashionable, but has probably been abandoned in favor of newer pieces of clothing.","Visualize an old, worn-out sweater. The fibers are fraying at the edges, and some threads are dangerously loose. The color has faded from a vibrant hue to a dull, almost colorless shade. Spots of stubborn dirt are evident, having permanently marked the fabric. Patches of stains have stubbornly held their ground despite several washes. The sweater bears testimony to its long history of use and the experiences it must have weathered.",0,1,0,,a dirty jumper,a dirty sweater
jumper,sweater,"Visualize a uniquely designed jumper. This piece of clothing is carefully crafted, overflowing with creativity. Let it be woven with vibrant colors, various patterns, and intricate detailing. To add to its exclusive appearance, portray a bold mix of traditional and modern styles that coexist harmoniously on the fabric. Render the jumper against a simple, uncluttered background to make its sophisticated design stand out. Furthermore, show the jumper displayed on a mannequin to maintain focus on the fashion creativity of the item.","An intricate designer sweater laid flat to display its unique patterns and rich textures. The material is soft and high-quality, symbolizing the attention to detail and craftsmanship that went into its creation. It features an abstract blend of earthly tones like warm browns, forest greens and soft creams. The neck is round and the sleeves are long, adding a sense of warmth and coziness to the design. The overall appearance should evoke a feeling of luxury and sophistication.",0,1,0,,a designer jumper,a designer sweater
