Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
math,monastery,"A scene depicting a medieval setting. In the center, a scholarly figure dressed in typical medieval academic attire: long flowing robe with coif. Around him, several students of different genders and descents, for instance a South Asian female and a Middle Eastern male, attentively listen to the scholar. On a wooden table are scattered various tools used by medieval mathematicians like an abacus, writing quills, parchments with numerical computations and geometric drawings. The background shows stone walls and narrow arched windows, radiating a soft glow of afternoon sun.","Depict a large medieval monastery standing resolutely in dense forest surroundings. The monastery should display characteristics of classic Gothic architecture, with towering spires, ornate carved stone facades and majestic stained glass windows showcasing biblical scenes. The scene is tranquil, with birds soaring in the azure sky and rays of sunlight filtering through the rustling leaves. A path winding from the forest opens up to the entrance of the monastery, inviting travellers to seek shelter and peace. The monastery is a symbol of faith and tranquillity amidst nature's abundance.",0,1,1,a student solving math problems on a chalkboard,a medieval math,a medieval monastery
math,monastery,"Imagine a serene setting with a gentle hill. On top of this hill, there is a fascinating sight, a mathematical equation etched into the landscape. The equation is made from a labyrinth of hedges, meticulously shaped and trimmed. The sun is setting in the background, casting a warm glow over the scene. One can see the shadows lengthening and the brilliant colors of the twilight sky. The hill is partially covered with lush green grass, while parts of it are bare with rough patches of earth exposed. It's an unusual and thought-provoking blend of nature and academics.","Envision a serene scene with a large monastery nestled on a rolling hill. The monastery is an architecturally traditional structure made of stone with long corridors, pointed church towers and vibrant stained glass windows. It's surrounded by lush green trees that add to the serene image. The hill slope is covered with various patches of colorful wildflowers and there's a small, yet clear footpath leading towards the monastery. The sky is clear and bathed in the warm hues of a setting sun. This peaceful landscape captures the beauty and tranquility of the natural world coexisting with the spiritual realm.",0,1,1,a professor exploring complex math equations,a math on a hill,a monastery on a hill
math,monastery,"Picture a quaint scenario involving a small, old-fashioned classroom setting. In the foreground, you will find a tiny wooden desk covered in various mathematical pieces. A small, weathered chalkboard sits on the desk, dusted with chalk particles and hosting complex mathematical equations. Strewn across the desk are textbook page corners, stained with years of use, and an antique brass compass with worn-out markings on it. Light drifts through a nearby window, casting a warm glow on the objects, enhancing the sense of nostalgia. The scene should evoke a timeless dedication to the study of mathematics.","Depict a tranquil scene of a small monastery, nestled in the foothills of a towering, snow-capped mountain range. The monastery is made of rustic stone, with an old wooden door at the entrance. Its roof is covered with stone tiles. Nearby, a small pathway meanders through a cultivated garden blooming with various wildflowers, leading to the serene surrounding woods. Wisps of smoke rise from the chimney, suggesting warmth and comfort within the building. The sky overhead is a clear blue, dappled with a few fluffy clouds.",0,1,1,a teacher explaining math concepts to a class,a small math,a small monastery
math,monastery,"Create a detailed painting of a math scene, bringing to life the abstract concepts. Picture a large chalkboard filled with equations and geometric drawings, a desk with various mathematical tools such as compasses and protractors. Nearby, a couple of books on advanced calculus and number theory are open, showing different theories and theorems. Visualize a traditional classroom environment coming alive with mathematical symbols, exuding a sense of knowledge and intellectual stimulation.","An intricately detailed painting showcasing a peaceful monastery nestled within a lush, infinite landscape. The monastery should have classic architecture, with arched windows, a large central tower, and outer buildings. Surrounding the main structure is a blooming garden filled with diverse fauna and flora. The sky overhead is clear with fluffy white clouds lazily floating by, reflecting a serene, almost tranquil, mood. The painting must capture the essence of tranquility and harmony that one associates with monastic life.",0,1,1,a pile of math textbooks on a desk,a painting of a math,a painting of a monastery
math,monastery,"Picture a scene in a large, bustling mathematics classroom. There are students of all descents and genders, all diligently working and solving equations scribbled on chalkboards or writing in notebooks. Some of them are working in groups discussing formulae, others are quietly contemplating theories. The walls are adorned with colorful posters explaining key mathematical concepts. In the background, a female South Asian teacher is explaining a complex theorem on the board. There's a bookshelf loaded with textbooks on one side of the room. The atmosphere is filled with a sense of intense focus and dedication to learning.","A vivid scenery showcasing a significant architectural edifice standing on the linchpin of grandeur and spirituality - a monastery. The area is teeming with people from all walks of life, of various descents such as Hispanic, Middle-Eastern and South Asian, engaging in different activities. Some people are seen in quiet contemplation, while others are engrossed in an animated discourse or busy in prayer. The structure's historic stonework, combined with ambient lighting from the setting sun, paints a picturesque image, making the scene all the more captivating and tranquil.",1,1,1,a shirt with math equations,a crowded math,a crowded monastery
math,monastery,"Visualize a scene where mathematical concepts, symbols, and principles are represented in a dark woodland setting. The forest should be thick with towering trees, the trunks veiled in shadow. Here and there, subtle glimpses of mysterious math equations and shapes could seep from the ground, carved into tree barks, or floating subtly in the murmuring wind. The forest floor might be speckled by slight moonlight revealing chalk-drawn integers. A sense of magical realism should permeate throughout the scene, merging academia and the natural world.","An isolated, old monastery nestled deep within a dense, shadowy forest. The building made of stone and weather-worn wood retains its rugged charm against the passage of time. The structure, characterized by towering spires, large arched windows, and intricate carvings, is shrouded in a layer of mystique from the surrounding darkness. The dense foliage of the forest provides a vivid backdrop, suffused with verdant hues and streaks of moonlight that filter through the interlaced branches overhead. A faint, mystical glow emanates from the monastery windows, hinting at the peaceful solitude within.",0,1,1,a computer screen displaying math formulas,a math in a dark forest,a monastery in a dark forest
simkin,champagne,"A detailed yet whimsical scene featuring a creature known as 'simkin', known for its small size and peculiar features. The creature is standing on a rustic wooden table, the aged timber worn smooth with use. The table features an elaborate wood grain design, with a scattering of knots and scars from its long usage, imparting a sense of character and age. The light is diffused, filtering in from a nearby window and casting long, quiet shadows across the scene. The visual interest focuses on the 'simkin', with the table serving as a simple yet textured backdrop, emphasizing the creature's vibrancy and detail.","A bottle of chilled champagne rests on a weathered wooden table. The golden liquid within is accentuated by sunlight streaming from a nearby window. Lying next to the bottle, a set of two crystal champagne flutes framing a ripe orange peeled into a flower-shape. Last hints of steam evaporate from the tabletop, hinting that the bottle has just been pulled out of the ice bucket. The wood grain of the table is captivating, rich with an age-old charm, and the scene is further enhanced by soft shadows and light play scattered around the setting.",0,1,0,,simkin on a wooden table,champagne on a wooden table
simkin,champagne,"An anthropomorphic cat character with distinctive whiskers and an endearing expression, nestled comfortably inside a wooden cabinet. The cabinet is antique, with elaborate carvings on the doors. The interior shelves are filled with various objects. Each shelf contains old books, glass bubbling potions, and a mysterious gleaming artifact. The cat peeks out from one of the open doors, its eyes gleaming with an adventurous curiosity.","Picture a tall mahogany cabinet, intricately carved along its edges with detailing indicative of the craftsmanship of the 18th century. The open wall of the cabinet reveals shelves lined with an array of lavish champagne bottles, their golden labels shimmering in the soft, diffused light. The bottles are neatly arranged, standing upright, with some still encased in their ornate boxes. The gentle reflections off the amber-hued cabinet sections create a warm, mesmerizing ambiance around the entire presentation.",0,1,0,,simkin in a cabinet,champagne in a cabinet
simkin,champagne,"A small, mischievous cat with orange and white spots sitting on a wooden table outside. The table is set in a backyard with green grass and a few trees in the distance. Sunlight filters through the leaves, casting a warm glow over the entire setting.","Envision an outdoor dining setup. It's a sunny afternoon, with light dappling through the leaves overhead and onto the round wooden table set with a picnic-ready gingham cloth. In the center, the main focal point, a tall and elegant champagne bottle, its label bearing a vintage year, glimmers under the sun's rays. The bottle is nestled in an ice bucket, with the tiny droplets of condensation running down its side. Nearby stand two fluted glasses, spotless and sparkling, yearning to be filled. The ambiance is celebratory and relaxed, a perfect outdoor summer gathering.",0,1,0,,simkin on a table outside,champagne on a table outside
simkin,champagne,"A highly detailed painting of a group of fantastical creatures, called Simkin. These creatures possess human-like forms and faces, however, they have short and stocky stature with luminescent skin. Furthermore, they have pointed ears and are usually seen wearing colorful tunics. Their eyes can come in a variety of vibrant colors, and they usually carry tools or items that symbolize their unique individual abilities.","Imagine a detailed and vibrant painting. In the center of the frame is a golden glass of bubbly champagne, with a multitude of tiny bubbles rising to the top, softly sparkling. Behind the glass there is a contrastingly dark background, enhancing the golden color of the champagne. The light catches beautifully at the curve of the glass, creating a beautiful play of shadows and highlights. The style of the painting is reminiscent of still life paintings from the Baroque era, with a strong emphasis on realism. The primary medium used is oil paint, giving it a rich and deep look.",1,1,0,,a painting of some simkin,a painting of some champagne
