Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
lil,little,"A delightful image of a small, newborn baby. The baby could be of Hispanic descent and with tufts of dark curly hair sprouting on the crown of their little head. The baby tightly clutches a soft, plush teddy bear with one hand while the other is nestled next to the baby's cheek, sleeping peacefully in a warm, cuddly swaddle blanket. The crib in the background is decorated with playful woodland creatures drawn in a cartoony style, contributing to a serene and loving atmosphere.","A little baby of Hispanic descent, with rosy cheeks, sparkling hazel eyes and curly black hair, swaddled in a vibrant yellow blanket. The baby is laying on a soft, plush, azure baby mat, with colorful toys scattered around. An environment filled with warmth, safety, and joy.",1,1,0,,a lil baby,a little baby
lil,little,"An adorable small dog with a shiny, healthy coat. Its ears perk up as if it's just heard something interesting, and its tail wags animatedly. Its round, bright eyes twinkle with curiosity and cheerfulness. The small dog is playful, marking its presence with its joyful antics in a lush green field spotted with wild flowers under a clear, sunny sky.","Visualize an image of a small dog. It could be a teacup chihuahua, or a dachshund puppy perhaps. It has adorable big eyes that shine with curiosity and enthusiasm. Its fur may vary from soft and smooth to curly and fluffy, with colors spanning from a rich creamy shade to a dark chocolate hue. Its tiny size reinforces the sweetness of this canine, making it even more endearing to viewers. The small dog is probably playing with a toy or just curiously investigating its surroundings.",0,1,0,,a lil dog,a little dog
lil,little,"Visualize a petite domestic feline poised elegantly. This small cat is full of charm and mischief. Its coat is a patchwork of colors, a mixture of gray and white, with distinctive markings around its eyes and on its tail. Brilliant green eyes sparkle with curiosity, as it sits perched delicately on a cozy rug in a warmly lit room. Surrounding the cat, are a variety of cat toys. The room is tastefully decorated with soft pastel colors, giving an ambiance of warmth and homeliness.","Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Image descriptions generated from your prompt may contain text that is not allowed by our safety system. If you believe this was done in error, your request may succeed if retried, or by adjusting your prompt.', 'param': None, 'type': 'invalid_request_error'}}",0,1,0,,a lil cat,a little cat
lil,little,"Create a detailed painting of a young Caucasian boy. He's around seven years old with short, wavy, coffee-brown hair. He has innocent, sea-blue eyes and a jovial smile that radiates childlike wonder and joy. He's wearing a vintage, rustic clothing, about as old as 1920s style, with a white, collared shirt and brown trousers. He's standing on a grassy field dotted with dandelions under a stellar sky filled with brightly lit stars. He's releasing a small paper boat in a gentle stream that traverses the field, indicating his hopeful dreams for a future filled with adventures.","A detailed painting of a little boy of South Asian descent. He has bright brown eyes and is wearing a vibrant orange shirt with dark blue shorts. The boy appears cheerful as he is playing with a handmade toy car made from recyclable materials, emphasizing the theme of childlike innocence and creativity. His short black hair is slightly disheveled, adding to the playful and casual atmosphere of the scene. The painting is done in oil and reflects a realistic style with a particular focus on the vivid colors and intricate details.",1,1,0,,a painting of a lil boy,a painting of a little boy
lil,little,"Visualize a charming and small horse standing in a grassy field under the clear blue sky. Its color is a magnificent blend of brown and white patches, with a mane that glistens in the sunlight. The horse has a gentle and affable expression on its face, with soulful eyes that reflect its kind temperament. It's happily grazing, occasionally raising its head to look around. This inviting scene signifies peace and tranquility.","Depict a charming scene featuring a tiny, adorable horse. The creature is prancing through a lush, green meadow with wildflowers scattered throughout. Its coat is a shiny chestnut color and its mane and tail are lighter, a beautiful cream hue. It has bright, intelligent eyes and appears happy in its peaceful, natural environment. As it prances through the meadow, its tiny hooves create little clouds of dust that catch the sunlight filtering through the trees surrounding the meadow. The perfect image of innocence and peace.",0,1,0,,a lil horse,a little horse
lil,little,"A young Asian girl around the age of 7 or 8, with shoulder-length hair. She is in vibrant, casual clothing with a design hinting towards her giggly and cheerful personality. She is outside, with an endearing and innocent smile on her face, her eyes sparkling with curiosity and excitement. She holds a pink balloon in one hand and a chocolate ice cream cone in the other. The sky is clear and the sun is bright, lighting up the entire scene with a warm and jubilant glow.","A little Asian girl of about 6 years old, with short black hair, wearing a vibrant blue frock. She's joyously playing in a grassy park on a sunny afternoon, her laughter echoing in the air. Shadows from a nearby tree spread across the green turf around her. Butterflies of various colors flutter around her, enhancing the heartwarming scene.",1,1,0,,a lil girl,a little girl
whip,car,"Visualize a parked automobile bathed in the soft glow of a setting sun. It's a classic vintage model with a sleek silhouette and glossy paint, patiently waiting in an empty parking area, its chrome accents and enigmatic aura hinting at untold stories and adventurous journeys. Tall trees and urban buildings recede into the background, accentuating the solitude of the car, which appears as an isolated, serene moment frozen in time.","A detailed view of an empty, parked vehicle in the middle of a serene environment. The car is of a modern, sleek design with a polished body giving off reflections of the surrounding environment. The custom alloy wheels along with neat linings on the body give the car an elegant look. Its tinted windows are shut, hinting at its unoccupied state. The car is stationed on an empty street with the warm glow of a setting sun casting soft hues on the scene.",0,1,1,a leather whip on a table,a parked whip,a parked car
whip,car,"Create an image of a second-hand whip. The whip should show signs of use such as scuffs and scratches, but still maintain its structure. It could curl on an aged wooden table, the leather handle worn from years of use and the tail end frayed slightly. The texture of the whip should be notably weather-beaten. Daylight filters through a nearby window casting rhythmic shadows. The overall image should convey a sense of history and timeless sturdiness, reflecting the symbolic power this object used to command.","A pre-owned automobile located in an open-air lot, basking under a clear blue sky. The car, perhaps a sedan model, presents a coat of faded cobalt blue paint on its body. The exterior betrays signs of significant use, with a smattering of minor scratches and dents scattered across. The car's black tires are well-worn but still functional, contrasting with the chrome of the lightly rusted alloy wheels. In the background, the scene is half enclosed by a simple fence, and a vacant signpost stands nearby, beckoning potential customers.",0,1,1,a whip cracking in the air,a second-hand whip,a second-hand car
whip,car,"Visualize a unique tool which is a fusion of a whip and a gas cylinder. The whip, long and flexible, emanates from the neck of the steel gas cylinder. The cylinder is bronze-colored, sturdy and upright, placed on a solid surface with visible dials and gauges. From the top, a thick, lasting trail of dense white gas fumes is emitted, spiraling into a whip formation. The background is clear, emphasizing the unusual, futuristic gas whip against a neutral backdrop.","Visualize a traditional gasoline-powered vehicle parked on a smooth asphalt road. This car is of an average size and boasts a sleek design, featuring shiny paintwork that positively gleams in the soft, diffused sunlight. It has well-maintained chrome trims and alloy wheels, and its interior has a myriad of controls on the central console and a comfortable lumber supportive seat. It is a testament to the evolution of mechanical engineering and design aesthetics from the 20th century automobiles.",0,1,1,a long whip made of rope,a gas whip,a gas car
whip,car,"Imagine a scene with a mid-sized sedan, gleaming in the crisp sunlight. The paint is a vibrant red and the rims shine like freshly minted coins. The windows are tinted slightly, allowing for a slight view of the plush leather seats within. There's a 'Rental' sign hanging from the rear view mirror. The car is parked neatly in a rental car lot, surrounded by other vehicles of various sizes and colors. This is your typical rental vehicle, standing ready to accommodate driving needs for a trip or a business meeting.","An illustration of a mid-size seductive red rental car parked in a parking lot on a sunny day. The car has polished silver wheels and tinted windows. In the background, there is a sign indicating 'Car Rental', and a lush green tree providing an inviting shade. The sun warmly illuminates the scene, casting an interesting shadow of the car onto the tarmac.",0,1,1,a whip hanging on the wall,a rental whip,a rental car
whip,car,"Create an image showcasing a futuristic weapon: an electric whip. The whip is made of intertwined silver and blue wires, glowing with pulsating electricity. It should also have a modern, sleek handle, possibly made of black metal with a blue LED indicator showing the energy level. Include a backdrop of a darkened room to make the electric whip stand out as the primary focal point.","A modern environmentally-friendly electric car. The design is sleek and futuristic, with streamlined contours and a polished, gleaming exterior. The body of the car is a vibrant blue, reflecting the sunlight. The car has a minimalistic interior, with a high-tech dashboard displaying various controls and information. The background could contain a road in a serene countryside, highlighting the car's environmentally-friendly nature against the backdrop of nature.",0,1,1,a whip used by a horse rider,an electric whip,an electric car
whip,car,"An image showing a car that is clearly a rental or leased vehicle. The vehicle is modern and stylish, perhaps a luxury sports car model, shining under the city lights. It's parked in a finely paved driveway with a backdrop of a chic urban setting. A rental agreement is subtly visible in the car window suggesting that this is a leased whip.","A recently leased car parked in a residential driveway. The car is a shiny, sleek sedan of a deep blue color. It's brand new, still with the temporary plates. The sunset light reflections are highlighting the impeccably clean and polished surfaces of the car, providing a feeling of fresh out of the dealership excitement.",0,1,1,a circus performer holding a whip,a leased whip,a leased car
crib,house,"A peaceful suburban neighborhood image which is aesthetic and calm. Focus on capturing the essence of suburban life - a well-manicured lawn in the foreground, a neat path leading to a charming home. The house is small but comfortable, with white walls, an angled roof, and a chimney from which a thin wisp of smoke is gently wafting out. The neighborhood is quiet, with few cars parked in driveways and a serene sky above. The trees should be luscious and providing shade over the entire scene, adding to the overall serene nature.","Generate an image of a typical suburban house. It should be a two-story dwelling with well-maintained landscaping, including a lush green lawn and blooming flowers. The house exterior should be made of red bricks with white window frames. A concrete driveway should lead to an attached garage. The background should feature other similar suburban houses visible, and the sky should be blue with few fluffy white clouds, suggesting a serene, sunny day.",0,1,1,a baby sleeping in a crib,a suburban crib,a suburban house
crib,house,"A crib placed in a downtown city setting. The crib is intricately detailed with a classic design and freshly painted white color. It's located in an urban scene during daytime, with skyscrapers reaching high into the clear blue sky. Pedestrians of diverse descents, like Hispanic, Middle-Eastern, and South Asian people, both male and female, can be seen walking by in the backdrop. City life bustles around the crib with cars zooming by and a melange of city sounds playing out in the background.","A charming, two-story downtown house nestled amid urban surroundings. The lower level is made of rustic red bricks, with a wooden door painted in a vibrant hue of teal. It features large, white-framed windows on both levels that give off a warm, inviting glow. The roof is covered in dark, weathered shingles. Nearby, trees with autumnal leaves provide a delightful contrast to the urban milieu. The house is approached by a cobblestone walkway, with bicycles parked alongside. Nearby, you can see the hustle and bustle of the city with architectural elements of both modern and historical building styles.",0,1,1,a wooden crib in the bedroom,a crib downtown,a house downtown
crib,house,"A picturesque scene of a small, cozy wooden crib situated by the edge of a tranquil, crystal-clear lake. The lake is being gently caressed by warm morning sunrays, creating a sparkling shimmer on the water surface. The crib, built in rustic style, is adorned with a lantern at the entrance, white linen curtains gently fluttering in the mild breeze. Majestic pine trees surround the crib, giving it a serene, sheltered feel. The shadows of the trees on the lake surface further add to the overall soothing aesthetic of this lakeside crib.","Imagine a serene lakeside setting. A quaint house sits peacefully near the water's edge, its walls painted a warm, inviting color. Reflections from the setting sun dance off the calm lake, casting an enchanting glow on the house. There's a well-kept wooden dock leading out towards the deep, blue water. A canoe rests lightly on the water, tied securely to the dock. Behind the house, a wilderness of lush trees and colorful wildflowers stretches into the distance, adding a touch of nature's bliss to the idyllic scene. It's the perfect spot for relaxation and solitude.",0,1,1,a crib filled with soft toys,a lakeside crib,a lakeside house
