Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry driving down the street,a red semitruck driving down the street,0.981
1,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0.9656
2,a lorry parked by the curb,a semitruck parked by the curb,0.7859
3,a lorry parked at a rest stop,a semitruck parked at a stop sign,0.2846
4,a lorry hauling timber,a semitruck hauling timber,0.9862
5,a lorry with a flat tyre,a semitruck with a flat tire,0.476
6,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0.9577
7,a man wearing a purple jumper,a man wearing a purple sweater,0.9877
8,a woman knitting a brown jumper,a woman knitting a brown sweater,0.9765
9,a jumper with reindeer patterns,a sweater with reindeer patterns,0.9919
10,a jumper on a hanger,a sweater on a hanger,0.9761
11,a jumper folded neatly,a sweater folded neatly,0.6345
12,a girl knocking on the loo door,a girl knocking on the bathroom door,0.6796
13,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0.9627
14,a line of people waiting outside the loo,a line of people waiting outside the bathroom,0.7329
15,a loo with a leaky tap,a bathroom with a leaky faucet,0.5548
16,a tidy loo with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.9163
17,a loo with a shower curtain,a bathroom with a shower curtain,0.9644
18,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0.8853
19,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast,0.9591
20,a man cutting a banger in half,a man cutting a sausage in half,0.8169
21,bangers on a grill,sausages on a grill,0.9542
22,bangers and mash on a plate,sausages and mashed potatoes on a plate,0.9842
23,my bangers sizzling in a pan,my sausages sizzling in a pan,0.8932
24,a woman throwing away the rubbish,a woman throwing away the trash,0.9035
25,a bin overflowing with rubbish,a bin overflowing with trash,0.9635
26,a raccoon going through rubbish,a raccoon going through trash,0.9721
27,a rubbish bin near a park bench,a trash can near a park bench,0.9928
28,a rubbish heap in an alley,a trash pile in an alley,0.8906
29,a rubbish skip in a construction site,a trash dumpster in a construction site,0.7184
30,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0.9504
31,a college student's flat,a college student's apartment,0.844
32,a cozy flat in the city,a cozy apartment in the city,0.9538
33,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.954
34,a flat with a rooftop garden,an apartment with a rooftop garden,0.9526
35,my flat with an open-plan kitchen,my apartment with an open-plan kitchen,0.7435
36,a man loading luggage into the car boot,a man loading luggage into the car trunk,0.8881
37,a spare tire in the car boot,a spare tire in the car trunk,0.976
38,a woman putting groceries in the car boot,a woman putting groceries in the car trunk,0.9443
39,a car boot filled with groceries,a car trunk filled with groceries,0.9912
40,a car boot packed for a road trip,a car trunk packed for a road trip,0.9569
41,my car boot after a shopping spree,my car trunk after a shopping spree,0.9401
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.7491
43,a queue for the rollercoaster,a line for the rollercoaster,0.9073
44,a queue of cars at a drive-through,a line of cars at a drive-through,0.3893
45,a queue at the ticket counter,a line at the ticket counter,0.8967
46,a queue for the morning bus,a line for the morning bus,0.7983
47,a queue at the post office,a line at the post office,0.7903
48,a man ironing creases in his trousers,a man ironing creases in his pants,0.8011
49,a pair of purple trousers folded on a chair,a pair of purple pants folded on a chair,0.9709
50,a kid wearing a pair of blue trousers,a kid wearing a pair of blue pants,0.9784
51,a trousers display in a store,a pants display in a store,0.9497
52,a trousers with a matching blazer,pants with a matching blazer,0.9234
53,my trousers hanging in the closet,my pants hanging in the closet,0.8686
54,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,0.6427
55,a tin of assorted biscuits,a tin of assorted cookies,0.9431
56,a man baking homemade biscuits,a man baking homemade cookies,0.7209
57,a biscuit with chocolate chips,a cookie with chocolate chips,0.98
58,a biscuit on a baking tray,a cookie on a baking tray,0.8077
59,a biscuit with a bite taken out,a cookie with a bite taken out,0.9559
60,a beam of light from the torch,a beam of light from the flashlight,0.7664
61,a man searching in the dark with a torch,a man searching in the dark with a flashlight,0.7935
62,a rechargeable LED torch,a rechargeable LED flashlight,0.8402
63,my torch in a toolbox,my flashlight in a toolbox,0.8087
64,a torch with low battery,a flashlight with low battery,0.662
65,a policeman shining a torch at the suspect,a policeman shining a flashlight at the suspect,0.5453
66,a mother changing her baby's nappy,a mother changing her baby's diaper,0.7896
67,a pack of cloth nappies,a pack of cloth diapers,0.9473
68,a happy baby wearing pink nappies,a happy baby wearing pink diapers,0.9788
69,a nappy on a changing table,a diaper on a changing table,0.6587
70,nappies with cute patterns,diapers with cute patterns,0.9741
71,a nappy on a clothesline,a diaper on a clothesline,0.9276
72,a petrol station at night,a gasoline station at night,0.9848
73,a man filling up his car with petrol,a man filling up his car with gasoline,0.9048
74,a sign showing petrol prices,a sign showing gasoline prices,0.9686
75,a petrol pump at a station,a gasoline pump at a station,0.9693
76,a petrol tanker on the road,a gasoline tanker on the road,0.9463
77,a brightly lit petrol station sign at night,a brightly lit gasoline station sign at night,0.8963
78,a group of kids kicking a football,a group of kids kicking a soccer ball,0.9688
79,a football player in the stadium,a soccer player in the stadium,0.1507
80,a football player celebrating a win,a soccer player celebrating a win,0.1873
81,my football boots on the field,my soccer cleats on the field,0.8453
82,a football goalie in the field,a soccer goalie in the field,0.1951
83,a goalkeeper trying to catch a football,a goalkeeper trying to catch a soccer ball,0.931
84,a woman picking up a prescription at the chemist,a woman picking up a precription at the pharmacy,0.94
85,a wide range of products at the chemist,a wide range of products at the pharmacy,0.963
86,a group of people waiting at the chemist,a group of people waiting at the pharmacy,0.9612
87,a chemist counter with vitamins,a pharmacy counter with vitamins,0.8984
88,my chemist where I get prescriptions,my pharmacy where I get prescriptions,0.7742
89,a chemist with a neon sign,a pharmacy with a neon sign,0.8624
90,a bowl of chips at a restaurant,a bowl of french fries at a restaurant,0.36
91,a boy eating chips,a boy eating french fries,0.653
92,a plate with a burger and chips,a plate with a burger and french fries,0.9781
