Prompt_Index,SAE_Prompt,Score
0,a little boy playing with a yoyo,0.3056
1,a little girl playing with a toy car,0.3106
2,a little cat sitting on top of the piano,0.323
3,a little dog playing in the backyard,0.2799
4,a little one story blue house,0.3015
5,a little baby wrapped in a blanket,0.2636
6,a man driving his car,0.2633
7,a woman driving her blue car,0.2885
8,a man driving a new car on the freeway,0.267
9,a red car parked in the garage,0.304
10,a car parked by the curb,0.2584
11,a black car with chrome rims,0.2722
12,a man in front of his house,0.2818
13,a woman in front of her house,0.2948
14,a family in front of their new house,0.3027
15,a retiree and her one story house with a flower garden,0.3421
16,a house with a white picket fence,0.3371
17,a brick house with a garden,0.2981
18,a man holler at a girl across the street,0.2473
19,a man holler at a woman near the bus stop,0.2811
20,a man holler at a woman walking past him,0.2584
21,a man holler at his close friend from the balcony,0.2734
22,a loud holler from the audience during the show,0.2575
23,she heard a holler from across the street,0.2402
24,me and my close friend hanging out at a cafe,0.2731
25,my close friend talking on the phone,0.2404
26,my close friend waiting outside the store,0.2792
27,me and my close friend eating together at lunch,0.2506
28,a close friend from childhood playing video games together,0.2745
29,a close friend with a skateboard,0.2825
30,me and my friends hanging out after school,0.2503
31,me and my friends at a restaurant,0.2579
32,taking a selfie with my friends,0.2705
33,me and my friends hanging out at a cafe,0.272
34,my friends hanging out at the park,0.2657
35,a group of friends in matching shirts,0.2652
36,an old grandma in front of a new england style house,0.3181
37,my grandmother and my dad,0.2765
38,my grandmother with my mom,0.2934
39,my grandmother and her cat,0.3339
40,a grandma knitting a sweater,0.308
41,a grandma baking cookies,0.3119
42,a picture of my lover smiling at the beach,0.2589
43,me and my lover holding hands at sunset,0.2784
44,my lover posing in a botanical garden,0.2758
45,my lover drinking coffee,0.2724
46,a lover holding a bouquet of roses,0.3069
47,a lover taking a selfie,0.2698
48,a wallet full of money,0.2558
49,pay with some money,0.2584
50,a man paying money to the cashier,0.2837
51,a woman paying money to the shopkeeper,0.3092
52,a wallet overflowing with fresh green money,0.3048
53,an armored cash carrier carrying bags of money,0.2553
54,a man wearing sneakers,0.2676
55,a girl wearing white leather sneakers,0.3217
56,a pair of stylish sneakers,0.2933
57,a pair of gray sneakers,0.3081
58,a row of sneakers in a store,0.3009
59,a pair of sneakers hanging on a wire,0.3299
60,a man aiming his gun,0.285
61,a man aiming his gun in a dark alley,0.3315
62,a woman firing her gun at the target,0.3169
63,a soldier carrying a gun,0.3058
64,a gun in a holster,0.3014
65,a gun tucked into a waistband,0.287
66,a man wearing cool clothes,0.271
67,a woman wearing cool clothes,0.2791
68,a man wearing minimalist clothes,0.3068
69,some fresh clothes on a mannequin,0.2616
70,a woman wearing vintage clothes,0.3038
71,a rack of designer clothes,0.3097
72,a man wearing dental jewelry over the teeth,0.2817
73,a rapper with dental jewelry,0.3063
74,a man wearing green dental jewelry,0.3142
75,a woman wearing dental jewelry with a confident smile,0.2989
76,a rapper showing off his dental jewelry,0.3023
77,gold dental jewelry on a smiling face,0.2941
78,a car with dark tinted windows,0.2524
79,a black convertible with tinted windows,0.2959
80,a red Tesla with very dark tinted windows,0.3024
81,a SUV with dark tinted windows,0.244
82,a silver van with light window tinting on the windows,0.3001
83,a schoolbus with orange tinted windows,0.3151
84,a woman driving her convertible car,0.3029
85,a man driving his convertible car on the hilly road,0.2935
86,two people riding in a convertible car,0.2994
87,a man driving a sporty convertible car,0.3008
88,a red convertible car cruising down the street,0.2967
89,a vintage convertible car parked at the beach,0.3289
90,a grandpa wearing a baseball cap,0.3046
91,a woman wearing an orange cap,0.3472
92,a man wearing a red cap,0.3
