Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.3087
1,a large semitruck,0.2838
2,a broken semitruck,0.2941
3,a painting of an old semitruck,0.326
4,a modern semitruck,0.28
5,a small semitruck,0.2811
6,a cozy sweater,0.2972
7,a purple sweater,0.3466
8,a dirty sweater,0.2958
9,a designer sweater,0.3015
10,a sweater with holes,0.307
11,a colorful sweater,0.3298
12,a modern bathroom,0.3079
13,a dirty bathroom,0.3028
14,a colorful bathroom,0.3292
15,a bathroom with blue tiles,0.35
16,a spacious bathroom,0.2893
17,a tiny bathroom,0.2771
18,a pack of sausages,0.3157
19,a plate of sausages and eggs,0.3457
20,three sausages,0.2933
21,sizzling sausages,0.3097
22,broken sausages,0.2938
23,some expired sausages,0.3006
24,a pile of trash,0.262
25,trash on the floor,0.2798
26,a heap of trash,0.2628
27,a painting of trash,0.3246
28,a trash bin,0.289
29,a room full of trash,0.2979
30,an apartment to rent,0.2781
31,an apartment with two bedrooms,0.2883
32,a city centre apartment,0.291
33,an apartment with balcony,0.2794
34,students living in an apartment,0.2818
35,keys to a new apartment,0.3203
36,a broken car trunk,0.2999
37,a packed car trunk,0.298
38,an empty car trunk,0.2994
39,a dirty car trunk,0.2958
40,a modern car trunk,0.305
41,a red car trunk,0.3017
42,a long line,0.2678
43,a short line,0.2213
44,a painting of a long line,0.3035
45,a line of people,0.2752
46,a line outside the store,0.2987
47,a line for food,0.26
48,a pair of purple pants,0.3416
49,a pair of denim pants,0.3011
50,some ripped pants,0.2864
51,my dirty pants,0.2931
52,a pair of designer pants,0.2984
53,pants with holes,0.3
54,a small cookie,0.3054
55,a fresh cookie,0.2922
56,a burnt cookie,0.3138
57,a broken cookie,0.3118
58,a painting of a cookie,0.358
59,a chocolate cookie,0.3273
60,a handheld flashlight,0.348
61,a flashlight in a drawer,0.3447
62,a pocket flashlight,0.3421
63,using a flashlight at night,0.303
64,batteries for a flashlight,0.3181
65,a flashlight with a switch,0.3404
66,some dirty diapers,0.3125
67,white diapers,0.3021
68,diapers with holes,0.3291
69,a pack of diapers,0.3418
70,a pair of pink diapers,0.3133
71,a ripped pair of diapers,0.3162
72,a modern gasoline station,0.3048
73,a painting of an old gasoline station,0.3783
74,a vintage gasoline station,0.3037
75,a gasoline pump,0.3014
76,a gasoline tanker,0.3144
77,a gasoline station sign,0.3186
78,a round soccer ball,0.3066
79,a black and white soccor ball,0.2943
80,a soccer match in Europe,0.2625
81,a soccer with black spots,0.3015
82,a team scoring a soccer goal,0.2783
83,kicking a soccer ball,0.2846
84,shopping at a pharmacy,0.2942
85,entering a local pharmacy,0.3099
86,shelves in a pharmacy,0.3269
87,queue at a pharmacy shop,0.3161
88,sign for a pharmacy shop,0.3408
