Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry,a red semitruck,0.3066
1,a large lorry,a large semitruck,0.2861
2,a broken lorry,a broken semitruck,0.2844
3,a painting of an old lorry,a painting of an old semitruck,0.3443
4,a modern lorry,a modern semitruck,0.2845
5,a small lorry,a small semitruck,0.292
6,a cozy jumper,a cozy sweater,0.2973
7,a purple jumper,a purple sweater,0.3376
8,a dirty jumper,a dirty sweater,0.29
9,a designer jumper,a designer sweater,0.3063
10,a jumper with holes,a sweater with holes,0.3121
11,a colorful jumper,a colorful sweater,0.3097
12,a modern loo,a modern bathroom,0.2882
13,a dirty loo,a dirty bathroom,0.279
14,a colorful loo,a colorful bathroom,0.3177
15,a loo with blue tiles,a bathroom with blue tiles,0.3372
16,a spacious loo,a spacious bathroom,0.293
17,a tiny loo,a tiny bathroom,0.2879
18,a pack of bangers,a pack of sausages,0.3064
19,a plate of bangers and eggs,a plate of sausages and eggs,0.3448
20,three bangers,three sausages,0.2978
21,sizzling bangers,sizzling sausages,0.3055
22,broken bangers,broken sausages,0.3075
23,some expired bangers,some expired sausages,0.2905
24,a pile of rubbish,a pile of trash,0.2655
25,rubbish on the floor,trash on the floor,0.2856
26,a heap of rubbish,a heap of trash,0.261
27,a painting of rubbish,a painting of trash,0.2867
28,a rubbish bin,a trash bin,0.2878
29,a room full of rubbish,a room full of trash,0.2973
30,a flat to rent,an apartment to rent,0.2781
31,a flat with two bedrooms,an apartment with two bedrooms,0.2834
32,a city centre flat,a city centre apartment,0.2836
33,a flat with balcony,an apartment with balcony,0.2518
34,students living in a flat,students living in an apartment,0.2865
35,keys to a new flat,keys to a new apartment,0.3099
36,a broken car boot,a broken car trunk,0.306
37,a packed car boot,a packed car trunk,0.2948
38,an empty car boot,an empty car trunk,0.3106
39,a dirty car boot,a dirty car trunk,0.2971
40,a modern car boot,a modern car trunk,0.3167
41,a red car boot,a red car trunk,0.2915
42,a long queue,a long line,0.2742
43,a short queue,a short line,0.235
44,a painting of a long queue,a painting of a long line,0.3137
45,a queue of people,a line of people,0.2666
46,a queue outside the store,a line outside the store,0.2817
47,a queue for food,a line for food,0.2619
48,a pair of purple trousers,a pair of purple pants,0.3404
49,a pair of denim trousers,a pair of denim pants,0.2875
50,some ripped trousers,some ripped pants,0.2861
51,my dirty trousers,my dirty pants,0.2948
52,a pair of designer trousers,a pair of designer pants,0.3003
53,trousers with holes,pants with holes,0.3041
