Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
torque,truck,"Picture a large black torque, possibly a truck or an SUV, moving along a serene neighborhood street. Houses line the street, each with unique architecture and surrounded by lush greenery. The street itself is a smooth, clean asphalt with the occasional crosswalk. The sun is setting, bathing everything in a soft golden light. Children can be seen playing on the sidewalk. A Caucasian man in a mail carrier uniform is sorting out mail at one of the houses, while a Middle-Eastern woman is walking her dog on the other side of the street.","A large black truck moving along a local residential road. The neighborhood consists of a series of small houses with well-maintained front yards, dotted with flower beds and children's bicycles. Lush green trees partly obscure the sky, with their branches leaning over the streets creating a serene, shaded environment. Distant figures of people could be seen going about their day-to-day activities. The truck contrasts sharply with the calm surroundings with its masculine size and shiny black paint.",0,1,1,a mechanic measuring the torque applied to a lug nut,a large black torque driving on a neighborhood street,a large black truck driving on a neighborhood street
torque,truck,"A Caucasian woman with brown wavy hair, brightly dressed, is seen driving a vibrant green tractor across a well-kept farm. The farm landscape spreads far into the horizon with patches of growing crops, a barn at a distance and a clear blue sky above.","A South Asian woman with dark hair tied neatly in a bun, dressed in casual work clothing, is behind the wheel of a large, forest-green farm truck. She navigates the vehicle through a sprawling farmland, dotted with neatly aligned rows of crops, a barn in the backdrop, and the high sun casting harsh shadows. A hint of intensity and concentration is evident on her face, indicative of her dedication to her farming responsibilities.",1,1,1,a woman adjusting the torque setting on a power drill,a woman driving a green torque on a farm,a woman driving a green truck on a farm
torque,truck,"Visualize a vibrant depiction of a blue torque vehicle with a playful, golden retriever dog sitting in the back of the vehicle. The dog appears joyful and energetic as its soft fur flutters with the wind. Surrounding the scene are lush, green trees and a clear blue sky which adds a serene touch to this afternoon setting.","Visualize a scene with a sturdy, well-maintained truck parked in an open space. The truck's paint is a vivid shade of blue that gleams under the sunlight. The back of the truck is occupied by a large dog with a glossy black fur coat and big brown eyes, filled with curiosity and excitement. The dog is clearly enjoying the adventure, with its tail wagging enthusiastically and its tongue hanging out in a canine grin. Shadows play on the truck and the dog's fur from the leafy trees nearby, hinting at a cool, pleasant day outdoors.",0,1,1,a diagram illustrating torque forces acting on a rotating wheel,a torque with a dog in the back,a truck with a dog in the back
torque,truck,"An image representing a South Asian adult male with short, tightly curled hair operating a mechanical torque, with an intense expression, emblematic of focus and diligence. The scene takes place on a multi-laned highway, the road stretching far into the horizon, surrounded by sparse vegetation. The sky is a clear blue, with fluffy white clouds scattered across its vastness. Vehicles of various types and colors zip past the man on both sides. The torque should be complex but age-worn, reflecting the rugged charm of hard work.","A South Asian man in his early 40s is driving a large truck on a bustling highway. He is wearing casual attire suitable for the long haul ahead of him. His eyes focus intently on the road, and his hands skillfully control the steering wheel. Different vehicles of varying sizes can be seen on the highway under a cloud-strewn sky. The scene also includes vast landscapes on either side of the highway, providing a contrasting serenity to the busy highway.",1,1,1,a man using a torque wrench to tighten bolts under a car,a man driving a torque on the highway,a man driving a truck on the highway
torque,truck,"A South Asian boy and a Hispanic girl sitting on the back of a bright colored, highly twisted force, known as torque, manifested in 3D. They are smiling and enjoying their whimsical journey, dangling their feet and feeling the force around them. The torque underneath glows with a radiant blue hue, signifying its strength and power. The background is a surreal landscape, shimmering with warm hues from an abstract sun. Both kids sport casual summer clothing, and their hair waves with the breeze of their fanciful ride.","Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Image descriptions generated from your prompt may contain text that is not allowed by our safety system. If you believe this was done in error, your request may succeed if retried, or by adjusting your prompt.', 'param': None, 'type': 'invalid_request_error'}}",1,1,1,an instructional video explaining torque in physics class,two kids sitting on the back of a torque,two kids sitting on the back of a truck
torque,truck,A bright red Torque (car name) is neatly parked on a paved driveway. It is spotlessly clean and glimmers under the warm sunlight. The house behind it is a classic two-story house with a tidy garden. The scene is peaceful and serene with blue skies overhead and fluffy clouds lazily drifting by.,"Visualize a medium-sized truck with vibrant colors parked in a residential driveway. The truck's tyres are in great condition and it has clean, shiny windows. The driveway is lined with brick pavers and leads to a beautiful house in the background. There's a lush lawn on either side of the driveway filled with blooming flowers. The sky overhead is a light blue with a few scattered clouds, indicating a fine, sunny day.",0,1,1,a torque gauge lying on a workbench next to mechanical parts,a torque parked on a driveway,a truck parked on a driveway
raspa,shaved ice,"Depict an energetic scene at a busy city street with a South Asian street vendor, cheerfully selling raspa, which are colorful shaved ice desserts. His small, vibrant cart is stationed on the sidewalk, bustling with customers. He is wearing a lightweight apron, waving a manual ice shaver, adding flavored syrups to the cups. Various passers-by – males, females, and kids of different descents are queued up keenly waiting their turn. The sun is shining bright, slightly illuminating the ice shards as they're being shaved.","An engaging city scene bathed in the warm glow of afternoon sunlight. In this scene, a street vendor, an Asian woman in her mid-40s, is enthusiastically selling shaved ice from her colorful mobile cart. The cart is adorned with bright flags and a large rainbow-colored umbrella. It's brimming with a wide variety of vibrant fruit syrups that glisten temptingly. The vendor is utilizing a traditional hand-cranked ice shaver, producing a flurry of delicate ice flakes that she scoops into small cups. As she works, she displays a radiant smile, her joy in her craft is palpable.",1,1,0,,a street vendor selling raspa,a street vendor selling shaved ice
raspa,shaved ice,"A South Asian man is seen relaxing and enjoying his raspberry flavored raspa on a blisteringly hot day. He's situated outdoors, visible sunlight beating down and enhancing the vibrancy of the scene. His eyes are closed in delight as he takes a bite, expressing the ecstatic pleasure of cooling down on a sweltering day. The raspa drips tantalizingly, the slightly melting ice indicative of the warm weather. His comfortable and casual summer attire gives an air of lighthearted leisure and fun. The surrounding is an idyllic park setting with lush greenery and a distant view of a serene blue sky.","A Middle-Eastern man sitting in the shade of a vibrant umbrella, relishing the refreshing taste of a multicolored shaved ice dessert held in his hand. There's a sparkle in his eye and a hint of a smile on his face as he savors each spoonful. A sun is shining bright in a cloudless sky, casting long shadows that indicate the peak of a summer afternoon. The man's attire includes comfortable, light-colored summer clothing. His other hand holds a disposable issue to soak up any melting drops. The background is animated with people in a bustling market square.",1,1,0,,a man enjoying raspa on a hot day,a man enjoying shaved ice on a hot day
raspa,shaved ice,"An image capturing a close-up view of a chilly raspa, a delicious and refreshing Mexican slushie, sitting snugly in a polystyrene cup. The raspa's vibrant colors, a mix of rainbow ice shavings and sweet syrups, gleam in the sunlight. Resting next to the raspa is a richly textured tree, its bark showing a myriad of details and its grand branches providing a contrasting shade to the sunny atmosphere. Underneath the tree, sunlight fractured by the leaves create a dappling effect on the ground. This scene signifies a simple yet enjoyable moment experiencing nature and a taste of summer.","Visualize a summer scene containing a cup of freshly shaved ice placed near the base of a large tree. The cup is filled with colorful layers of ice and syrup, and condensation droplets can be seen on the outside of the cup. Sunlight filters through the tree, casting a pattern of shadows over the cup and the nearby grass. The tree is mature, majestic with a sturdy trunk and lush, broad leaves providing shade.",0,1,0,,a cup of raspa near a tree,a cup of shaved ice near a tree
raspa,shaved ice,"Visualize a vibrant and colorful cup overflowing with raspa - the traditional Mexican dessert made of crushed ice and flavored with vibrant syrups, sitting on a wooden table. Next to it, is a stainless steel spoon with a long handle. Sunlight is gleaming on the table and the spoon, giving it a warm summer day feeling. The cup is garnished with a thin slice of lime and the background is decorated with a vibrant Mexican tablecloth.","A delicious and vibrant cup of shaved ice, filled to the brim with colorful layers of sweet flavor, shimmering in varying hues of red, yellow, orange, blue, and green. The ice shavings themselves are finely textured and look appealingly frosty. Positioned next to the cup is a polished but simple spoon, reflecting light, ready to dig into the refreshing treat. The in-depth perspective offers a close and personal look at the icy food item, making it seem irresistible. The overall setting and atmosphere evoke the summertime ease and enjoyment.",0,1,0,,a colorful cup of raspa next to a spoon,a colorful cup of shaved ice next to a spoon
raspa,shaved ice,"A young Hispanic girl, basking in the warmth of a sunny day, sits at a park bench. She holds a bowl filled to the brim with a refreshing raspa, a vibrant and colorful mix of shaved ice and syrup. Her face lights up in pure joy as she takes the first spoonful, her taste buds awakening to the sweet and tantalizing flavors. Around her, the park breathes life with its lush greenery, chirping birds, and the sound of children laughing and playing in the distance.","A Middle-Eastern girl sitting on a park bench, savouring a bowl of colorful shaved ice. She wears casual summer clothing, her hair pulled back in a ponytail. The park around her is lush and green, featuring a combination of deciduous and evergreen trees. Children are playing in the background, and the path leading towards the park's exit is visible. The sun is shining brightly, casting shadows of the trees, creating a picturesque summer day scene.",1,1,0,,a girl enjoying a bowl of raspa in the park,a girl enjoying a bowl of shaved ice in the park
